#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2013 12 31 23 50 307  8.7 10.2  1.76 14.81  6.47 306 1019.3  14.0  14.9 999.0 99.0 99.00
2014 01 01 00 50 315  9.5 11.0  1.81 14.81  7.03 305 1019.1  14.0  14.9 999.0 99.0 99.00
2014 01 01 01 50 310 10.4 12.7  1.65 14.81  6.45 296 1019.3  13.9  14.9 999.0 99.0 99.00
2014 01 01 02 50 319 10.6 12.4  1.81 14.81  6.48 298 1019.3  13.7  14.8 999.0 99.0 99.00
2014 01 01 03 50 322  9.5 11.1  1.83 14.81  6.09 308 1019.7  13.5  14.8 999.0 99.0 99.00
2014 01 01 04 50 326  9.4 11.1  2.10 14.81  6.82 304 1020.0  13.5  14.8 999.0 99.0 99.00
2014 01 01 05 50 327  9.5 11.1  2.05 14.81  6.49 300 1020.1  13.3  14.8 999.0 99.0 99.00
2014 01 01 06 50 325  9.0 10.9  1.97 14.81  6.72 312 1020.4  13.4  14.7 999.0 99.0 99.00
2014 01 01 07 50 327  9.7 11.6  1.98 14.81  6.53 311 1020.1  13.3  14.7 999.0 99.0 99.00
2014 01 01 08 50 328  9.7 11.8  1.74 14.81  6.41 303 1019.6  13.3  14.7 999.0 99.0 99.00
2014 01 01 09 50 324  7.9  9.5  1.85 13.79  6.70 302 1019.7  13.2  14.7 999.0 99.0 99.00
2014 01 01 10 50 322  9.3 11.1  2.09 14.81  7.40 309 1019.3  13.2  14.7 999.0 99.0 99.00
2014 01 01 11 50 323  7.7  9.0  1.86 14.81  6.72 294 1019.0  13.1  14.6 999.0 99.0 99.00
2014 01 01 12 50 318  6.8  8.1  1.70 13.79  6.67 300 1019.0  13.0  14.6 999.0 99.0 99.00
2014 01 01 13 50 316  8.1  9.7  1.74 14.81  6.80 290 1018.9  12.6  14.6 999.0 99.0 99.00
2014 01 01 14 50 326  7.0  8.2  1.78 14.81  6.73 300 1019.2  13.1  14.7 999.0 99.0 99.00
2014 01 01 15 50 317  7.5  8.8  1.97 14.81  7.78 298 1020.0  12.3  14.7 999.0 99.0 99.00
2014 01 01 16 50 333  8.1  9.5  1.92 14.81  8.01 287 1020.3  13.1  14.7 999.0 99.0 99.00
2014 01 01 17 50 332  7.4  8.5  1.93 14.81  8.06 286 1020.9  13.5  14.8 999.0 99.0 99.00
2014 01 01 18 50 328  6.1  7.1  2.07 13.79  8.88 299 1020.4  13.6  15.0 999.0 99.0 99.00
