#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2008 04 03 01 50 104  6.0  7.0  0.73 16.67  5.53 999 1016.0  11.3  11.7 999.0 99.0 99.00
2008 04 03 02 50 100  6.9  7.9  0.95 16.67  6.26 999 1016.2  11.3  11.7 999.0 99.0 99.00
2008 04 03 03 50 102  7.3  8.6  0.90 16.67  5.60 999 1016.5  11.4  11.7 999.0 99.0 99.00
2008 04 03 04 50  90  7.0  8.0  0.87 16.67  5.01 999 1017.1  11.0  11.7 999.0 99.0 99.00
2008 04 03 05 50  75  6.6  7.7  1.18 16.67  6.28 999 1017.3  11.0  11.7 999.0 99.0 99.00
2008 04 03 06 50  75  6.7  7.9  1.25  6.67  5.86 999 1017.3  11.3  11.7 999.0 99.0 99.00
2008 04 03 07 50  89  5.8  6.9  1.35 16.67  6.28 999 1017.3  11.3  11.7 999.0 99.0 99.00
2008 04 03 08 50 102  3.8  4.5  1.26 16.67  6.03 999 1017.3  11.4  11.7 999.0 99.0 99.00
2008 04 03 09 50 111  4.4  5.5  1.18 16.67  6.28 999 1017.6  11.4  11.7 999.0 99.0 99.00
2008 04 03 10 50 218  2.4  2.9  1.29 16.67  6.93 999 1018.0  11.4  11.7 999.0 99.0 99.00
2008 04 03 11 50 245  3.2  3.9  1.39 16.67  7.27 999 1018.1  11.3  11.7 999.0 99.0 99.00
2008 04 03 12 50 321  3.7  4.3  1.34 16.67  7.66 999 1018.7  11.3  11.7 999.0 99.0 99.00
2008 04 03 13 50   4  3.1  3.6  1.17 16.67  7.46 999 1018.9  11.3  11.7 999.0 99.0 99.00
2008 04 03 14 50 331  3.4  3.9  1.24 16.67  7.84 999 1019.6  11.4  11.8 999.0 99.0 99.00
2008 04 03 15 50 303  3.0  3.6 99.00 99.00 99.00 999 1019.7  11.4  11.8 999.0 99.0 99.00
2008 04 03 16 50 274  3.3  3.9  1.31 16.67  8.44 999 1020.3  11.4  11.8 999.0 99.0 99.00
2008 04 03 17 50 286  4.7  5.8  1.35 16.67  8.48 999 1021.1  11.4  12.1 999.0 99.0 99.00
2008 04 03 18 50 299  7.7 99.0 99.00 99.00 99.00 999 9999.0  11.7 999.0 999.0 99.0 99.00
2008 04 03 19 50 299  7.7  9.0  1.37 14.29  7.29 999 1020.5  10.2  12.2 999.0 99.0 99.00
2008 04 03 20 50 297  9.5 11.4  1.53 14.29  6.66 999 1020.2  10.3  12.1 999.0 99.0 99.00
2008 04 03 21 50 298  9.5 11.3  1.66 14.29  5.83 999 1019.8  10.5  12.0 999.0 99.0 99.00
2008 04 03 22 50 282  8.9 10.6  1.59 14.29  5.97 999 1019.6  10.9  12.0 999.0 99.0 99.00
2008 04 03 23 50 302 10.1 11.6  1.79 14.29  6.34 999 1018.9  11.3  11.8 999.0 99.0 99.00
2008 04 04 00 50 311 11.4 13.0  1.61 14.29  5.48 999 1018.9  11.3  11.8 999.0 99.0 99.00
2008 04 04 01 50 312 12.0 13.4  1.66 14.29  5.49 999 1019.6  11.3  11.8 999.0 99.0 99.00
2008 04 04 02 50 322 12.3 14.5  1.77 14.29  5.60 999 1019.6  10.7  11.8 999.0 99.0 99.00
2008 04 04 03 50 312 10.3 12.2  1.65 14.29  5.48 999 1019.6  11.0  11.7 999.0 99.0 99.00
2008 04 04 04 50 306 10.4 13.2 99.00 99.00 99.00 999 1020.4  10.6  11.7 999.0 99.0 99.00
2008 04 04 05 50 310  9.6 11.0 99.00 99.00 99.00 999 1020.3  10.1  11.7 999.0 99.0 99.00
2008 04 04 06 50 310  8.3  9.6  1.74 16.67  6.30 999 1020.2   9.9  11.7 999.0 99.0 99.00
2008 04 04 07 50 308  7.9  9.0  1.62 14.29  6.40 999 1020.4   9.8  11.7 999.0 99.0 99.00
2008 04 04 08 50 304  9.1 99.0 99.00 99.00 99.00 999 9999.0  10.3 999.0 999.0 99.0 99.00
2008 04 04 09 50 316 10.6 12.5  1.58 14.29  5.79 999 1020.1  10.3  11.7 999.0 99.0 99.00
2008 04 04 10 50 329 10.1 11.8  1.73 14.29  5.77 999 1020.0  10.5  11.8 999.0 99.0 99.00
2008 04 04 11 50  22  2.3  3.6  1.45 14.29  5.82 999 1019.8  10.5  11.8 999.0 99.0 99.00
2008 04 04 12 50   3  1.3  2.8  1.48 14.29  7.09 999 1019.6  10.6  11.8 999.0 99.0 99.00
2008 04 04 13 50 328  1.8  3.3  1.50 14.29  7.66 999 1019.8  10.5  11.8 999.0 99.0 99.00
2008 04 04 14 50 308  5.1  6.9  1.39 14.29  7.75 999 1020.2   9.8  11.8 999.0 99.0 99.00
2008 04 04 15 50 299  6.9  8.0  1.18 14.29  7.00 999 1021.0  10.0  11.8 999.0 99.0 99.00
2008 04 04 16 50 316  8.3  9.5  1.32 14.29  5.82 999 1020.6   9.6  11.8 999.0 99.0 99.00
2008 04 04 17 50 315  7.0  8.0  1.38 16.67  6.05 999 1021.2   9.6  11.8 999.0 99.0 99.00
2008 04 04 18 50 313  6.8  7.7  1.54 14.29  6.44 999 1020.9  10.1  11.8 999.0 99.0 99.00
2008 04 04 19 50 315  5.7  6.8  1.50 16.67  6.42 999 1020.0  10.1  11.8 999.0 99.0 99.00
2008 04 04 20 50 308  9.5 11.4  1.48 16.67  6.13 999 1019.6  10.5  11.9 999.0 99.0 99.00
2008 04 04 21 50 308 12.3 14.5  1.69 16.67  5.35 999 1018.3  11.0  11.8 999.0 99.0 99.00
2008 04 04 22 50 308 11.6 13.3 99.00 99.00 99.00 999 1017.1  11.0  11.7 999.0 99.0 99.00
2008 04 04 23 50 299 11.9 14.1  1.79  5.26  5.28 999 1016.5  11.0  11.7 999.0 99.0 99.00
2008 04 05 00 50 315 12.7 99.0 99.00 99.00 99.00 999 9999.0  11.0 999.0 999.0 99.0 99.00
2008 04 05 01 50 315 11.7 14.3  1.93  5.88  5.09 999 1016.3  11.0  11.7 999.0 99.0 99.00
2008 04 05 02 50 313 13.0 15.2  1.96 16.67  5.48 999 1015.7  11.0  11.3 999.0 99.0 99.00
2008 04 05 03 50 308 12.5 14.5 99.00 99.00 99.00 999 1016.2  10.9  11.3 999.0 99.0 99.00
2008 04 05 04 50 307 12.1 14.1  1.89  6.67  5.71 999 1016.4  10.6  11.4 999.0 99.0 99.00
2008 04 05 05 50 316 11.9 13.8 99.00 99.00 99.00 999 1016.7  10.6  11.3 999.0 99.0 99.00
2008 04 05 06 50 311 11.6 14.2 99.00 99.00 99.00 999 1016.6  10.5  11.3 999.0 99.0 99.00
2008 04 05 07 50 311 13.3 15.9 99.00 99.00 99.00 999 1016.7  10.3  11.3 999.0 99.0 99.00
2008 04 05 08 50 320 13.0 99.0 99.00 99.00 99.00 999 9999.0  10.2 999.0 999.0 99.0 99.00
2008 04 05 09 50 316 13.3 16.0 99.00 99.00 99.00 999 1015.8  10.2  11.0 999.0 99.0 99.00
2008 04 05 10 50 319 13.7 99.0 99.00 99.00 99.00 999 9999.0  10.1 999.0 999.0 99.0 99.00
2008 04 05 11 50 314 14.6 17.7 99.00 99.00 99.00 999 1014.9   9.8  10.9 999.0 99.0 99.00
2008 04 05 12 50 325 13.6 16.8  2.50  7.69  5.95 999 1014.3   9.8  10.6 999.0 99.0 99.00
2008 04 05 13 50 321 14.2 16.9  2.41  7.69  5.91 999 1014.7   9.6  10.6 999.0 99.0 99.00
2008 04 05 14 50 329 12.3 14.5  2.20  7.69  5.68 999 1015.0   9.8  10.6 999.0 99.0 99.00
2008 04 05 15 50 319 13.9 15.8  2.14  7.69  5.73 999 1015.1  10.1  10.6 999.0 99.0 99.00
2008 04 05 16 50 316 13.1 15.9  2.28 14.29  5.86 999 1015.1  10.2  11.0 999.0 99.0 99.00
2008 04 05 17 50 308 13.3 15.8  2.23  7.69  5.93 999 1015.2  10.2  11.0 999.0 99.0 99.00
2008 04 05 18 50 307 14.1 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2008 04 05 19 50 311 14.6 99.0 99.00 99.00 99.00 999 1015.2  10.1 999.0 999.0 99.0 99.00
2008 04 05 20 50 307 14.9 99.0 99.00 99.00 99.00 999 9999.0  10.0 999.0 999.0 99.0 99.00
2008 04 05 21 50 306 15.5 18.0 99.00 99.00 99.00 999 1015.0  10.2  11.4 999.0 99.0 99.00
2008 04 05 22 50 999 15.9 18.3  2.38  6.67  5.74 999 1014.3  10.2  11.4 999.0 99.0 99.00
2008 04 05 23 50 312 14.5 17.8 99.00 99.00 99.00 999 1013.7  10.2  11.4 999.0 99.0 99.00
2008 04 06 00 50 308 16.2 19.3  2.53  7.69  5.60 999 1013.3  10.2  11.3 999.0 99.0 99.00
2008 04 06 01 50 313 15.4 18.2  2.54  6.67  5.56 999 1013.4  10.2  11.0 999.0 99.0 99.00
2008 04 06 02 50 317 14.6 18.7  2.54  7.69  5.76 999 1013.2  10.1  10.6 999.0 99.0 99.00
2008 04 06 03 50 316 12.4 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2008 04 06 04 50 321 13.9 16.4 99.00 99.00 99.00 999 1015.0  10.2  10.6 999.0 99.0 99.00
2008 04 06 05 50 323 13.1 99.0 99.00 99.00 99.00 999 1014.8   9.9  10.3 999.0 99.0 99.00
2008 04 06 06 50 319 14.3 17.2  2.41  8.33  5.98 999 1014.6   9.9  10.5 999.0 99.0 99.00
2008 04 06 07 50 318 14.2 17.0  2.49  7.69  5.94 999 1014.9   9.9  10.6 999.0 99.0 99.00
2008 04 06 08 50 320 14.4 17.2  2.27  7.69  5.49 999 1015.1   9.8  10.5 999.0 99.0 99.00
2008 04 06 09 50 323 14.2 17.1 99.00 99.00 99.00 999 1015.1   9.8  10.5 999.0 99.0 99.00
2008 04 06 10 50 331 12.8 15.8 99.00 99.00 99.00 999 1015.0   9.8  10.5 999.0 99.0 99.00
2008 04 06 11 50 327 14.0 16.9 99.00 99.00 99.00 999 1014.6   9.7  10.3 999.0 99.0 99.00
2008 04 06 12 50 327 13.4 15.7  2.33  7.69  5.65 999 1014.5   9.7  10.2 999.0 99.0 99.00
2008 04 06 13 50 322 12.6 14.5  2.05  8.33  5.60 999 1015.0   9.7  10.2 999.0 99.0 99.00
2008 04 06 14 50 329 10.1 12.5  2.04  8.33  5.62 999 1015.3   9.8  10.2 999.0 99.0 99.00
2008 04 06 15 50 316  9.8 11.9  2.03  7.14  5.83 999 1015.5   9.8  10.2 999.0 99.0 99.00
2008 04 06 16 50 318  9.0 10.8  1.87  7.69  5.81 999 1016.5  10.2  10.3 999.0 99.0 99.00
2008 04 06 17 50 321  7.5  9.2  1.88  7.69  6.31 999 1017.2  10.2  10.5 999.0 99.0 99.00
2008 04 06 18 50 324 10.0 11.8  1.64 14.29  5.83 999 1017.9  10.5  10.5 999.0 99.0 99.00
2008 04 06 19 50 320 10.8 13.6  1.76  7.69  5.52 999 1017.9  10.4  10.5 999.0 99.0 99.00
2008 04 06 20 50 315 12.2 14.8  1.82 12.50  5.43 999 1017.7  10.5  10.5 999.0 99.0 99.00
2008 04 06 21 50 312 11.6 13.4  1.81  7.14  5.37 999 1017.7  10.5  10.5 999.0 99.0 99.00
2008 04 06 22 50 321 11.4 13.6  1.80 12.50  5.16 999 1017.1  10.6  10.5 999.0 99.0 99.00
2008 04 06 23 50 325 10.5 12.1  1.81 12.50  5.25 999 1017.1  10.8  10.5 999.0 99.0 99.00
2008 04 07 00 50 316 10.8 12.3  1.75 12.50  5.19 999 1017.1  11.0  10.5 999.0 99.0 99.00
2008 04 07 01 50 313  9.7 11.7  1.75  7.14  5.23 999 1017.2  11.0  10.5 999.0 99.0 99.00
2008 04 07 02 50 308 11.1 13.1  1.82 12.50  5.34 999 1017.2  11.0  10.5 999.0 99.0 99.00
2008 04 07 03 50 317 11.7 13.7  1.78  6.67  5.22 999 1017.6  10.9  10.5 999.0 99.0 99.00
2008 04 07 04 50 312 12.3 14.8 99.00 99.00 99.00 999 1017.3  10.5  10.5 999.0 99.0 99.00
2008 04 07 05 50 316 13.4 17.2 99.00 99.00 99.00 999 1017.3  10.9  10.3 999.0 99.0 99.00
2008 04 07 06 50 312 14.6 17.1  1.64  6.67  4.92 999 1017.2  10.5  10.3 999.0 99.0 99.00
2008 04 07 07 50 316 14.5 18.6  1.89  6.25  5.14 999 1017.2  10.4  10.3 999.0 99.0 99.00
2008 04 07 08 50 317 15.0 17.7 99.00 99.00 99.00 999 1017.7  10.2  10.3 999.0 99.0 99.00
2008 04 07 09 50 315 14.6 17.0  2.21  6.67  5.40 999 1017.3  10.2  10.3 999.0 99.0 99.00
2008 04 07 10 50 313 15.0 17.8  2.55  7.14  5.67 999 1017.2  10.2  10.3 999.0 99.0 99.00
2008 04 07 11 50 321 13.2 16.7  2.61  7.14  5.69 999 1017.1   9.8  10.2 999.0 99.0 99.00
2008 04 07 12 50 318 15.2 17.7  2.59  7.69  5.80 999 1017.3   9.6  10.2 999.0 99.0 99.00
2008 04 07 13 50 325 13.1 16.4  2.46  7.14  5.61 999 1017.5   9.5  10.2 999.0 99.0 99.00
2008 04 07 14 50 325 12.8 14.6  2.24  6.67  5.54 999 1017.8   9.5  10.2 999.0 99.0 99.00
2008 04 07 15 50 325 12.7 14.5  2.34  7.69  5.76 999 1017.8   9.5  10.2 999.0 99.0 99.00
2008 04 07 16 50 319 12.6 15.0  2.15  8.33  5.74 999 1017.9   9.6  10.3 999.0 99.0 99.00
2008 04 07 17 50 321 14.0 16.7 99.00 99.00 99.00 999 1018.2   9.6  10.3 999.0 99.0 99.00
2008 04 07 18 50 318 13.9 17.0  2.17  8.33  5.58 999 1018.5   9.6  10.3 999.0 99.0 99.00
2008 04 07 19 50 307 13.7 16.1  2.25  8.33  5.79 999 1018.1   9.8  10.6 999.0 99.0 99.00
2008 04 07 20 50 311 14.7 17.2  2.36  7.69  5.89 999 1017.6   9.8  10.6 999.0 99.0 99.00
2008 04 07 21 50 308 14.9 17.7  2.35  7.69  5.66 999 1017.2  10.0  10.6 999.0 99.0 99.00
2008 04 07 22 50 308 14.0 16.8 99.00 99.00 99.00 999 1016.8  10.1  10.6 999.0 99.0 99.00
2008 04 07 23 50 311 14.1 99.0 99.00 99.00 99.00 999 9999.0  10.2 999.0 999.0 99.0 99.00
2008 04 08 00 50 315 15.0 18.0  2.67  8.33  6.07 999 1016.5  10.1  10.5 999.0 99.0 99.00
2008 04 08 01 50 313 14.9 17.9  2.93  7.69  6.10 999 1016.4   9.9  10.5 999.0 99.0 99.00
2008 04 08 02 50 312 15.1 99.0 99.00 99.00 99.00 999 9999.0   9.8 999.0 999.0 99.0 99.00
2008 04 08 03 50 314 14.7 18.5  2.58  8.33  5.97 999 1016.5   9.8  10.2 999.0 99.0 99.00
2008 04 08 04 50 313 14.9 18.3 99.00 99.00 99.00 999 1017.1   9.8  10.2 999.0 99.0 99.00
2008 04 08 05 50 312 16.2 18.9 99.00 99.00 99.00 999 1017.1   9.7  10.5 999.0 99.0 99.00
2008 04 08 06 50 314 14.9 18.3  2.83  8.33  6.31 999 1017.4   9.6  10.5 999.0 99.0 99.00
2008 04 08 07 50 309 14.7 99.0 99.00 99.00 99.00 999 1017.5   9.4 999.0 999.0 99.0 99.00
2008 04 08 08 50 318 12.3 99.0 99.00 99.00 99.00 999 1017.1   9.4 999.0 999.0 99.0 99.00
2008 04 08 09 50 320 12.5 15.4  3.08  8.33  6.64 999 1016.4   9.4   9.8 999.0 99.0 99.00
2008 04 08 10 50 319 13.0 15.2  3.13  8.33  6.70 999 1015.8   9.3   9.8 999.0 99.0 99.00
2008 04 08 11 50 318 14.2 18.0  3.45  9.09  6.98 999 1015.6   9.2  10.1 999.0 99.0 99.00
2008 04 08 12 50 317 14.4 17.2  3.15  9.09  6.49 999 1015.3   9.1   9.8 999.0 99.0 99.00
2008 04 08 13 50 319 14.9 17.5  2.98  9.09  6.39 999 1015.5   9.3   9.8 999.0 99.0 99.00
2008 04 08 14 50 319 15.5 99.0 99.00 99.00 99.00 999 9999.0   9.4 999.0 999.0 99.0 99.00
2008 04 08 15 50 317 14.4 17.0  2.89  7.69  6.31 999 1015.8   9.4  10.1 999.0 99.0 99.00
2008 04 08 16 50 318 14.2 16.5  2.81  7.69  6.28 999 1015.6   9.4  10.2 999.0 99.0 99.00
2008 04 08 17 50 313 14.5 16.5  2.77  7.69  6.22 999 1015.7   9.5  10.2 999.0 99.0 99.00
2008 04 08 18 50 311 13.8 17.6  2.64 16.67  6.27 999 1015.7   9.7  10.2 999.0 99.0 99.00
2008 04 08 19 50 314 14.1 16.9  2.76  8.33  6.49 999 1015.1   9.7  10.2 999.0 99.0 99.00
2008 04 08 20 50 307 14.5 18.1  2.71  7.69  6.28 999 1014.9   9.7  10.2 999.0 99.0 99.00
2008 04 08 21 50 306 14.0 16.7 99.00 99.00 99.00 999 1014.7   9.8  10.2 999.0 99.0 99.00
2008 04 08 22 50 308 13.5 16.2  2.76 16.67  6.21 999 1014.2   9.8  10.2 999.0 99.0 99.00
2008 04 08 23 50 308 14.3 17.2  2.51  7.69  6.20 999 1013.9   9.9  10.2 999.0 99.0 99.00
2008 04 09 00 50 316 12.0 14.8  2.85  7.14  6.39 999 1014.3  10.1  10.2 999.0 99.0 99.00
2008 04 09 01 50 312 12.8 15.3  2.65  8.33  6.36 999 1014.0   9.9  10.3 999.0 99.0 99.00
2008 04 09 02 50 316 12.1 14.6  2.60  8.33  6.18 999 1014.0   9.8  10.3 999.0 99.0 99.00
2008 04 09 03 50 312 12.4 14.9  2.69  7.69  6.41 999 1014.6   9.9  10.3 999.0 99.0 99.00
2008 04 09 04 50 314 13.0 15.4  2.56  7.69  6.28 999 1014.6  10.2  10.3 999.0 99.0 99.00
2008 04 09 05 50 315 13.9 99.0 99.00 99.00 99.00 999 1014.8  10.1  10.3 999.0 99.0 99.00
2008 04 09 06 50 316 13.1 15.9  2.82  8.33  6.66 999 1014.9   9.9  10.2 999.0 99.0 99.00
2008 04 09 07 50 320 12.8 99.0 99.00 99.00 99.00 999 9999.0   9.8 999.0 999.0 99.0 99.00
2008 04 09 08 50 320 12.6 15.6  2.86  9.09  6.88 999 1015.2   9.8  10.3 999.0 99.0 99.00
2008 04 09 09 50 320 11.7 13.8  2.80  9.09  6.82 999 1014.8   9.8  10.3 999.0 99.0 99.00
2008 04 09 10 50 327 11.6 13.8 99.00 99.00 99.00 999 1014.2   9.8  10.3 999.0 99.0 99.00
2008 04 09 11 50 329 11.6 15.3  2.41 14.29  6.27 999 1014.0   9.8  10.2 999.0 99.0 99.00
2008 04 09 12 50 322 11.3 13.5  2.29  7.69  6.26 999 1014.1   9.7  10.2 999.0 99.0 99.00
2008 04 09 13 50 321 10.5 12.3  2.15 14.29  6.58 999 1014.5   9.5  10.2 999.0 99.0 99.00
2008 04 09 14 50 315  9.9 11.4  1.95 14.29  6.17 999 1015.2   9.3  10.2 999.0 99.0 99.00
2008 04 09 15 50 314  8.8 10.6  1.80 12.50  6.09 999 1015.7   9.4  10.2 999.0 99.0 99.00
2008 04 09 16 50 316 10.7 12.8 99.00 99.00 99.00 999 1015.7   9.7  10.2 999.0 99.0 99.00
2008 04 09 17 50 310 11.2 13.1  1.69 14.29  5.53 999 1016.1   9.8  10.3 999.0 99.0 99.00
2008 04 09 18 50 309 11.6 13.4  1.65 14.29  5.67 999 1015.8  10.2  10.3 999.0 99.0 99.00
2008 04 09 19 50 309 12.0 14.1  1.62 14.29  5.34 999 1015.8  10.2  10.3 999.0 99.0 99.00
2008 04 09 20 50 304 10.5 12.9 99.00 99.00 99.00 999 1015.5  10.2  10.2 999.0 99.0 99.00
2008 04 09 21 50 303 11.2 13.5 99.00 99.00 99.00 999 1015.4  10.5  10.2 999.0 99.0 99.00
2008 04 09 22 50 302 12.6 15.1  1.73 14.29  5.29 999 1015.0  10.5  10.2 999.0 99.0 99.00
2008 04 09 23 50 306 12.3 14.4 99.00 99.00 99.00 999 1015.1  10.6  10.2 999.0 99.0 99.00
2008 04 10 00 50 308 13.0 15.4  1.88 14.29  5.25 999 1014.8  10.5  10.2 999.0 99.0 99.00
2008 04 10 01 50 313 13.3 15.8  2.01  5.26  5.29 999 1014.8  10.2  10.2 999.0 99.0 99.00
2008 04 10 02 50 313 13.9 16.6  2.02  5.56  5.26 999 1015.3  10.3   9.8 999.0 99.0 99.00
2008 04 10 03 50 316 12.9 15.6 99.00 99.00 99.00 999 1015.6  10.2   9.7 999.0 99.0 99.00
2008 04 10 04 50 316 13.1 15.6 99.00 99.00 99.00 999 1015.9  10.2   9.7 999.0 99.0 99.00
2008 04 10 05 50 319 12.8 14.7 99.00 99.00 99.00 999 1016.2  10.2   9.7 999.0 99.0 99.00
2008 04 10 06 50 314 14.0 16.9 99.00 99.00 99.00 999 1016.6  10.2   9.7 999.0 99.0 99.00
2008 04 10 07 50 317 13.8 15.9  2.25  7.14  5.66 999 1016.4   9.8   9.7 999.0 99.0 99.00
2008 04 10 08 50 322 13.3 99.0 99.00 99.00 99.00 999 9999.0   9.7 999.0 999.0 99.0 99.00
2008 04 10 09 50 322 13.1 99.0 99.00 99.00 99.00 999 9999.0   9.5 999.0 999.0 99.0 99.00
2008 04 10 10 50 318 13.0 15.5  2.50  8.33  6.24 999 1015.8   9.5   9.5 999.0 99.0 99.00
2008 04 10 11 50 320 13.4 15.5  2.48  8.33  6.34 999 1015.7   9.5   9.7 999.0 99.0 99.00
2008 04 10 12 50 316 12.4 14.0  2.50  8.33  6.36 999 1016.0   9.5   9.8 999.0 99.0 99.00
2008 04 10 13 50 313 11.6 13.3  2.59  8.33  6.46 999 1016.5   9.5   9.8 999.0 99.0 99.00
2008 04 10 14 50 318 12.0 99.0 99.00 99.00 99.00 999 9999.0   9.7 999.0 999.0 99.0 99.00
2008 04 10 15 50 313 12.0 14.5  2.43  7.69  6.10 999 1016.9   9.8   9.8 999.0 99.0 99.00
2008 04 10 16 50 316 11.9 13.6  2.31  8.33  6.03 999 1017.0   9.8   9.8 999.0 99.0 99.00
2008 04 10 17 50 327 11.7 13.7  2.49  7.69  6.13 999 1017.1   9.9   9.8 999.0 99.0 99.00
2008 04 10 18 50 320  9.9 99.0 99.00 99.00 99.00 999 1017.1  10.2   9.8 999.0 99.0 99.00
2008 04 10 19 50 314 10.8 12.8 99.00 99.00 99.00 999 1016.7  10.3   9.8 999.0 99.0 99.00
2008 04 10 20 50 312 10.2 11.9  2.29  9.09  6.06 999 1016.7  10.3   9.8 999.0 99.0 99.00
2008 04 10 21 50 304 11.2 13.4  2.37  8.33  6.18 999 1016.5  10.3   9.8 999.0 99.0 99.00
2008 04 10 22 50 310 12.2 14.5 99.00 99.00 99.00 999 1015.9  10.3   9.7 999.0 99.0 99.00
2008 04 10 23 50 307 11.0 13.8  2.48  9.09  6.56 999 1015.6  10.3   9.5 999.0 99.0 99.00
2008 04 11 00 50 316 13.6 15.6  2.54  9.09  6.30 999 1015.5  10.5   9.5 999.0 99.0 99.00
2008 04 11 01 50 314 12.7 14.7  2.59  9.09  6.45 999 1015.4  11.3   9.5 999.0 99.0 99.00
2008 04 11 02 50 318  9.6 11.3  2.35  8.33  6.01 999 1015.5  11.3   9.5 999.0 99.0 99.00
2008 04 11 03 50 305  9.2 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2008 04 11 04 50 304  8.5 10.3  2.44  9.09  6.90 999 1016.1  11.3   9.4 999.0 99.0 99.00
2008 04 11 05 50 339  9.8 12.1  2.23  9.09  6.65 999 1016.3  11.4   9.4 999.0 99.0 99.00
2008 04 11 06 50 326 11.0 12.7  2.17  9.09  6.45 999 1016.1  10.7   9.8 999.0 99.0 99.00
2008 04 11 07 50 330  7.7  9.8  2.21  9.09  6.68 999 1016.3  10.5  10.2 999.0 99.0 99.00
2008 04 11 08 50 319  7.7  9.7  2.20  9.09  6.69 999 1016.3  10.6  10.2 999.0 99.0 99.00
2008 04 11 09 50 337  7.2  8.2 99.00 99.00 99.00 999 1016.3  10.3  10.3 999.0 99.0 99.00
2008 04 11 10 50 340  5.4  6.3  1.95  9.09  6.84 999 1016.2  10.2  10.3 999.0 99.0 99.00
2008 04 11 11 50 358  1.7  2.9  1.97  9.09  7.05 999 1016.3  11.1  10.3 999.0 99.0 99.00
2008 04 11 12 50  17  3.3  3.7  1.95  8.33  7.22 999 1016.4  11.7  10.3 999.0 99.0 99.00
2008 04 11 13 50  36  1.4  2.1  1.93  9.09  7.36 999 1017.0  11.3  10.3 999.0 99.0 99.00
2008 04 11 14 50  80  3.8  4.4  2.00  9.09  7.51 999 1017.7  11.3  10.3 999.0 99.0 99.00
2008 04 11 15 50  73  2.9  3.5 99.00 99.00 99.00 999 1018.2  11.0  10.5 999.0 99.0 99.00
2008 04 11 16 50  72  2.6  3.2  1.79  9.09  7.53 999 1018.3  11.3  10.5 999.0 99.0 99.00
2008 04 11 17 50  73  1.4  2.7  1.64  9.09  7.32 999 1018.4  11.7  10.6 999.0 99.0 99.00
2008 04 11 18 50  76  1.8  2.3  1.71  9.09  7.23 999 1018.6  12.4  10.9 999.0 99.0 99.00
2008 04 11 19 50 109  3.2  3.9  1.74  8.33  7.26 999 1018.6  13.5  11.4 999.0 99.0 99.00
2008 04 11 20 50 149  1.0  1.7  1.59  9.09  7.26 999 1018.3  14.3  11.9 999.0 99.0 99.00
2008 04 11 21 50  44  0.7  1.2  1.56  9.09  7.27 999 1018.0  14.8  11.3 999.0 99.0 99.00
2008 04 11 22 50 262  3.4  4.1 99.00 99.00 99.00 999 1017.2  15.9  11.3 999.0 99.0 99.00
2008 04 11 23 50 320  3.8  4.3  1.67  9.09  7.24 999 1017.0  13.4  11.7 999.0 99.0 99.00
2008 04 12 00 50 318  3.3  3.9  1.61  9.09  7.40 999 1016.9  12.5  11.7 999.0 99.0 99.00
2008 04 12 02 50 288  1.4  2.0  1.36  9.09  7.29 999 1016.8  14.0  11.0 999.0 99.0 99.00
2008 04 12 03 50 290  2.0  2.4  1.43  8.33  7.37 999 1017.4  13.4  10.6 999.0 99.0 99.00
2008 04 12 04 50 274  0.7  1.5  1.34  8.33  7.36 999 1017.9  13.4  10.5 999.0 99.0 99.00
2008 04 12 05 50 267  1.6  1.9  1.27  9.09  7.16 999 1017.8  14.8  10.3 999.0 99.0 99.00
2008 04 12 06 50 243  2.6  2.9  1.38  9.09  7.48 999 1017.7  14.1  10.3 999.0 99.0 99.00
2008 04 12 07 50 273  3.6  3.9  1.35  9.09  7.47 999 1017.2  15.7  10.3 999.0 99.0 99.00
2008 04 12 08 50 301  4.3  5.0  1.23 10.00  7.60 999 1017.1  14.7  10.6 999.0 99.0 99.00
2008 04 12 09 50 273  3.7  5.7  1.21 10.00  7.46 999 1016.6  15.8  10.6 999.0 99.0 99.00
2008 04 12 10 50 290  4.0  5.0  1.28  9.09  7.63 999 1016.5  12.9  10.9 999.0 99.0 99.00
2008 04 12 11 50 286  0.9  2.3  1.33  9.09  7.87 999 1016.4  12.6  10.6 999.0 99.0 99.00
2008 04 12 12 50 293  2.2  2.7  1.28  8.33  7.45 999 1016.5  12.6  10.6 999.0 99.0 99.00
2008 04 12 13 50 319  1.3  1.7  1.28  8.33  7.39 999 1017.1  12.9  10.6 999.0 99.0 99.00
2008 04 12 14 50  74  1.1  1.6  1.33  8.33  7.28 999 1017.8  13.3  10.5 999.0 99.0 99.00
2008 04 12 15 50  73  2.0 99.0 99.00 99.00 99.00 999 9999.0  13.3 999.0 999.0 99.0 99.00
2008 04 12 16 50  72  3.7  4.2  1.16  8.33  7.10 999 1018.2  14.4  10.6 999.0 99.0 99.00
