DeployID,FieldID,Deployed,Recovered,Max of GPS_TagRecov,Max of TDR_TagRecov,ValidTDRFiles
96,HAW2013WTSH043A,2013-10-08 06:03,2013-10-09 07:10,1,6,
97,HAW2013WTSH028A,2013-10-08 06:15,2013-10-09 08:03,1,6,
98,HAW2013WTSH010A,2013-10-08 06:28,2013-10-10 05:10,1,6,
99,HAW2013WTSH019A,2013-10-08 06:40,2013-10-08 06:40,0,6,
100,HAW2013WTSH047A,2013-10-08 07:15,2013-10-09 05:12,1,6,
101,HAW2013WTSH021A,2013-10-08 07:46,2013-10-08 07:46,0,6,
102,HAW2013WTSH049A,2013-10-08 08:52,2013-10-08 08:52,0,6,
103,HAW2013WTSH053A,2013-10-08 09:12,2013-10-08 09:12,0,6,
104,HOO2013WTSH015A,2013-09-11 05:53,2013-09-16 09:00,1,6,
105,HOO2013WTSH038A,2013-09-11 06:03,2013-09-16 07:37,2,6,
106,HOO2013WTSH012A,2013-09-11 06:40,2013-09-11 06:40,0,6,
107,HOO2013WTSH040A,2013-09-11 07:24,2013-09-12 08:23,1,6,
108,HOO2013WTSH029A,2013-09-11 06:29,2013-09-16 05:57,1,6,
109,HOO2013WTSH005A,2013-09-11 06:12,2013-09-11 06:12,0,6,
110,HOO2013WTSH035A,2013-09-11 06:20,2013-09-12 07:08,1,6,
111,HOO2013WTSH024A,2013-09-11 07:32,2013-09-12 07:44,1,6,
112,HOO2013WTSH006A,2013-09-11 07:15,2013-09-12 05:59,1,6,
113,HOO2013WTSH036A,2013-09-11 07:52,2013-09-17 05:44,2,6,
114,HOO2013WTSH018A,2013-09-11 08:25,2013-09-17 07:37,3,6,
115,HOO2013WTSH023A,2013-09-11 08:49,2013-09-16 09:40,1,6,
116,HOO2013WTSH020A,2013-09-11 07:09,2013-09-12 05:48,1,6,
117,HOO2013WTSH009A,2013-09-11 07:08,2013-09-13 06:16,1,6,
118,HOO2013WTSH004A,2013-09-11 08:33,2013-09-11 08:33,0,6,
119,HOO2013WTSH013A,2013-09-11 06:58,2013-09-16 06:16,2,6,
120,HOO2013WTSH017A,2013-09-11 07:42,2013-09-12 06:33,1,6,
121,HOO2013WTSH008A,2013-09-11 08:02,2013-09-12 06:08,1,6,
122,HOO2013WTSH022A,2013-09-11 08:18,2013-09-12 06:41,1,6,
123,HOO2013WTSH031A,2013-09-11 08:41,2013-09-12 06:49,1,6,
124,BLP2013WTSH056A,2013-08-20 06:02,2013-08-20 06:02,0,6,
125,BLP2013WTSH031A,2013-08-20 06:46,2013-08-20 06:46,0,6,
126,BLP2013WTSH103A,2013-08-20 07:17,2013-08-22 10:19,1,6,
127,BLP2013WTSH049A,2013-08-20 07:28,2013-08-20 07:28,0,6,
128,BLP2013WTSH036A,2013-08-20 07:41,2013-08-20 07:41,0,6,
129,BLP2013WTSH099A,2013-08-20 07:54,2013-08-22 07:20,1,6,
130,BLP2013WTSH030A,2013-08-20 08:24,2013-08-20 08:24,0,6,
131,BLP2013WTSH078A,2013-08-20 08:48,2013-08-22 09:33,1,6,
132,BLP2013WTSH001A,2013-08-20 09:08,2013-08-20 09:08,0,6,
133,BLP2013WTSH003A,2013-08-20 09:32,2013-08-22 08:13,1,6,
134,KAE2013WTSH018A,2013-08-16 09:30,2013-08-19 07:43,1,6,
135,KAE2013WTSH008A,2013-09-30 06:00,2013-10-03 05:54,1,6,
136,KAE2013WTSH012A,2013-09-30 06:14,2013-09-30 06:14,0,6,
137,KAE2013WTSH003A,2013-09-09 05:27,2013-09-10 06:01,1,6,
138,KAE2013WTSH004A,2013-09-09 05:33,2013-09-10 05:50,1,6,
139,KAE2013WTSH005A,2013-09-09 05:39,2013-09-10 06:28,1,6,
140,KAE2013WTSH006A,2013-09-09 05:45,2013-09-10 06:05,1,6,
141,KAE2013WTSH007A,2013-09-09 05:51,2013-09-10 07:21,1,6,
142,KAE2013WTSH008A,2013-09-09 05:57,2013-09-11 07:52,1,6,
143,KAE2013WTSH009A,2013-09-09 06:03,2013-09-10 08:00,1,6,
144,KAE2013WTSH010A,2013-09-09 06:09,2013-09-10 06:49,1,6,
145,KAE2013WTSH011A,2013-09-09 06:15,2013-09-11 06:02,1,6,
146,KAE2013WTSH012A,2013-09-09 06:30,2013-09-10 06:17,1,6,
147,KAE2013WTSH013A,2013-09-09 06:55,2013-09-12 06:55,1,6,
148,KAE2013WTSH015A,2013-09-09 06:29,2013-09-10 06:36,1,6,
149,KAE2013WTSH014A,2013-09-09 06:34,2013-09-11 06:24,1,6,
150,KAE2013WTSH016A,2013-09-09 06:40,2013-09-09 06:40,0,6,
151,KAE2013WTSH017A,2013-09-09 06:45,2013-09-09 06:45,0,6,
152,KAE2013WTSH018A,2013-09-09 06:50,2013-10-01 07:30,2,6,
153,KAE2013WTSH019A,2013-09-09 06:59,2013-09-09 06:59,0,6,
154,KAE2013WTSH020A,2013-09-09 07:10,2013-09-10 08:00,1,6,
155,KAE2013WTSH001A,2013-09-30 05:00,2013-10-02 10:00,2,6,
156,KAE2013WTSH002A,2013-09-30 05:22,2013-10-01 06:25,1,6,
157,KAE2013WTSH003A,2013-09-30 05:28,2013-10-03 10:00,2,6,
158,KAE2013WTSH004A,2013-09-30 05:34,2013-10-01 05:57,1,6,
159,KAE2013WTSH005A,2013-09-30 05:46,2013-10-01 06:17,1,6,
160,KAE2013WTSH006A,2013-09-30 05:53,2013-10-02 05:03,1,6,
161,KAE2013WTSH007A,2013-09-30 05:59,2013-09-30 05:59,0,6,
162,KAE2013WTSH009A,2013-09-30 06:02,2013-10-03 05:54,1,6,
163,KAE2013WTSH010A,2013-09-30 06:05,2013-10-01 05:37,1,6,
164,KAE2013WTSH011A,2013-09-30 06:07,2013-09-30 06:07,0,6,
165,KAE2013WTSH013A,2013-09-30 06:18,2013-10-01 05:59,1,6,
166,KAE2013WTSH014A,2013-09-30 06:27,2013-09-30 06:27,0,6,
167,KAE2013WTSH015A,2013-09-30 06:36,2013-10-02 05:44,1,6,
168,KAE2013WTSH016A,2013-09-30 06:40,2013-10-01 05:29,1,6,
169,KAE2013WTSH017A,2013-09-30 06:44,2013-10-03 07:40,1,6,
170,KAE2013WTSH018A,2013-09-30 06:48,2013-10-01 05:26,1,6,
171,KAE2013WTSH019A,2013-09-30 06:53,2013-09-30 06:53,0,6,
172,KAE2013WTSH020A,2013-09-30 06:57,2013-10-03 10:00,2,6,
173,KAE2013WTSH001A,2013-08-16 05:50,2013-08-16 05:50,0,6,
174,KAE2013WTSH002A,2013-08-16 06:01,2013-08-20 06:16,1,6,
175,KAE2013WTSH003A,2013-08-16 06:10,2013-08-19 07:16,1,6,
176,KAE2013WTSH004A,2013-08-16 06:20,2013-08-16 06:20,0,6,
177,KAE2013WTSH005A,2013-08-16 06:30,2013-08-19 06:46,1,6,
178,KAE2013WTSH006A,2013-08-16 06:40,2013-08-16 06:40,0,6,
179,KAE2013WTSH007A,2013-08-16 06:50,2013-08-20 08:37,1,6,
180,KAE2013WTSH008A,2013-08-16 07:00,2013-08-16 07:00,0,6,
181,KAE2013WTSH009A,2013-08-16 07:10,2013-08-19 06:26,1,6,
182,KAE2013WTSH010A,2013-08-16 07:20,2013-08-28 07:00,2,6,
183,KAE2013WTSH011A,2013-08-16 07:30,2013-08-16 07:30,0,6,
184,KAE2013WTSH012A,2013-08-16 07:40,2013-08-16 07:40,0,6,
185,KAE2013WTSH013A,2013-08-16 07:50,2013-08-19 05:58,1,6,
186,KAE2013WTSH014A,2013-08-16 07:55,2013-08-19 07:33,1,6,
187,KAE2013WTSH015A,2013-08-16 09:00,2013-08-19 07:30,2,6,
188,KAE2013WTSH016A,2013-08-16 09:10,2013-08-16 09:10,0,6,
189,KAE2013WTSH017A,2013-08-16 09:20,2013-08-16 09:20,0,6,
190,KAE2013WTSH019A,2013-08-16 09:40,2013-08-16 09:40,0,6,
191,KAE2013WTSH020A,2013-08-16 09:59,2013-08-16 09:59,0,6,
192,KAE2013WTSH001A,2013-09-09 05:15,2013-09-10 07:52,1,6,
193,KAE2013WTSH002A,2013-09-09 05:21,2013-09-10 07:06,1,6,
194,MOK2013WTSH043A,2013-08-13 06:03,2013-08-13 06:03,0,6,
195,MOK2013WTSH006A,2013-08-13 06:19,2013-08-13 06:19,0,6,
196,MOK2013WTSH045A,2013-08-13 06:30,2013-08-15 10:20,1,6,
197,MOK2013WTSH008A,2013-08-13 06:43,2013-08-13 06:43,0,6,
198,MOK2013WTSH030A,2013-08-13 07:00,2013-08-13 07:00,0,6,
