DeployID,FieldID,Deployed,Recovered,Max of GPS_TagRecov,Max of TDR_TagRecov,ValidTDRFiles
398,LEH2014BRBO010A,2014-06-15 01:43,2014-06-17 03:00,1,1,LEH2014BRBO010_A10343_061614
399,LEH2014RFBO011A,2014-06-14 07:36,2014-06-16 17:21,1,1,LEH2014RFBO011_A10362_061614
401,LEH2014RFBO013A,2014-06-14 08:20,2014-06-16 17:46,1,1,LEH2014RFBO013_A10323_061614
402,LEH2014BRBO011A,2014-06-15 01:48,2014-06-17 03:12,1,1,LEH2014BRBO011_A10365_061614
403,LEH2014BRBO013A,2014-06-15 02:24,2014-06-15 02:24,0,0,
404,LEH2014BRBO019A,2014-06-15 03:50,2014-06-17 04:25,1,1,LEH2014BRBO019_A10358_061614
405,LEH2014BRBO017A,2014-06-15 03:16,2014-06-17 04:03,1,1,LEH2014BRBO017_A10366_061614
406,LEH2014BRBO015A,2014-06-15 02:49,2014-06-17 04:49,1,1,LEH2014BRBO015_A10360_061614
407,LEH2014BRBO025A,2014-07-16 20:03,2014-07-18 19:37,1,6,
408,LEH2014BRBO024A,2014-07-16 05:36,2014-07-19 03:48,1,1,LEH2014BRBO024A_A10349_071814
409,LEH2014BRBO023A,2014-07-16 04:39,2014-07-18 04:50,1,1,LEH2014BRBO023A_A10365_071714
410,LEH2014BRBO022A,2014-07-16 04:00,2014-07-18 05:11,1,1,LEH2014BRBO022A_A10312_071714
411,LEH2014BRBO021A,2014-07-16 03:05,2014-07-18 01:52,1,1,LEH2014BRBO021A_A10358_071714
412,LEH2014BRBO026A,2014-07-16 03:22,2014-07-18 03:25,1,1,LEH2014BRBO026A_A10369_071714
413,LEH2014BRBO027A,2014-07-16 03:55,2014-07-16 03:55,0,0,
414,LEH2014BRBO028A,2014-07-16 04:31,2014-07-18 02:20,1,4,
415,LEH2014BRBO029A,2014-07-16 05:38,2014-07-18 01:38,1,1,LEH2014BRBO029A_A10341_071714
416,QBA2014WTSH001A,2014-09-15 05:49,2014-09-15 05:49,0,6,
417,QBA2014WTSH002A,2014-09-15 06:06,2014-09-15 06:06,0,6,
418,QBA2014WTSH003A,2014-09-15 06:15,2014-09-15 06:15,0,6,
419,QBA2014WTSH004A,2014-09-15 06:36,2014-09-15 06:36,0,6,
420,QBA2014WTSH005A,2014-09-15 06:48,2014-09-15 06:48,0,6,
421,QBA2014WTSH006A,2014-09-15 07:07,2014-09-15 07:07,0,6,
422,QBA2014WTSH007A,2014-09-15 07:23,2014-09-22 09:20,1,6,
423,QBA2014WTSH008A,2014-09-15 07:33,2014-09-21 09:21,1,6,
424,QBA2014WTSH009A,2014-09-15 08:45,2014-09-28 15:32,1,6,
425,QBA2014WTSH010A,2014-09-15 09:08,2014-09-27 10:51,2,6,
426,QBA2014WTSH011A,2014-09-15 09:23,2014-09-15 09:23,0,6,
427,QBA2014WTSH012A,2014-09-15 09:32,2014-09-26 11:09,1,6,
428,QBA2014WTSH013A,2014-09-15 09:49,2014-09-15 09:49,0,6,
429,QBA2014WTSH014A,2014-09-15 10:09,2014-09-24 12:05,1,6,
430,QBA2014WTSH015A,2014-09-15 10:25,2014-09-24 07:01,1,6,
431,QBA2014WTSH016A,2014-09-15 10:41,2014-09-15 10:41,0,6,
432,QBA2014WTSH017A,2014-09-15 10:55,2014-09-26 09:45,2,6,
433,QBA2014WTSH018A,2014-09-15 11:10,2014-09-28 15:45,1,6,
434,QBA2014WTSH019A,2014-09-15 11:21,2014-09-22 09:08,1,6,
435,QBA2014WTSH020A,2014-09-15 11:32,2014-09-27 09:00,2,6,
436,HAW2014WTSH011A,2014-10-09 08:39,2014-10-14 11:38,4,6,
437,HAW2014WTSH021A,2014-10-09 09:16,2014-10-14 10:35,6,1,HAW_WTSH_021_24403_A10369_101414
438,HAW2014WTSH047A,2014-10-09 07:06,2014-10-09 07:06,0,6,
439,HAW2014WTSH013A,2014-10-09 08:24,2014-10-09 08:24,0,6,
440,HAW2014WTSH028A,2014-10-09 05:35,2014-10-14 09:05,1,6,
441,HAW2014WTSH041A,2014-10-09 06:05,2014-10-15 05:31,1,6,
442,HAW2014WTSH014A,2014-10-09 06:42,2014-10-09 06:42,0,6,
443,HAW2014WTSH052A,2014-10-09 05:22,2014-10-09 05:22,0,6,
444,HAW2014WTSH024A,2014-10-09 09:05,2014-10-14 11:33,6,1,HAW_WTSH_024_05790_A10341_101414
445,HAW2014WTSH050A,2014-10-09 06:05,2014-10-14 06:26,1,6,
446,HAW2014WTSH051A,2014-10-09 06:14,2014-10-09 06:14,0,6,
447,HAW2014WTSH032A,2014-10-09 06:22,2014-10-09 06:22,0,6,
448,HAW2014WTSH026A,2014-10-09 06:49,2014-10-15 06:35,1,6,
449,HAW2014WTSH025A,2014-10-09 06:59,2014-10-16 10:33,1,6,
450,HAW2014WTSH031A,2014-10-09 07:14,2014-10-14 08:32,4,6,
451,HAW2014WTSH003A,2014-10-09 07:38,2014-10-14 11:10,1,6,
452,HAW2014WTSH027A,2014-10-09 08:01,2014-10-15 11:05,4,6,
453,HAW2014WTSH055A,2014-10-09 08:10,2014-10-09 08:10,0,6,
454,HAW2014WTSH012A,2014-10-09 08:17,2014-10-09 08:17,0,6,
455,HAW2014WTSH010A,2014-10-09 08:32,2014-10-09 08:32,0,6,
456,HAW2014WTSH043A,2014-10-09 08:48,2014-10-15 10:03,1,6,
457,HAW2014WTSH023A,2014-10-09 08:56,2014-10-09 08:56,0,6,
458,HAW2014WTSH044A,2014-10-09 09:01,2014-10-17 06:04,6,3,
459,HAW2014WTSH007A,2014-10-09 09:10,2014-10-15 09:07,6,1,HAW_WTSH_007_02182_A10346_101414
460,HAW2014WTSH045A,2014-10-09 09:14,2014-10-17 08:03,6,1,HAW_WTSH_045_02183_A10349_101614
461,HAW2014WTSH015A,2014-10-09 09:19,2014-10-14 09:34,6,3,
462,HAW2014WTSH040A,2014-10-09 09:22,2014-10-15 06:00,6,1,HAW_WTSH_040_02185_A10358_101414
463,HAW2014WTSH049A,2014-10-09 09:25,2014-10-09 09:25,6,6,
464,HOO2014WTSH050A,2014-09-11 08:26,2014-09-24 07:06,1,6,
465,HOO2014WTSH047A,2014-09-11 08:11,2014-09-11 08:11,0,6,
466,HOO2014WTSH048A,2014-09-11 06:22,2014-09-11 06:22,0,6,
467,HOO2014WTSH042A,2014-09-11 06:52,2014-09-25 06:01,2,6,
468,HOO2014WTSH039A,2014-09-11 08:18,2014-09-11 08:18,0,6,
469,HOO2014WTSH014A,2014-09-11 07:46,2014-09-24 05:28,4,6,
470,HOO2014WTSH027A,2014-09-11 07:29,2014-09-21 09:57,4,6,
471,HOO2014WTSH018A,2014-09-11 09:14,2014-09-11 09:14,6,0,
472,HOO2014WTSH025A,2014-09-11 08:37,2014-09-24 06:40,6,5,
473,HOO2014WTSH024A,2014-09-11 06:11,2014-09-11 06:11,0,6,
474,HOO2014WTSH056A,2014-09-11 08:50,2014-09-11 08:50,6,0,
475,HOO2014WTSH003A,2014-09-11 07:18,2014-09-18 09:49,2,6,
476,HOO2014WTSH038A,2014-09-11 06:59,2014-09-21 08:20,2,6,
477,HOO2014WTSH036A,2014-09-11 07:38,2014-09-11 07:38,0,6,
478,HOO2014WTSH040A,2014-09-11 08:46,2014-09-21 05:17,6,1,HOO_WTSH_040_24650_A10319_092014
479,HOO2014WTSH030A,2014-09-11 09:06,2014-09-23 07:17,6,5,
480,HOO2014WTSH013A,2014-09-11 06:31,2014-09-11 06:31,0,6,
481,HOO2014WTSH011A,2014-09-11 05:42,2014-09-11 05:42,0,6,
482,HOO2014WTSH021A,2014-09-11 07:08,2014-09-11 07:08,0,6,
483,HOO2014WTSH029A,2014-09-11 08:32,2014-09-20 09:50,6,1,HOO_WTSH_029_28077_A10369_091914
484,HOO2014WTSH016A,2014-09-11 09:11,2014-09-17 10:07,6,1,HOO_WTSH_016_28103_A10349_091714
485,HOO2014WTSH010A,2014-09-11 05:33,2014-09-19 08:16,2,6,
486,HOO2014WTSH004A,2014-09-11 05:23,2014-09-11 05:23,0,6,
487,HOO2014WTSH026A,2014-09-11 06:01,2014-09-11 06:01,0,6,
488,HOO2014WTSH009A,2014-09-11 06:41,2014-09-11 06:41,0,6,
489,HOO2014WTSH049A,2014-09-11 07:55,2014-09-19 06:21,2,6,
490,HOO2014WTSH053A,2014-09-11 08:03,2014-09-11 08:03,0,6,
491,HOO2014WTSH012A,2014-09-11 08:41,2014-09-11 08:41,6,0,
492,HOO2014WTSH034A,2014-09-11 08:54,2014-09-11 08:54,6,0,
493,HOO2014WTSH019A,2014-09-11 09:03,2014-09-24 06:52,6,1,HOO_WTSH_019_02167_A10365_092314
494,KAM2014WTSH057A,2014-08-20 07:26,2014-08-27 09:28,5,6,
495,KAM2014WTSH075A,2014-08-20 08:49,2014-08-20 08:49,0,6,
496,KAM2014WTSH018A,2014-08-20 08:00,2014-08-25 10:11,1,6,
497,KAM2014WTSH081A,2014-08-20 09:06,2014-08-27 08:45,2,6,
498,KAM2014WTSH035A,2014-08-20 08:43,2014-08-25 05:49,1,6,
499,KAM2014WTSH076A,2014-08-20 07:34,2014-08-28 06:38,1,6,
500,KAM2014WTSH070A,2014-08-20 07:17,2014-08-25 10:29,1,6,
501,KAM2014WTSH056A,2014-08-20 08:34,2014-08-20 08:34,0,6,
502,KAM2014WTSH069A,2014-08-20 06:05,2014-08-20 06:05,0,6,
503,KAM2014WTSH017A,2014-08-20 05:50,2014-08-20 05:50,0,6,
504,KAM2014WTSH062A,2014-08-20 06:26,2014-08-28 07:35,1,6,
505,KAM2014WTSH080A,2014-08-20 06:36,2014-08-27 07:30,2,6,
506,KAM2014WTSH053A,2014-08-20 06:47,2014-08-20 06:47,0,6,
507,KAM2014WTSH063A,2014-08-20 06:57,2014-08-20 06:57,0,6,
508,KAM2014WTSH055A,2014-08-20 07:09,2014-08-20 07:09,0,6,
509,KAM2014WTSH060A,2014-08-20 07:44,2014-08-25 07:24,1,6,
510,KAM2014WTSH059A,2014-08-20 07:52,2014-08-20 07:52,0,6,
511,KAM2014WTSH078A,2014-08-20 08:13,2014-08-25 07:28,1,6,
512,KAM2014WTSH064A,2014-08-20 08:24,2014-08-26 06:14,1,6,
513,KAM2014WTSH026A,2014-08-20 09:00,2014-08-20 09:00,0,6,
514,HAL2014RTTR007A,2014-04-22 07:22,2014-04-22 07:22,0,0,
515,HAL2014RTTR022A,2014-04-22 07:54,2014-04-22 07:54,0,0,
516,HAL2014RTTR016A,2014-04-22 07:38,2014-04-26 10:00,2,2,
517,HAL2014RTTR021A,2014-04-22 08:00,2014-04-22 08:00,0,0,
518,HAL2014RTTR035A,2014-04-22 08:33,2014-04-24 01:00,2,2,
519,HAL2014RTTR051A,2014-04-22 09:03,2014-04-26 10:00,2,6,
520,HAL2014RTTR039A,2014-04-22 09:15,2014-04-22 09:15,0,6,
521,HAL2014RTTR039A,2014-04-25 10:00,2014-04-25 10:00,2,6,
522,HAL2014RTTR036A,2014-04-22 09:20,2014-04-26 10:00,2,6,
523,HAL2014RTTR000A,2014-04-22 09:35,2014-04-22 09:35,0,6,
524,KAE2014WTSH126A,2014-09-14 08:25,2014-09-28 07:00,6,1,Kae_WTSH_126_05757_TDR_A10330_092714
525,KAE2014WTSH002A,2014-08-16 06:10,2014-08-20 08:00,1,6,
526,KAE2014WTSH005A,2014-08-16 06:56,2014-09-28 06:46,2,6,
527,KAE2014WTSH019A,2014-08-16 08:41,2014-08-20 07:25,1,6,
528,KAE2014WTSH013A,2014-08-16 07:57,2014-08-16 07:57,0,6,
529,KAE2014WTSH014A,2014-08-16 08:06,2014-08-20 06:36,1,6,
530,KAE2014WTSH015A,2014-08-16 08:10,2014-08-16 08:10,0,6,
531,KAE2014WTSH016A,2014-08-16 08:20,2014-09-28 08:10,2,6,
532,KAE2014WTSH017A,2014-08-16 08:30,2014-08-20 06:45,1,6,
533,KAE2014WTSH018A,2014-08-16 08:33,2014-08-20 07:04,1,6,
534,KAE2014WTSH020A,2014-08-16 08:55,2014-08-20 07:00,1,6,
535,KAE2014WTSH101A,2014-09-14 05:35,2014-09-14 05:35,0,6,
536,KAE2014WTSH102A,2014-09-14 05:45,2014-09-14 05:45,0,6,
537,KAE2014WTSH104A,2014-09-14 05:54,2014-09-14 05:54,0,6,
538,KAE2014WTSH106A,2014-09-14 06:04,2014-09-14 06:04,0,6,
539,KAE2014WTSH108A,2014-09-14 06:10,2014-09-18 05:53,5,6,
540,KAE2014WTSH103A,2014-09-14 06:14,2014-09-14 06:14,0,6,
541,KAE2014WTSH105A,2014-09-14 06:18,2014-09-14 06:18,0,6,
542,KAE2014WTSH109A,2014-09-14 06:23,2014-09-14 06:23,0,6,
543,KAE2014WTSH110A,2014-09-14 06:25,2014-09-14 06:25,0,6,
544,KAE2014WTSH111A,2014-09-14 06:28,2014-09-14 06:28,0,6,
545,KAE2014WTSH113A,2014-09-14 06:32,2014-09-14 06:32,0,6,
546,KAE2014WTSH115A,2014-09-14 06:44,2014-09-28 05:13,1,6,
547,KAE2014WTSH112A,2014-09-14 06:40,2014-09-14 06:40,0,6,
548,KAE2014WTSH114A,2014-09-14 06:48,2014-09-14 06:48,0,6,
549,KAE2014WTSH116A,2014-09-14 06:52,2014-09-14 06:52,0,6,
550,KAE2014WTSH117A,2014-09-14 07:05,2014-09-28 05:32,1,6,
551,KAE2014WTSH107A,2014-09-14 07:15,2014-09-14 07:15,0,6,
552,KAE2014WTSH120A,2014-09-14 07:09,2014-09-28 06:09,5,6,
553,KAE2014WTSH119A,2014-09-14 07:28,2014-09-14 07:28,0,6,
554,KAE2014WTSH118A,2014-09-14 07:32,2014-09-28 05:36,2,6,
555,KAE2014WTSH122A,2014-09-14 07:41,2014-09-14 07:41,6,0,
556,KAE2014WTSH123A,2014-09-14 07:44,2014-09-14 07:44,6,0,
557,KAE2014WTSH121A,2014-09-14 07:54,2014-09-14 07:54,6,0,
558,KAE2014WTSH125A,2014-09-14 07:59,2014-09-14 07:59,6,0,
559,KAE2014WTSH124A,2014-09-14 08:04,2014-09-14 08:04,6,0,
560,KAE2014WTSH001A,2014-08-16 05:58,2014-08-21 06:51,1,6,
561,KAE2014WTSH004A,2014-08-16 06:42,2014-08-16 06:42,0,6,
562,KAE2014WTSH003A,2014-08-16 06:08,2014-08-16 06:08,0,6,
563,KAE2014WTSH006A,2014-08-16 06:57,2014-08-20 06:41,1,6,
564,KAE2014WTSH004B,2014-08-16 07:06,2014-08-20 07:21,1,6,
565,KAE2014WTSH008A,2014-08-16 07:18,2014-08-16 07:18,0,6,
566,KAE2014WTSH009A,2014-08-16 07:21,2014-08-21 06:01,1,6,
567,KAE2014WTSH010A,2014-08-16 07:27,2014-08-16 07:27,0,6,
568,KAE2014WTSH011A,2014-08-16 07:33,2014-08-21 07:02,1,6,
569,KAE2014WTSH012A,2014-08-16 07:44,2014-08-22 07:25,1,6,
570,MCB2014WTSH012A,2014-08-16 07:10,2014-08-26 12:50,1,6,
571,MCB2014WTSH014A,2014-08-16 07:20,2014-08-16 07:20,0,6,
572,MCB2014WTSH011A,2014-08-16 07:25,2014-08-16 07:25,0,6,
573,MCB2014WTSH019A,2014-08-16 07:30,2014-08-24 07:00,5,6,
574,MCB2014WTSH015A,2014-08-16 07:40,2014-08-16 07:40,0,6,
575,MCB2014WTSH004A,2014-08-16 07:40,2014-08-21 10:05,1,6,
576,MCB2014WTSH009A,2014-08-16 07:55,2014-08-26 06:07,2,6,
577,MCB2014WTSH002A,2014-08-16 08:10,2014-08-24 09:20,1,6,
578,MCB2014WTSH013A,2014-08-16 08:15,2014-08-16 08:15,0,6,
579,MCB2014WTSH017A,2014-08-16 08:35,2014-08-16 08:35,0,6,
580,MCB2014WTSH006A,2014-08-16 08:20,2014-08-16 08:20,0,6,
581,MCB2014WTSH016A,2014-08-16 08:50,2014-08-20 09:47,5,6,
582,MCB2014WTSH020A,2014-08-16 09:00,2014-08-21 10:15,1,6,
583,MCB2014WTSH003A,2014-08-16 09:10,2014-08-23 09:00,1,6,
584,MCB2014WTSH010A,2014-08-16 09:10,2014-08-16 09:10,0,6,
585,MCB2014WTSH001A,2014-08-16 09:20,2014-08-16 09:20,0,6,
586,MCB2014WTSH018A,2014-08-16 09:30,2014-08-26 10:55,5,6,
587,MCB2014WTSH008A,2014-08-16 09:40,2014-08-24 12:05,2,6,
588,MCB2014WTSH007A,2014-08-16 09:45,2014-08-16 09:45,0,6,
589,MCB2014WTSH005A,2014-08-16 09:50,2014-08-25 11:55,5,6,
590,MCB2014WTSH048A,2014-09-13 05:59,2014-09-13 05:59,0,6,
591,MCB2014WTSH042A,2014-09-13 06:16,2014-09-22 06:05,1,6,
592,MCB2014WTSH044A,2014-09-13 06:19,2014-09-13 06:19,0,6,
593,MCB2014WTSH046A,2014-09-13 06:50,2014-09-21 05:46,1,6,
594,MCB2014WTSH049A,2014-09-13 06:43,2014-09-16 09:41,1,6,
595,MCB2014WTSH050A,2014-09-13 07:07,2014-09-13 07:07,0,6,
596,MCB2014WTSH053A,2014-09-13 07:45,2014-09-17 11:40,1,6,
597,MCB2014WTSH051A,2014-09-13 07:58,2014-09-18 07:20,1,6,
598,MCB2014WTSH052A,2014-09-13 08:10,2014-09-13 08:10,0,6,
599,MCB2014WTSH043A,2014-09-13 08:24,2014-09-13 08:24,0,6,
600,MCB2014WTSH047A,2014-09-13 08:26,2014-09-13 08:26,0,6,
601,MCB2014WTSH045A,2014-09-13 08:40,2014-09-13 08:40,0,6,
602,MCB2014WTSH041A,2014-09-13 08:45,2014-09-16 10:50,1,6,
603,MCB2014WTSH054A,2014-09-13 09:07,2014-09-13 09:07,0,6,
604,MCB2014WTSH057A,2014-09-13 09:30,2014-09-13 09:30,0,6,
605,MCB2014WTSH058A,2014-09-13 09:40,2014-09-13 09:40,0,6,
606,MCB2014WTSH059A,2014-09-13 09:45,2014-09-13 09:45,0,6,
607,MCB2014WTSH055A,2014-09-13 09:50,2014-09-13 09:50,0,6,
608,MCB2014WTSH056A,2014-09-13 10:20,2014-09-13 10:20,0,6,
609,MCB2014WTSH060A,2014-09-13 11:26,2014-09-13 11:26,0,6,
610,MCB2014WTSH061A,2014-09-13 12:11,2014-09-13 12:11,0,6,
611,MCB2014WTSH062A,2014-09-13 12:56,2014-09-13 12:56,0,6,
612,MCB2014RFBO031A,2014-06-02 04:30,2014-06-06 06:03,5,1,RFBO_MCB_636_07102_A10329_060114
613,MCB2014RFBO021A,2014-06-02 04:45,2014-06-02 04:45,0,0,
614,MCB2014RFBO034A,2014-06-02 04:48,2014-06-06 06:25,3,1,RFBO_MCB_742_07104_A10331_060114
615,MCB2014RFBO013A,2014-06-02 04:55,2014-06-05 05:23,1,1,RFBO_MCB_23_07105_A10332_060114
616,MCB2014RFBO011A,2014-06-02 04:55,2014-06-06 06:10,1,1,RFBO_MCB_15_07106_A10333_060114
617,MCB2014RFBO023A,2014-06-02 05:05,2014-06-07 06:52,1,1,RFBO_MCB_240_07107_A10330_060114
618,MCB2014RFBO017A,2014-06-02 05:05,2014-06-05 06:52,1,1,RFBO_MCB_110_07108_A10334_060114
619,MCB2014RFBO035A,2014-06-02 05:15,2014-06-06 04:44,1,1,RFBO_MCB_751_07109_A10335_060114
620,MCB2014RFBO015A,2014-06-02 05:15,2014-06-06 05:24,1,1,RFBO_MCB_39_07110_A10337_060114
621,MCB2014RFBO028A,2014-06-02 05:25,2014-06-05 06:15,1,1,RFBO_MCB_421_07111_A10338_060114
622,MCB2014RFBO016A,2014-06-02 05:44,2014-06-02 05:44,0,0,
623,MCB2014RFBO027A,2014-06-02 05:45,2014-06-05 04:48,1,1,RFBO_MCB_416_07113_A10375_060114
624,MCB2014RFBO012A,2014-06-02 05:55,2014-06-05 05:10,1,1,RFBO_MCB_22_07114_A10377_060114
625,MCB2014RFBO025A,2014-06-02 05:55,2014-06-02 05:55,0,0,
626,MCB2014RFBO014A,2014-06-02 06:01,2014-06-05 05:00,1,1,RFBO_MCB_24_07116_A10380_060114
627,MCB2014RFBO029A,2014-06-02 06:01,2014-06-05 05:51,1,1,RFBO_MCB_441_07117_A10381_060114
628,MCB2014RFBO033A,2014-06-02 06:13,2014-06-05 06:23,1,1,RFBO_MCB_671_07118_A10382_060114
629,MCB2014RFBO030A,2014-06-02 06:13,2014-06-06 04:33,1,1,RFBO_MCB_509_07119_A10384_060114
630,MCB2014RFBO020A,2014-06-02 06:20,2014-06-05 06:37,1,5,
631,MCB2014RFBO019A,2014-06-02 06:20,2014-06-05 06:44,1,1,RFBO_MCB_117_24307_A10386_060114
632,MCB2014RFBO032A,2014-06-02 06:50,2014-06-06 05:11,1,6,
633,MCB2014RFBO018A,2014-06-02 06:50,2014-06-02 06:50,0,6,
634,MCB2014RFBO036A,2014-06-02 07:02,2014-06-08 04:30,1,6,
635,MCB2014RFBO043A,2014-06-05 10:05,2014-06-08 04:15,1,1,RFBO_MCB_117r_24315_A10377_060414
636,MCB2014RFBO040A,2014-06-05 09:59,2014-06-05 09:59,0,0,
637,MCB2014RFBO047A,2014-06-05 09:50,2014-06-08 04:38,1,1,RFBO_MCB_441r_24317_A10380_060414
638,MCB2014RFBO042A,2014-06-05 09:48,2014-06-07 04:29,5,1,RFBO_MCB_110r_24318_A10381_060414
639,MCB2014RFBO039A,2014-06-05 09:40,2014-06-07 06:16,1,1,RFBO_MCB_22r_24320_A10338_060414
640,MCB2014RFBO045A,2014-06-05 09:35,2014-06-07 05:56,1,1,RFBO_MCB_416r_24320_A10334_060414
641,MCB2014RFBO024A,2014-06-02 07:02,2014-06-07 06:05,1,6,
642,MCB2014RFBO022A,2014-06-02 07:12,2014-06-06 05:01,1,6,
643,MCB2014RFBO038A,2014-06-02 07:12,2014-06-06 06:44,1,6,
644,MCB2014RFBO026A,2014-06-02 07:25,2014-06-06 04:21,1,6,
645,MCB2014RFBO037A,2014-06-02 07:22,2014-06-05 06:02,5,6,
646,MCB2014RFBO010A,2014-06-02 07:30,2014-06-06 05:38,1,6,
647,MCB2014RFBO044A,2014-06-05 09:00,2014-06-07 04:59,1,1,RFBO_MCB_138r_24327_A10382_060414
648,MCB2014RFBO046A,2014-06-05 09:08,2014-06-07 04:49,1,1,RFBO_MCB_421r_24328_A10386_060414
649,MCB2014RFBO041A,2014-06-05 09:28,2014-06-07 04:36,1,1,RFBO_MCB_24r_24329_A10375_060414
650,MCB2014RFBO048A,2014-06-05 09:21,2014-06-07 06:35,1,1,RFBO_MCB_671r_24330_A10332_060414
651,MOK2014WTSH101A,2014-08-14 06:09,2014-08-18 08:15,1,6,
652,MOK2014WTSH102A,2014-08-14 06:21,2014-08-24 06:30,1,6,
653,MOK2014WTSH103A,2014-08-14 06:36,2014-08-14 06:36,0,6,
654,MOK2014WTSH104A,2014-08-14 06:50,2014-08-24 06:40,1,6,
655,MOK2014WTSH105A,2014-08-14 07:04,2014-08-18 09:15,1,6,
656,MOK2014WTSH107A,2014-08-14 07:35,2014-08-19 12:16,1,6,
657,MOK2014WTSH106A,2014-08-14 07:24,2014-08-14 07:24,0,6,
658,MOK2014WTSH108A,2014-08-14 08:03,2014-08-14 08:03,0,6,
659,MOK2014WTSH109A,2014-08-14 08:15,2014-08-18 05:54,1,6,
660,MOK2014WTSH110A,2014-08-14 08:34,2014-08-14 08:34,0,6,
661,MOK2014WTSH111A,2014-08-14 08:45,2014-08-14 08:45,0,6,
662,MOK2014WTSH112A,2014-08-14 08:57,2014-08-14 08:57,0,6,
663,MOK2014WTSH113A,2014-08-14 09:09,2014-08-18 06:05,1,6,
664,MOK2014WTSH114A,2014-08-14 09:22,2014-08-18 07:33,1,6,
665,MOK2014WTSH115A,2014-08-14 09:38,2014-08-14 09:38,0,6,
666,MOK2014WTSH116A,2014-08-14 09:50,2014-08-18 08:05,1,6,
667,MOK2014WTSH117A,2014-08-14 10:03,2014-08-20 06:17,1,6,
668,MOK2014WTSH118A,2014-08-14 10:18,2014-08-19 11:24,1,6,
669,MOK2014WTSH119A,2014-08-14 10:27,2014-08-24 07:30,1,6,
670,MOK2014WTSH120A,2014-08-14 10:43,2014-08-14 10:43,0,6,
671,MOK2014WTSH018A,2014-09-11 06:07,2014-09-11 06:07,0,6,
672,MOK2014WTSH002A,2014-09-11 06:41,2014-09-11 06:41,0,6,
673,MOK2014WTSH023A,2014-09-11 08:57,2014-09-26 14:08,6,1,MOK_WTSH_023_TDR_A10331_091014
674,MOK2014WTSH012A,2014-09-11 07:49,2014-09-11 07:49,0,6,
675,MOK2014WTSH010A,2014-09-11 07:55,2014-09-16 08:48,1,6,
676,MOK2014WTSH009A,2014-09-11 08:10,2014-09-11 08:10,0,6,
677,MOK2014WTSH003A,2014-09-11 08:18,2014-09-11 08:18,0,6,
678,MOK2014WTSH013A,2014-09-11 08:26,2014-09-11 08:26,0,6,
679,MOK2014WTSH007A,2014-09-11 08:33,2014-09-11 08:33,0,6,
680,MOK2014WTSH017A,2014-09-11 08:37,2014-09-11 08:37,0,6,
681,MOK2014WTSH020A,2014-09-11 08:50,2014-09-23 05:55,1,6,
682,MOK2014WTSH008A,2014-09-11 09:18,2014-09-11 09:18,0,6,
683,MOK2014WTSH006A,2014-09-11 09:30,2014-09-11 09:30,0,6,
684,MOK2014WTSH011A,2014-09-11 10:15,2014-09-11 10:15,0,6,
685,MOK2014WTSH001A,2014-09-11 10:29,2014-09-22 07:10,1,6,
686,MOK2014WTSH015A,2014-09-11 10:59,2014-09-11 10:59,0,6,
687,MOK2014WTSH014A,2014-09-12 06:44,2014-09-12 06:44,0,6,
688,MOK2014WTSH016A,2014-09-12 07:53,2014-09-12 07:53,0,6,
689,MOK2014WTSH019A,2014-09-12 08:15,2014-09-12 08:15,0,6,
690,MOK2014WTSH005A,2014-09-12 09:00,2014-09-12 09:00,0,6,
691,MOK2014WTSH004A,2014-09-12 09:50,2014-09-12 09:50,0,6,
692,MOC2015PFSH101A,2015-03-20 09:05,2015-03-27 01:28,1,6,
693,MOC2015PFSH102A,2015-03-19 04:04,2015-03-19 04:04,0,0,
694,MOC2015PFSH103A,2015-03-19 02:04,2015-03-19 02:04,0,0,
695,MOC2015PFSH105A,2015-03-18 07:09,2015-03-28 06:19,1,5,
696,MOC2015PFSH111A,2015-03-19 03:16,2015-03-24 02:38,1,1,MOC2015PFSH111_A10382_032315.CSV
697,MOC2015PFSH114A,2015-03-20 08:29,2015-03-27 03:24,1,6,
698,MOC2015PFSH116A,2015-03-18 01:59,2015-03-29 06:15,1,5,
699,MOC2015PFSH117A,2015-03-20 05:17,2015-03-25 04:34,2,6,
700,MOC2015PFSH119A,2015-03-18 02:43,2015-03-29 08:10,1,5,
701,MOC2015PFSH122A,2015-03-18 08:39,2015-03-23 00:42,1,1,MOC2015PFSH122_A10334_032415.CSV
702,MOC2015PFSH123A,2015-03-19 01:49,2015-03-28 02:21,1,1,MOC2015PFSH123_A10386_032715.CSV
703,MOC2015PFSH126A,2015-03-19 03:38,2015-03-26 05:28,1,1,MOC2015PFSH126_A10335_032615.CSV
704,MOC2015PFSH127A,2015-03-18 06:41,2015-03-26 04:51,1,5,
705,MOC2015PFSH129A,2015-03-19 07:48,2015-03-26 03:41,1,6,
706,MOC2015PFSH130A,2015-03-19 07:50,2015-03-25 04:17,1,1,MOC2015PFSH130_A10377_032515.CSV
707,MOC2015PFSH131A,2015-03-20 03:48,2015-03-20 03:48,0,6,
708,MOC2015PFSH132A,2015-03-20 04:55,2015-03-24 01:02,1,1,MOC2015PFSH132_A10375_032315.CSV
709,MOC2015PFSH133A,2015-03-20 09:25,2015-03-20 09:25,0,6,
710,MOC2015PFSH134A,2015-03-20 09:42,2015-03-20 09:42,0,6,
711,MOC2015PFSH135A,2015-03-19 07:28,2015-03-24 01:41,1,5,
