#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2008 04 11 10 50  90  0.3  0.8  1.24  9.09  6.54 269 1017.4  11.4  11.0 999.0 99.0 99.00
2008 04 11 11 50 122  0.9  1.2  1.12  8.33  6.38 266 1017.6  11.3  11.0 999.0 99.0 99.00
2008 04 11 12 50 106  1.2  1.6  1.28  9.09  6.74 270 1017.9  11.3  11.0 999.0 99.0 99.00
2008 04 11 13 50  66  1.9  2.7  1.34  9.09  6.70 260 1018.2  11.5  11.0 999.0 99.0 99.00
2008 04 11 14 50  76  2.1  2.8  1.19  7.69  6.74 261 1018.9  12.7  11.0 999.0 99.0 99.00
2008 04 11 15 50  24  1.9  2.7  1.19  9.09  6.63 269 1019.3  12.2  11.1 999.0 99.0 99.00
2008 04 11 16 50 260  1.2  2.2  1.20  8.33  6.48 272 1019.6  12.4  11.3 999.0 99.0 99.00
2008 04 11 17 50 347  1.1  1.7  1.16  9.09  6.60 266 1019.9  13.0  11.5 999.0 99.0 99.00
2008 04 11 18 50  66  0.7  1.1  1.09  9.09  6.56 257 1019.9  14.2  12.1 999.0 99.0 99.00
2008 04 11 19 50 244  3.1  3.5  1.01  8.33  6.78 244 1019.4  14.7  13.0 999.0 99.0 99.00
2008 04 11 20 50 279  2.4  2.7  0.95  9.09  6.41 278 1019.1  15.6  13.1 999.0 99.0 99.00
2008 04 11 21 50 286  2.5  3.0  0.97  8.33  6.61 273 1018.8  16.7  13.2 999.0 99.0 99.00
2008 04 11 22 50 279  2.2  2.8  0.95  7.69  6.67 273 1018.2  16.1  14.0 999.0 99.0 99.00
2008 04 11 23 50 273  2.5  3.3  1.05  9.09  7.09 277 1017.9  15.5  13.3 999.0 99.0 99.00
2008 04 12 00 50 253  3.6  4.2  0.79  9.09  7.27 271 1017.6  16.2  15.2 999.0 99.0 99.00
2008 04 12 01 50 262  3.5  4.2  0.87  9.09  7.24 250 1017.5  14.8  12.1 999.0 99.0 99.00
2008 04 12 02 50 250  3.5  4.0  0.96  9.09  7.40 256 1017.7  13.7  11.8 999.0 99.0 99.00
2008 04 12 03 50 234  4.1  4.5  0.88  7.69  6.98 254 1018.2  13.3  11.9 999.0 99.0 99.00
2008 04 12 04 50 242  3.5  4.0  0.82  9.09  6.83 260 1018.5  13.0  11.8 999.0 99.0 99.00
2008 04 12 05 50 286  1.8  2.2  0.75  9.09  6.70 246 1018.6  12.7  11.6 999.0 99.0 99.00
2008 04 12 06 50 251  3.1  3.6  0.86  9.09  6.87 268 1018.3  13.3  11.4 999.0 99.0 99.00
2008 04 12 07 50   2  0.4  2.1  0.79  9.09  6.80 260 1018.4  13.0  11.5 999.0 99.0 99.00
2008 04 12 08 50  78  1.2  2.3  0.77  9.09  7.03 260 1018.1  13.6  11.8 999.0 99.0 99.00
2008 04 12 09 50 110  1.3  3.5  0.72  9.09  6.72 257 1017.9  13.4  11.9 999.0 99.0 99.00
2008 04 12 10 50 236  1.2  2.3  0.69  9.09  6.94 267 1017.7  13.7  11.9 999.0 99.0 99.00
2008 04 12 11 50 136  1.0  2.1  0.62  7.69  6.80 266 1017.7  13.0  11.8 999.0 99.0 99.00
2008 04 12 12 50  40  0.7  1.2  0.65  9.09  7.07 273 1017.9  13.2  11.7 999.0 99.0 99.00
2008 04 12 13 50  80  1.3  1.6  0.68  9.09  7.17 273 1018.4  12.5  11.5 999.0 99.0 99.00
2008 04 12 14 50 119  1.7  2.3  0.69  7.69  6.81 270 1018.8  13.8  11.5 999.0 99.0 99.00
2008 04 12 15 50  93  1.3  1.7  0.71  8.33  6.87 275 1019.2  13.5  11.7 999.0 99.0 99.00
2008 04 12 16 50 122  0.3  0.7  0.75  7.69  6.71 274 1019.5  15.1  12.2 999.0 99.0 99.00
2008 04 12 17 50  31  1.5  1.9  0.66  8.33  6.87 273 1019.6  15.6  12.9 999.0 99.0 99.00
2008 04 12 18 50   9  1.0  1.7  0.70  8.33  6.80 265 1019.4  17.8  13.1 999.0 99.0 99.00
2008 04 12 19 50 322  2.3  2.9  0.65  8.33  6.85 256 1018.8  19.0  13.6 999.0 99.0 99.00
2008 04 12 20 50 311  2.4  2.8  0.58  8.33  6.90 252 1018.1  18.2  14.7 999.0 99.0 99.00
2008 04 12 21 50 299  4.6  5.2  0.56  8.33  6.66 279 1017.5  17.7  15.8 999.0 99.0 99.00
2008 04 12 22 50 292  4.4  4.9  0.55  8.33  6.30 284 1017.0  19.1  15.6 999.0 99.0 99.00
2008 04 12 23 50 280  5.3  5.7  0.57  8.33  5.98 283 1016.4  17.4  14.1 999.0 99.0 99.00
2008 04 13 00 50 253  3.4  3.8  0.61  9.09  6.34 277 1016.3  16.1  13.6 999.0 99.0 99.00
2008 04 13 01 50 269  5.0  5.7  0.56  8.33  5.47 275 1016.1  16.4  13.3 999.0 99.0 99.00
2008 04 13 02 50 272  6.2  7.0  0.56  8.33  4.36 279 1015.9  16.8  12.9 999.0 99.0 99.00
2008 04 13 03 50 265  4.7  5.5  0.60  7.69  4.09 270 1016.3  16.3  12.3 999.0 99.0 99.00
2008 04 13 04 50 249  4.2  4.8  0.51  7.69  4.47 273 1016.7  16.1  13.1 999.0 99.0 99.00
2008 04 13 05 50 251  3.9  4.6  0.48  7.69  4.72 266 1016.5  15.9  12.9 999.0 99.0 99.00
2008 04 13 06 50 234  3.9  4.6  0.49  7.69  4.81 245 1016.3  14.7  12.8 999.0 99.0 99.00
2008 04 13 07 50 241  3.7  4.3  0.49 11.43  4.71 271 1016.1  14.8  12.8 999.0 99.0 99.00
2008 04 13 08 50 231  2.8  3.5  0.45  7.69  4.44 268 1015.7  13.6  12.4 999.0 99.0 99.00
2008 04 13 09 50 223  4.0  4.5  0.44 10.81  4.71 262 1015.2  13.4  12.4 999.0 99.0 99.00
2008 04 13 10 50 254  3.1  3.5  0.44 14.81  4.63 275 1014.8  13.6  12.5 999.0 99.0 99.00
2008 04 13 11 50 236  2.1  2.6  0.46  7.69  5.04 273 1014.6  13.4  12.3 999.0 99.0 99.00
2008 04 13 12 50 241  1.9  2.5  0.45 14.81  5.34 278 1014.7  13.0  12.2 999.0 99.0 99.00
2008 04 13 13 50 258  1.0  1.7  0.45 10.00  5.40 273 1015.1  13.0  12.4 999.0 99.0 99.00
2008 04 13 14 50 261  0.4  1.0  0.43 10.81  4.96 275 1015.6  14.2  12.5 999.0 99.0 99.00
2008 04 13 15 50 255  0.6  1.0  0.46 13.79  5.43 241 1015.8  13.9  12.4 999.0 99.0 99.00
2008 04 13 16 50 268  1.4  1.9  0.50 13.79  5.61 273 1015.9  13.8  12.7 999.0 99.0 99.00
2008 04 13 17 50 299  1.0  1.5  0.45 13.79  5.34 270 1016.1  15.1  12.8 999.0 99.0 99.00
2008 04 13 18 50 277  3.1  3.8  0.44 13.79  5.70 272 1016.2  15.8  13.5 999.0 99.0 99.00
2008 04 13 19 50 298  2.9  3.6  0.40 13.79  5.38 259 1015.8  15.6  14.1 999.0 99.0 99.00
2008 04 13 20 50 260  3.9  4.6  0.42 13.79  6.20 276 1015.2  15.5  13.8 999.0 99.0 99.00
2008 04 13 21 50 251  4.6  5.4  0.40 13.79  5.80 256 1014.7  15.6  14.3 999.0 99.0 99.00
2008 04 13 22 50 254  5.1  5.7  0.37 13.79  5.62 268 1014.2  15.3  14.5 999.0 99.0 99.00
2008 04 13 23 50 255  5.7  6.4  0.39 14.81  5.03 270 1013.6  15.4  14.6 999.0 99.0 99.00
2008 04 14 00 50 257  5.7  6.5  0.48 13.79  4.07 262 1013.4  14.9  14.4 999.0 99.0 99.00
2008 04 14 01 50 245  6.0  6.8  0.49 13.79  3.87 263 1013.0  14.6  14.4 999.0 99.0 99.00
2008 04 14 02 50 240  7.0  7.9  0.57 12.90  3.86 255 1012.9  14.4  14.0 999.0 99.0 99.00
2008 04 14 03 50 227  6.4  7.2  0.62 13.79  3.69 246 1013.4  13.9  13.1 999.0 99.0 99.00
2008 04 14 04 50 240  7.1  8.0  0.67 12.90  3.76 261 1013.5  13.8  12.9 999.0 99.0 99.00
2008 04 14 05 50 238  7.2  8.3  0.67 13.79  3.69 255 1013.4  13.6  12.9 999.0 99.0 99.00
2008 04 14 06 50 242  7.4  8.5  0.73 13.79  3.71 239 1013.2  13.5  12.5 999.0 99.0 99.00
2008 04 14 07 50 246  7.0  8.1  0.72 12.90  3.57 252 1013.1  13.2  12.2 999.0 99.0 99.00
2008 04 14 08 50 244  8.1  9.2  0.82 12.90  3.79 251 1012.2  12.8  12.0 999.0 99.0 99.00
2008 04 14 09 50 251  6.6  7.4  0.82 13.79  3.84 247 1012.1  12.7  12.2 999.0 99.0 99.00
2008 04 14 10 50 244  7.1  8.1  0.87  5.00  3.89 255 1011.9  12.2  12.1 999.0 99.0 99.00
2008 04 14 11 50 233  7.5  8.5  1.01  5.26  4.20 259 1011.9  11.9  12.1 999.0 99.0 99.00
2008 04 14 12 50 237  8.9 10.6  1.14  5.88  4.32 254 1012.1  11.8  12.0 999.0 99.0 99.00
2008 04 14 13 50 244  6.6  7.6  1.06  5.88  4.32 256 1012.5  12.0  11.8 999.0 99.0 99.00
2008 04 14 14 50 272  5.4  5.9  1.08  5.88  4.62 259 1013.3  12.6  11.8 999.0 99.0 99.00
2008 04 14 15 50 255  4.0  4.6  1.09  6.67  4.73 262 1013.9  12.6  11.9 999.0 99.0 99.00
2008 04 14 16 50 239  5.4  6.3  1.10  6.25  4.84 250 1014.3  12.1  12.0 999.0 99.0 99.00
2008 04 14 17 50 240  6.1  7.1  1.10  6.67  4.81 262 1014.6  12.3  12.0 999.0 99.0 99.00
2008 04 14 18 50 241  5.5  6.4  1.06  6.25  4.64 253 1014.8  12.8  12.1 999.0 99.0 99.00
2008 04 14 19 50 260  7.1  8.4  1.16  6.25  4.74 265 1014.6  12.7  12.4 999.0 99.0 99.00
2008 04 14 20 50 254  7.0  8.4  1.33  5.56  4.98 258 1014.0  13.3  12.5 999.0 99.0 99.00
2008 04 14 21 50 276  8.2  9.3  1.55  6.25  5.12 272 1013.1  13.8  12.5 999.0 99.0 99.00
2008 04 14 22 50 273 10.1 11.9  1.66  5.88  4.92 283 1012.5  13.9  12.4 999.0 99.0 99.00
2008 04 14 23 50 274 10.9 12.6  1.80  5.88  5.01 283 1012.1  14.6  12.3 999.0 99.0 99.00
2008 04 15 00 50 281 12.6 14.5  1.91  6.25  5.15 283 1011.7  14.3  12.0 999.0 99.0 99.00
2008 04 15 01 50 281 12.5 14.8  1.96  7.14  5.19 280 1011.7  14.1  11.7 999.0 99.0 99.00
2008 04 15 02 50 277 11.8 13.6  1.98  6.25  5.14 284 1011.8  13.0  11.4 999.0 99.0 99.00
2008 04 15 03 50 280 12.1 14.7  2.11  5.88  5.32 279 1012.5  12.1  11.1 999.0 99.0 99.00
2008 04 15 04 50 279 12.3 14.4  2.11  7.69  5.36 285 1013.1  11.7  11.0 999.0 99.0 99.00
2008 04 15 05 50 283 11.9 13.8  2.28  5.88  5.57 292 1013.6  11.4  10.9 999.0 99.0 99.00
2008 04 15 06 50 286 12.0 14.1  2.14  6.25  5.51 287 1013.6  11.2  10.8 999.0 99.0 99.00
2008 04 15 07 50 288 12.1 14.8  2.28  6.67  5.59 284 1013.7  10.9  10.7 999.0 99.0 99.00
2008 04 15 08 50 283  8.3 10.9  2.25  6.67  5.58 280 1013.5  11.0  10.7 999.0 99.0 99.00
2008 04 15 09 50 290 10.0 11.8  2.05  6.25  5.65 282 1013.6  10.8  10.7 999.0 99.0 99.00
2008 04 15 10 50 269  8.3 10.1  2.09  9.09  5.99 281 1013.1  10.9  10.9 999.0 99.0 99.00
2008 04 15 11 50 286  8.0  9.7  2.15 12.90  6.12 292 1013.4  10.9  11.0 999.0 99.0 99.00
2008 04 15 12 50 306  7.0  8.4  2.10  8.33  6.35 280 1014.2  11.7  11.1 999.0 99.0 99.00
2008 04 15 13 50 285  7.8  9.4  2.04  6.67  6.33 279 1014.5  10.9  11.1 999.0 99.0 99.00
2008 04 15 14 50 287  7.7  9.3  2.00  9.09  6.24 286 1015.3  10.7  11.1 999.0 99.0 99.00
2008 04 15 15 50 309  5.7  6.6  1.99  9.09  6.34 287 1015.8  11.7  11.1 999.0 99.0 99.00
2008 04 15 16 50 287  8.0  9.7  1.89  6.67  5.95 280 1016.3  11.0  11.2 999.0 99.0 99.00
2008 04 15 17 50 286  5.7  7.7  1.87  9.09  6.17 286 1016.5  12.1  11.2 999.0 99.0 99.00
2008 04 15 18 50 285  7.9  9.6  1.64 10.00  5.96 280 1016.3  12.7  11.2 999.0 99.0 99.00
2008 04 15 19 50 276 10.3 12.9  1.75  6.25  5.28 275 1015.8  11.9  11.0 999.0 99.0 99.00
2008 04 15 20 50 279 11.3 13.4  2.11  5.56  5.38 280 1014.9  11.8  10.8 999.0 99.0 99.00
2008 04 15 21 50 278 12.2 15.3  2.31  6.67  5.61 285 1014.1  11.7  10.9 999.0 99.0 99.00
2008 04 15 22 50 279 12.3 16.3  2.31  6.25  5.56 286 1013.1  11.7  10.7 999.0 99.0 99.00
2008 04 15 23 50 278 11.8 14.4  2.55  6.67  5.75 291 1012.6  12.3  10.5 999.0 99.0 99.00
2008 04 16 01 50 291 12.6 15.2  2.54  7.14  5.85 279 1011.8  12.6  10.5 999.0 99.0 99.00
2008 04 16 02 50 292 12.0 13.8  2.58  7.14  5.95 288 1012.0  12.0  10.4 999.0 99.0 99.00
2008 04 16 03 50 293  9.8 11.8  2.37  8.33  5.81 286 1012.9  12.3  10.4 999.0 99.0 99.00
2008 04 16 04 50 299  8.6 10.4  2.42  8.33  6.15 284 1013.8  12.5  10.7 999.0 99.0 99.00
2008 04 16 05 50 298  6.0  7.2  2.44  7.69  6.52 278 1014.1  13.1  11.0 999.0 99.0 99.00
2008 04 16 06 50 302  3.3  4.3  2.10  9.09  6.61 279 1014.2  12.4  11.0 999.0 99.0 99.00
2008 04 16 07 50 282  1.9  2.9  2.23  8.33  6.90 280 1014.5  12.7  10.9 999.0 99.0 99.00
2008 04 16 08 50 260  1.7  2.6  2.31  9.09  7.21 282 1014.5  12.0  10.9 999.0 99.0 99.00
2008 04 16 09 50 299  2.6  3.6  2.48 10.00  7.67 282 1014.3  12.5  10.9 999.0 99.0 99.00
2008 04 16 10 50   2  0.6  1.3  2.21 10.00  7.49 285 1014.3  12.4  10.9 999.0 99.0 99.00
2008 04 16 11 50  80  1.6  3.2  2.06 10.81  7.17 285 1014.4  11.9  11.1 999.0 99.0 99.00
2008 04 16 12 50  81  1.6  2.9  1.97  9.09  7.18 284 1014.7  11.4  10.9 999.0 99.0 99.00
2008 04 16 13 50  35  2.6  3.5  1.67  9.09  6.74 280 1015.3  11.3  10.8 999.0 99.0 99.00
2008 04 16 14 50 138  2.6  3.2  1.81  9.09  7.03 277 1016.0  11.4  10.8 999.0 99.0 99.00
2008 04 16 15 50 197  2.2  2.7  1.51 10.00  6.85 275 1016.6  11.2  10.9 999.0 99.0 99.00
2008 04 16 16 50 252  1.0  1.4  1.43 10.81  6.79 278 1017.3  11.5  11.3 999.0 99.0 99.00
2008 04 16 17 50 325  0.8  1.6  1.60  9.09  7.07 276 1018.1  11.8  11.8 999.0 99.0 99.00
2008 04 16 18 50 255  0.8  1.8  1.54 10.81  7.31 278 1018.4  12.6  12.3 999.0 99.0 99.00
2008 04 16 19 50 231  3.8  4.8  1.54 11.43  7.53 257 1017.8  12.9  13.2 999.0 99.0 99.00
2008 04 16 20 50 241  4.3  5.2  1.55 10.00  7.42 257 1017.4  11.9  12.2 999.0 99.0 99.00
2008 04 16 21 50 207  4.3  5.1  1.65 10.00  7.30 250 1016.9  11.9  11.7 999.0 99.0 99.00
2008 04 16 22 50 233  2.8  3.9  1.58 11.43  6.55 252 1016.1  12.2  12.4 999.0 99.0 99.00
2008 04 16 23 50 213  2.6  4.3  1.59 10.81  6.35 257 1015.7  12.3  12.4 999.0 99.0 99.00
2008 04 17 00 50 203  5.6  7.6  1.63 10.00  6.43 262 1015.4  12.3  12.0 999.0 99.0 99.00
2008 04 17 01 50 237  6.5  7.7  1.59  8.33  6.43 265 1015.1  12.0  11.8 999.0 99.0 99.00
2008 04 17 02 50 267  4.4  5.1  1.49 10.00  6.15 268 1015.0  11.8  11.6 999.0 99.0 99.00
2008 04 17 03 50 164  1.3  2.9  1.42 11.43  6.07 266 1015.5  12.1  11.5 999.0 99.0 99.00
2008 04 17 04 50 215  5.4  6.6  1.39  8.33  5.99 256 1015.8  11.7  11.5 999.0 99.0 99.00
2008 04 17 05 50 240  5.3  6.0  1.36  9.09  6.13 263 1016.0  11.8  11.5 999.0 99.0 99.00
2008 04 17 06 50 236  3.9  4.7  1.12 11.43  5.81 260 1016.2  11.7  11.3 999.0 99.0 99.00
2008 04 17 07 50 232  4.2  4.9  0.93 11.43  5.50 265 1016.3  11.5  11.3 999.0 99.0 99.00
2008 04 17 08 50 237  2.8  3.3  0.93  9.09  5.61 263 1016.2  11.4  11.2 999.0 99.0 99.00
2008 04 17 09 50 232  0.9  1.5  1.02  8.33  5.79 268 1016.2  11.1  11.2 999.0 99.0 99.00
2008 04 17 10 50 194  1.3  1.8  0.99  8.33  5.67 258 1016.3  11.0  11.0 999.0 99.0 99.00
2008 04 17 11 50 246  1.4  1.8  1.06  6.25  6.03 253 1016.7  10.9  10.9 999.0 99.0 99.00
2008 04 17 12 50 260  0.6  0.9  0.99 10.81  6.05 252 1016.9  10.8  10.8 999.0 99.0 99.00
2008 04 17 13 50 204  2.2  2.5  1.07 11.43  6.47 267 1017.5  10.8  10.8 999.0 99.0 99.00
2008 04 17 14 50 253  1.5  1.8  1.09 10.81  6.47 252 1018.2  11.4  10.8 999.0 99.0 99.00
2008 04 17 15 50  43  0.3  0.6  1.07 10.00  6.81 274 1018.7  11.9  11.0 999.0 99.0 99.00
2008 04 17 16 50 281  1.0  1.4  1.01 10.81  7.00 260 1019.1  12.0  11.4 999.0 99.0 99.00
2008 04 17 17 50 309  1.4  1.9  1.02 11.43  6.52 277 1019.5  12.4  12.1 999.0 99.0 99.00
2008 04 17 18 50 311  0.7  1.1  1.12 10.81  7.01 272 1019.6  13.3  12.5 999.0 99.0 99.00
2008 04 17 19 50 255  2.1  2.6  1.12  8.33  7.19 246 1019.3  13.4  13.4 999.0 99.0 99.00
2008 04 17 20 50 274  2.5  2.9  1.08 10.00  7.51 251 1019.0  14.3  14.0 999.0 99.0 99.00
2008 04 17 21 50 293  2.3  2.9  0.85 10.81  6.98 268 1018.5  14.5  13.9 999.0 99.0 99.00
2008 04 17 22 50 258  3.1  3.7  0.98 10.00  6.85 252 1017.9  14.9  13.8 999.0 99.0 99.00
2008 04 17 23 50 262  4.5  5.3  1.01 10.81  7.11 244 1017.4  14.5  14.5 999.0 99.0 99.00
2008 04 18 00 50 257  4.3  5.2  1.00 10.00  6.93 255 1017.2  13.1  12.3 999.0 99.0 99.00
2008 04 18 01 50 256  5.4  6.2  0.99 11.43  6.39 267 1017.2  12.3  11.9 999.0 99.0 99.00
2008 04 18 02 50 251  7.0  8.4  1.15 10.81  6.01 271 1016.9  10.5  11.6 999.0 99.0 99.00
2008 04 18 03 50 253  6.8  7.5  0.97 11.43  5.12 268 1017.2   9.8  11.2 999.0 99.0 99.00
2008 04 18 04 50 255  5.9  6.8  0.91 11.43  5.07 259 1017.7   9.4  11.9 999.0 99.0 99.00
2008 04 18 05 50 263  5.2  6.6  0.83 10.00  4.89 279 1017.6   9.4  11.7 999.0 99.0 99.00
2008 04 18 06 50 260  3.7  4.3  0.83 10.81  4.88 267 1017.4   9.0  11.8 999.0 99.0 99.00
2008 04 18 07 50 256  2.3  3.3  0.83 11.43  5.41 256 1017.4   8.9  11.7 999.0 99.0 99.00
2008 04 18 08 50 265  3.3  4.4  0.73 10.81  5.57 269 1017.6   9.0  11.5 999.0 99.0 99.00
2008 04 18 09 50 254  5.9  7.2  0.71 11.43  5.21 276 1016.8   9.2  12.0 999.0 99.0 99.00
2008 04 18 10 50 273  6.4  7.9  0.86 10.81  4.85 274 1016.7   9.3  11.7 999.0 99.0 99.00
2008 04 18 11 50 300  3.0  4.3  0.92 10.81  4.74 276 1016.3   9.0  11.7 999.0 99.0 99.00
2008 04 18 12 50 148  2.2  3.0  1.02 10.81  5.39 262 1015.6   8.8  11.6 999.0 99.0 99.00
2008 04 18 13 50 212  4.7  6.3  0.92 10.81  5.65 251 1015.5   8.7  11.6 999.0 99.0 99.00
2008 04 18 14 50 258  5.4  6.8  0.86 10.81  5.99 252 1016.3   9.1  11.6 999.0 99.0 99.00
2008 04 18 15 50 256  5.4  6.5  0.83 10.81  4.91 260 1016.6   9.7  11.6 999.0 99.0 99.00
2008 04 18 16 50 253  3.5  4.3  0.90 10.81  5.23 282 1016.5   9.3  11.7 999.0 99.0 99.00
2008 04 18 17 50 220  1.3  2.6  0.91 10.81  6.16 268 1016.3   9.8  11.9 999.0 99.0 99.00
2008 04 18 18 50 239  5.1  5.8  0.82 10.00  6.66 256 1015.7  10.3  12.1 999.0 99.0 99.00
2008 04 18 19 50 269  5.7  6.4  0.86 10.81  6.22 267 1015.3  10.0  11.9 999.0 99.0 99.00
2008 04 18 20 50 274  5.4  6.3  0.80 10.00  5.61 275 1015.0  10.3  11.9 999.0 99.0 99.00
2008 04 18 21 50 260  6.4  7.3  0.99 11.43  6.45 275 1014.5  11.3  11.9 999.0 99.0 99.00
2008 04 18 22 50 262  7.2  8.9  0.96 10.81  5.56 265 1013.7  11.4  12.1 999.0 99.0 99.00
2008 04 18 23 50 256  8.6  9.8  1.05 10.81  5.11 269 1012.9  11.3  12.2 999.0 99.0 99.00
2008 04 19 00 50 261  7.2  8.3  1.13 10.00  4.80 278 1012.5  11.3  12.0 999.0 99.0 99.00
2008 04 19 01 50 255  8.6  9.9  1.29 10.81  4.92 285 1011.8  11.1  12.0 999.0 99.0 99.00
2008 04 19 02 50 248  7.9  9.0  1.34 10.00  5.19 269 1011.2  11.0  12.0 999.0 99.0 99.00
2008 04 19 03 50 245  7.6  9.0  1.41 10.81  5.30 273 1011.1  10.9  11.6 999.0 99.0 99.00
2008 04 19 04 50 260  7.5  9.2  1.26 10.81  5.29 274 1011.0  11.0  11.6 999.0 99.0 99.00
2008 04 19 05 50 265  5.1  6.2  1.31 10.00  5.07 280 1011.0  11.3  11.7 999.0 99.0 99.00
2008 04 19 06 50 235  6.3  7.2  1.30 10.81  5.14 256 1011.1  11.1  11.6 999.0 99.0 99.00
2008 04 19 07 50 238  7.7  8.8  1.25 10.81  5.09 254 1011.6  11.1  11.6 999.0 99.0 99.00
2008 04 19 08 50 222  5.3  6.2  1.18 11.43  4.99 251 1011.3  11.0  11.6 999.0 99.0 99.00
2008 04 19 09 50 220  5.7  6.5  1.17 10.81  5.46 250 1011.1  11.0  11.5 999.0 99.0 99.00
2008 04 19 10 50 217  4.6  5.5  1.25 11.43  5.68 248 1011.4  11.2  11.4 999.0 99.0 99.00
2008 04 19 11 50 202  4.3  5.4  1.33 10.00  6.13 242 1011.8  11.3  11.5 999.0 99.0 99.00
2008 04 19 12 50 168  2.5  3.3  1.31 11.43  6.51 261 1012.0  11.2  11.5 999.0 99.0 99.00
2008 04 19 13 50 142  4.0  4.9  1.39 12.12  6.86 263 1012.5  11.7  11.5 999.0 99.0 99.00
2008 04 19 14 50  72  3.3  4.3  1.39 10.81  6.92 273 1013.5  11.4  11.5 999.0 99.0 99.00
2008 04 19 15 50  31  0.5  1.4  1.26 11.43  6.86 278 1013.9  11.8  11.6 999.0 99.0 99.00
2008 04 19 16 50 301  4.1  5.9  1.40  8.33  6.79 275 1014.5  11.4  11.6 999.0 99.0 99.00
2008 04 19 17 50 305  5.7  6.8  1.41  9.09  6.23 280 1015.1  11.2  11.4 999.0 99.0 99.00
2008 04 19 18 50 286  7.3  8.7  1.40 10.00  5.60 280 1015.2  11.1  11.4 999.0 99.0 99.00
2008 04 19 19 50 283  8.1 10.1  1.43  8.33  5.43 282 1014.8  11.1  11.5 999.0 99.0 99.00
2008 04 19 20 50 283  9.3 11.5  1.53 10.81  5.56 280 1014.8  11.1  11.5 999.0 99.0 99.00
2008 04 19 21 50 273  9.1 11.0  1.81 10.00  5.85 280 1014.4  11.3  11.4 999.0 99.0 99.00
2008 04 19 22 50 271  9.6 11.3  1.80 11.43  5.63 274 1013.6  11.5  11.4 999.0 99.0 99.00
2008 04 19 23 50 280 11.3 13.8  2.03  9.09  5.74 278 1013.2  11.5  11.3 999.0 99.0 99.00
2008 04 20 00 50 284 12.4 15.0  2.20 10.81  5.56 284 1013.1  11.4  11.3 999.0 99.0 99.00
2008 04 20 01 50 289 12.2 15.0  2.37  6.25  5.70 283 1013.2  11.2  11.3 999.0 99.0 99.00
2008 04 20 02 50 289 11.6 14.4  2.21  6.25  5.66 281 1013.2  10.8  11.2 999.0 99.0 99.00
2008 04 20 03 50 296 12.7 15.4  2.41  6.25  5.81 281 1013.8  10.4  11.2 999.0 99.0 99.00
2008 04 20 04 50 299 11.8 13.9  2.30  9.09  5.71 282 1014.6  10.1  11.1 999.0 99.0 99.00
2008 04 20 05 50 299  9.8 11.9  2.16  6.25  5.61 279 1015.2  10.2  11.1 999.0 99.0 99.00
2008 04 20 06 50 312 10.0 12.4  2.21  6.67  5.93 283 1015.3  10.5  11.1 999.0 99.0 99.00
2008 04 20 07 50 305  7.9  9.7  2.08 10.00  5.88 282 1015.5  10.5  11.1 999.0 99.0 99.00
2008 04 20 08 50 290  6.9  8.4  2.10  8.33  6.00 281 1015.6  10.2  11.2 999.0 99.0 99.00
2008 04 20 09 50 292  5.2  6.1  1.81  9.09  5.97 282 1015.4  10.5  11.1 999.0 99.0 99.00
2008 04 20 10 50 306  5.3  6.2  1.88  9.09  6.32 285 1015.4  10.2  11.1 999.0 99.0 99.00
2008 04 20 11 50 323  2.9  3.8  1.79 10.81  6.48 283 1015.9  10.6  11.1 999.0 99.0 99.00
2008 04 20 12 50 310  3.5  4.3  1.77  9.09  6.31 283 1016.2  10.3  11.1 999.0 99.0 99.00
2008 04 20 13 50 305  5.7  6.5  1.85  9.09  6.63 282 1016.5   9.8  11.1 999.0 99.0 99.00
2008 04 20 14 50 301  2.0  2.7  1.67 10.81  6.36 291 1017.3  10.2  11.1 999.0 99.0 99.00
2008 04 20 15 50 311  2.4  3.0  1.62 10.00  6.47 288 1018.1  10.2  11.4 999.0 99.0 99.00
2008 04 20 16 50 300  3.2  4.0  1.59 10.00  6.66 296 1018.6  10.4  11.6 999.0 99.0 99.00
2008 04 20 17 50 274  2.7  3.5  1.55  8.33  6.21 289 1019.1  10.5  11.8 999.0 99.0 99.00
2008 04 20 18 50 270  2.6  3.3  1.48  8.33  6.15 294 1019.2  11.1  12.1 999.0 99.0 99.00
2008 04 20 19 50 275  7.3  8.7  1.42 10.00  6.17 286 1018.6  11.1  12.4 999.0 99.0 99.00
2008 04 20 20 50 276  8.6 10.6  1.55  8.33  5.51 280 1018.5  11.2  12.4 999.0 99.0 99.00
2008 04 20 21 50 277  9.7 11.6  1.78  7.69  5.47 278 1017.9  11.4  12.4 999.0 99.0 99.00
2008 04 20 22 50 276 10.5 12.4  2.11  6.67  5.45 280 1017.0  11.7  12.3 999.0 99.0 99.00
2008 04 20 23 50 267 11.0 12.7  2.05  6.25  5.33 283 1016.6  11.9  12.3 999.0 99.0 99.00
2008 04 21 00 50 282 11.7 14.0  2.28  5.88  5.62 282 1016.2  12.0  12.2 999.0 99.0 99.00
2008 04 21 01 50 287 12.6 15.2  2.30  6.67  5.54 286 1015.8  11.6  12.0 999.0 99.0 99.00
