#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2010 01 02 04 50 315  2.4  3.0  1.29 12.12  6.07 280 1020.5  14.3  14.7 999.0 99.0 99.00
2010 01 02 05 50 242  1.1  1.5  1.31 12.12  6.39 286 1020.3  14.3  14.7 999.0 99.0 99.00
2010 01 02 06 50 265  4.0  4.9  1.36 12.12  6.50 269 1019.7  15.0  14.6 999.0 99.0 99.00
2010 01 02 07 50 236  4.8  7.6  1.47 11.43  6.79 275 1019.8  16.7  14.6 999.0 99.0 99.00
2010 01 02 08 50 295  7.3  8.5  1.60 12.12  7.01 285 1019.2  15.8  14.6 999.0 99.0 99.00
2010 01 02 09 50 297  6.9  8.0  1.75 12.12  6.14 284 1019.4  15.7  14.6 999.0 99.0 99.00
2010 01 02 10 50 346  2.3  2.8  1.64 12.12  6.17 283 1019.0  15.8  14.6 999.0 99.0 99.00
2010 01 02 11 50  17  3.2  3.6  1.67 12.90  6.71 293 1018.1  16.2  14.6 999.0 99.0 99.00
2010 01 02 12 50 187  1.7  2.7  1.64 11.43  7.05 273 1017.9  17.2  14.6 999.0 99.0 99.00
2010 01 02 13 50 212  1.6  3.1  1.65 12.12  7.54 274 1018.2  16.1  14.6 999.0 99.0 99.00
2010 01 02 14 50 166  1.9  2.8  1.69 11.43  7.83 269 1018.1  16.0  14.7 999.0 99.0 99.00
2010 01 02 15 50 220  4.8  6.0  1.47 12.12  8.25 270 1018.0  15.5  14.8 999.0 99.0 99.00
2010 01 02 16 50 267  1.6  2.5 99.00 99.00 99.00 999 1018.7  15.8  15.0 999.0 99.0 99.00
2010 01 02 17 50 193  2.4  3.9  1.61 11.43  8.24 274 1019.3  15.9  15.2 999.0 99.0 99.00
2010 01 02 18 50 186  3.6  4.5  1.64 12.12  7.85 280 1019.2  15.6  15.5 999.0 99.0 99.00
2010 01 02 19 50 234  1.9  2.7  1.83 12.12  7.58 275 1018.3  15.6  15.6 999.0 99.0 99.00
2010 01 02 20 50 242  1.8  2.5  2.00 16.00  8.31 279 1017.4  16.0  15.8 999.0 99.0 99.00
2010 01 02 21 50 263  0.9  1.6  2.22 14.81  9.09 293 1017.0  16.1  15.9 999.0 99.0 99.00
2010 01 02 22 50 286  1.9  2.9  1.90 12.12  8.22 285 1016.7  16.3  16.0 999.0 99.0 99.00
2010 01 02 23 50 169  0.3  1.4 99.00 99.00 99.00 999 1016.7  17.0  16.1 999.0 99.0 99.00
2010 01 03 00 50 152  1.5  2.1  2.00 14.81  8.41 283 1016.6  15.8  16.1 999.0 99.0 99.00
2010 01 03 01 50 182  0.9  1.5  2.02 14.81  8.35 279 1017.0  15.4  16.1 999.0 99.0 99.00
2010 01 03 02 50 199  1.4  2.1  2.02 14.81  8.66 274 1017.3  15.3  16.0 999.0 99.0 99.00
2010 01 03 03 50 124  0.1  0.7  1.98 12.90  8.53 287 1017.4  15.0  15.8 999.0 99.0 99.00
2010 01 03 04 50 162  1.5  2.1  1.95 12.90  8.63 287 1017.4  15.2  15.7 999.0 99.0 99.00
2010 01 03 05 50 178  1.2  1.6 99.00 99.00 99.00 999 1017.5  15.2  15.7 999.0 99.0 99.00
2010 01 03 06 50 283  2.9  4.1  2.14 14.81  8.85 289 1017.7  15.3  15.6 999.0 99.0 99.00
2010 01 03 07 50 264  2.0  2.8  1.99 13.79  8.42 287 1017.3  15.2  15.6 999.0 99.0 99.00
2010 01 03 08 50 277  1.3  2.5  2.14 13.79  9.04 288 1017.1  15.3  15.6 999.0 99.0 99.00
2010 01 03 09 50 258  0.7  1.5  2.15 12.90  9.08 288 1017.3  15.2  15.5 999.0 99.0 99.00
2010 01 03 10 50  59  2.4  3.5  2.20 13.79  9.52 290 1017.3  14.9  15.5 999.0 99.0 99.00
2010 01 03 11 50  45  1.9  3.0  2.19 13.79  9.66 294 1017.3  15.2  15.3 999.0 99.0 99.00
2010 01 03 12 50  65  2.7  3.6  2.26 13.79  9.81 294 1017.1  15.2  15.2 999.0 99.0 99.00
2010 01 03 13 50  84  3.5  4.8  2.34 13.79 10.30 289 1017.3  15.5  15.1 999.0 99.0 99.00
2010 01 03 14 50  90  3.1  4.7  2.39 13.79  9.85 295 1017.5  15.3  15.1 999.0 99.0 99.00
2010 01 03 15 50 115  3.0  4.1  2.25 12.90  9.92 284 1017.6  15.6  15.1 999.0 99.0 99.00
2010 01 03 16 50 109  4.4  6.0  1.89 13.79  9.28 271 1017.7  17.2  15.1 999.0 99.0 99.00
2010 01 03 17 50  94  3.2  4.3  1.82 13.79  8.71 288 1018.6  16.9  15.1 999.0 99.0 99.00
2010 01 03 18 50 123  2.9  3.7  1.82 12.90  9.12 291 1018.7  16.6  15.3 999.0 99.0 99.00
2010 01 03 19 50  86  0.7  1.4  1.68 12.90  8.99 283 1017.9  16.9  15.5 999.0 99.0 99.00
2010 01 03 20 50  75  3.3  4.1  1.67 12.12  8.81 292 1016.9  17.2  15.9 999.0 99.0 99.00
2010 01 03 21 50  41  2.3  3.1  1.85 12.12  9.09 292 1016.5  17.2  16.1 999.0 99.0 99.00
2010 01 03 22 50 334  1.1  1.7  1.77 12.12  8.99 293 1016.6  18.0  16.0 999.0 99.0 99.00
2010 01 03 23 50 295  3.3  3.8  1.82 12.12  9.20 289 1017.0  16.7  15.9 999.0 99.0 99.00
2010 01 04 00 50 292  2.1  2.8  1.83 12.90  9.21 282 1017.0  16.9  16.2 999.0 99.0 99.00
2010 01 04 01 50 269  2.5  3.2  1.77 12.12  8.86 286 1017.5  16.7  16.2 999.0 99.0 99.00
2010 01 04 02 50 273  2.6  3.3  1.64 12.12  8.96 280 1017.9  16.3  16.0 999.0 99.0 99.00
2010 01 04 03 50 200  0.9  1.2  1.54 12.12  8.95 284 1017.9  15.7  15.9 999.0 99.0 99.00
2010 01 04 04 50 207  2.0  2.5  1.44 12.12  8.81 280 1018.3  15.4  15.8 999.0 99.0 99.00
2010 01 04 05 50 219  1.7  2.1  1.28 12.12  8.65 276 1018.3  15.2  15.6 999.0 99.0 99.00
2010 01 04 06 50 219  1.2  1.7  1.29 11.43  8.80 285 1018.4  15.0  15.4 999.0 99.0 99.00
2010 01 04 07 50 114  0.8  1.3  1.15 12.12  8.85 284 1017.9  14.9  15.2 999.0 99.0 99.00
2010 01 04 08 50  44  1.2  1.6  1.15 11.43  8.63 283 1017.9  14.8  15.2 999.0 99.0 99.00
2010 01 04 09 50  37  1.1  1.5  1.08 10.00  8.47 287 1018.0  14.6  15.2 999.0 99.0 99.00
2010 01 04 10 50  78  1.3  1.8  1.10 11.43  8.98 293 1018.0  14.8  15.2 999.0 99.0 99.00
2010 01 04 11 50  82  0.7  1.3  1.00 11.43  8.57 290 1017.8  14.6  15.0 999.0 99.0 99.00
2010 01 04 12 50 353  1.6  2.1  0.97 10.81  8.49 290 1017.8  14.8  15.1 999.0 99.0 99.00
2010 01 04 13 50  30  1.1  1.5  1.00 10.81  8.63 278 1017.7  14.9  15.2 999.0 99.0 99.00
2010 01 04 14 50 307  2.0  2.5  0.96 11.43  8.31 285 1018.3  15.0  15.2 999.0 99.0 99.00
2010 01 04 15 50  42  0.6  1.0  0.91 10.81  7.95 276 1018.5  15.7  15.2 999.0 99.0 99.00
2010 01 04 16 50  12  2.4  2.8  0.92 10.81  8.09 285 1019.1  15.4  15.2 999.0 99.0 99.00
2010 01 04 17 50  35  0.9  1.2  0.92 12.90  8.32 292 1019.4  15.5  15.3 999.0 99.0 99.00
2010 01 04 18 50 343  0.1  0.6  0.84 10.81  7.91 282 1019.4  16.1  15.4 999.0 99.0 99.00
2010 01 04 19 50  54  0.4  0.7  0.78 12.90  7.87 290 1018.5  16.1  15.6 999.0 99.0 99.00
2010 01 04 23 50 302  1.2  1.5  0.87 10.81  7.72 291 1017.7  16.7  16.2 999.0 99.0 99.00
2010 01 05 00 50 233  1.5  1.9  0.88 10.00  7.76 284 1017.5  16.1  16.1 999.0 99.0 99.00
2010 01 05 01 50 210  3.8  4.7  0.88 12.12  7.46 281 1017.4  15.3  15.9 999.0 99.0 99.00
2010 01 05 02 50 235  4.2  5.1  0.95 11.43  7.48 274 1017.3  14.9  15.7 999.0 99.0 99.00
2010 01 05 03 50 231  2.7  3.3  0.87 11.43  6.44 272 1017.6  15.1  15.5 999.0 99.0 99.00
2010 01 05 04 50 235  3.3  3.8  0.84 11.43  5.80 277 1017.9  15.3  15.4 999.0 99.0 99.00
2010 01 05 05 50 222  0.9  1.4  0.84 12.12  6.01 273 1018.2  15.1  15.4 999.0 99.0 99.00
2010 01 05 06 50 160  1.4  1.9  0.95 17.39  5.98 312 1018.0  15.0  15.3 999.0 99.0 99.00
2010 01 05 07 50 216  0.4  0.5  0.92 17.39  6.94 282 1017.9  14.8  15.2 999.0 99.0 99.00
2010 01 05 08 50 249  0.9  1.4  0.93 17.39  7.02 274 1018.0  14.7  15.1 999.0 99.0 99.00
2010 01 05 09 50  36  2.1  2.7  0.89 17.39  7.47 283 1017.7  14.5  15.0 999.0 99.0 99.00
2010 01 05 10 50  68  1.1  1.5  0.88 17.39  7.68 287 1018.0  14.1  15.0 999.0 99.0 99.00
2010 01 05 11 50   9  1.1  1.3  1.00 16.00  8.20 282 1017.9  14.2  15.0 999.0 99.0 99.00
2010 01 05 12 50  91  0.3  0.9  0.97 16.00  7.66 283 1017.6  14.0  14.9 999.0 99.0 99.00
2010 01 05 13 50 248  2.8  3.6  0.99 16.00  7.68 290 1018.2  14.4  14.8 999.0 99.0 99.00
2010 01 05 14 50 276  1.8  2.5  0.97 16.00  7.19 286 1018.6  14.3  14.8 999.0 99.0 99.00
2010 01 05 15 50  84  0.8  1.4  0.98 16.00  6.91 287 1018.5  15.0  14.7 999.0 99.0 99.00
2010 01 05 16 50 150  1.2  1.6  1.00 16.00  6.80 280 1019.1  15.3  14.7 999.0 99.0 99.00
2010 01 05 17 50 213  2.7  3.2  1.05 14.81  6.90 280 1019.8  14.8  14.9 999.0 99.0 99.00
2010 01 05 18 50 231  1.1  1.8  1.22 14.81  7.48 279 1019.6  15.0  15.1 999.0 99.0 99.00
2010 01 05 19 50 241  1.8  2.4  1.23 14.81  7.69 283 1018.6  14.9  15.3 999.0 99.0 99.00
2010 01 05 20 50 282  2.2  2.8  1.21 14.81  8.01 287 1017.7  15.1  15.5 999.0 99.0 99.00
2010 01 05 21 50 254  2.1  3.0  1.21 14.81  7.57 283 1016.9  15.5  15.7 999.0 99.0 99.00
2010 01 05 22 50 266  2.8  3.5  1.16 13.79  7.56 283 1016.6  15.4  15.7 999.0 99.0 99.00
2010 01 05 23 50 257  4.3  5.1  1.13 14.81  7.51 281 1016.4  15.3  15.7 999.0 99.0 99.00
2010 01 06 00 50 290  2.9  3.6  0.98 14.81  6.60 283 1016.5  15.3  15.8 999.0 99.0 99.00
2010 01 06 01 50 255  3.4  4.5  1.10 14.81  6.86 286 1016.9  15.1  15.7 999.0 99.0 99.00
2010 01 06 02 50 237  4.3  5.2  1.05 14.81  6.93 280 1017.2  14.9  15.6 999.0 99.0 99.00
2010 01 06 03 50 242  4.7  5.5  1.03 13.79  6.48 278 1017.2  14.9  15.5 999.0 99.0 99.00
2010 01 06 04 50 248  3.6  4.3  0.95 14.81  6.24 292 1017.4  14.9  15.4 999.0 99.0 99.00
2010 01 06 05 50 225  2.0  2.5  0.91 14.81  6.29 287 1017.6  15.1  15.4 999.0 99.0 99.00
2010 01 06 06 50 210  1.1  1.5  0.90 14.81  6.24 284 1017.5  14.9  15.4 999.0 99.0 99.00
2010 01 06 07 50 174  1.9  2.3  0.89 14.81  6.15 290 1016.8  14.9  15.4 999.0 99.0 99.00
2010 01 06 08 50 146  0.3  0.6  1.02 13.79  6.43 273 1016.8  14.8  15.3 999.0 99.0 99.00
2010 01 06 09 50 238  0.4  0.7  1.06  8.33  6.15 279 1016.9  14.8  15.3 999.0 99.0 99.00
2010 01 06 10 50  14  0.2  0.4  1.03 14.81  6.02 286 1017.1  14.7  15.2 999.0 99.0 99.00
2010 01 06 11 50  79  0.7  1.2  1.06 14.81  6.40 296 1016.9  14.7  15.1 999.0 99.0 99.00
2010 01 06 12 50 114  1.1  1.5  1.01 13.79  6.31 287 1016.6  14.6  15.1 999.0 99.0 99.00
2010 01 06 13 50 137  0.8  1.1  0.97 13.79  6.62 289 1016.7  14.6  15.2 999.0 99.0 99.00
2010 01 06 14 50 291  0.6  0.8  0.92 13.79  6.69 285 1017.3  14.6  15.3 999.0 99.0 99.00
2010 01 06 15 50  46  1.4  1.8  0.91 17.39  6.88 279 1017.8  14.4  15.3 999.0 99.0 99.00
2010 01 06 16 50 180  0.1  0.3  0.96 12.90  7.21 288 1018.1  16.0  15.2 999.0 99.0 99.00
2010 01 06 17 50  53  0.6  0.9  0.88 16.00  7.04 287 1018.4  15.8  15.3 999.0 99.0 99.00
2010 01 06 18 50 114  1.1  1.4  0.91 16.00  6.99 276 1018.0  15.6  15.5 999.0 99.0 99.00
2010 01 06 19 50 210  0.7  1.1  0.96 16.00  7.03 283 1017.2  16.2  15.8 999.0 99.0 99.00
2010 01 06 20 50 271  1.6  2.3  0.97 16.00  7.14 287 1016.3  16.2  16.1 999.0 99.0 99.00
2010 01 06 21 50 273  1.6  2.2  0.94 16.00  7.10 286 1015.7  15.8  16.3 999.0 99.0 99.00
2010 01 06 22 50 281  2.6  3.1  0.99 16.00  7.51 281 1015.8  16.2  16.2 999.0 99.0 99.00
2010 01 06 23 50 256  1.4  1.8  0.95 16.00  7.06 275 1015.7  16.0  16.1 999.0 99.0 99.00
2010 01 07 00 50 214  1.1  2.0  1.03 16.00  7.84 288 1015.5  15.9  15.9 999.0 99.0 99.00
2010 01 07 01 50 249  2.8  3.2  0.95 16.00  7.16 280 1015.6  15.3  15.7 999.0 99.0 99.00
2010 01 07 02 50 232  1.6  2.2  0.90 16.00  7.24 282 1015.6  15.0  15.5 999.0 99.0 99.00
2010 01 07 03 50 245  4.2  5.5  0.93 14.81  7.19 290 1015.9  15.0  15.4 999.0 99.0 99.00
2010 01 07 04 50 231  2.1  3.0  0.92 14.81  7.19 279 1015.9  14.9  15.3 999.0 99.0 99.00
2010 01 07 05 50 218  1.9  2.8  0.93 14.81  7.39 287 1015.9  15.0  15.3 999.0 99.0 99.00
2010 01 07 06 50 218  1.9  2.6  0.96 14.81  7.23 279 1015.8  15.0  15.2 999.0 99.0 99.00
2010 01 07 07 50 190  0.2  0.9  0.95 14.81  6.75 284 1015.5  14.9  15.2 999.0 99.0 99.00
2010 01 07 08 50  88  2.2  2.7  1.01 14.81  6.69 286 1015.0  14.7  15.2 999.0 99.0 99.00
2010 01 07 09 50 192  2.3  3.2  1.06 13.79  7.07 281 1015.0  14.7  15.1 999.0 99.0 99.00
2010 01 07 10 50  70  0.6  1.0  1.21 13.79  6.71 299 1014.8  14.6  15.0 999.0 99.0 99.00
2010 01 07 11 50  34  0.4  0.9 99.00 99.00 99.00 999 1014.8  14.7  15.0 999.0 99.0 99.00
2010 01 07 12 50  93  1.2  1.6  1.18 13.79  6.49 286 1014.8  14.7  15.0 999.0 99.0 99.00
2010 01 07 13 50 128  2.3  3.1  1.20 13.79  6.91 277 1015.0  14.6  15.0 999.0 99.0 99.00
2010 01 07 14 50 107  3.0  3.7  1.25 13.79  7.57 272 1015.3  13.8  15.0 999.0 99.0 99.00
2010 01 07 15 50  81  2.6  3.4  1.22 12.90  7.69 276 1016.0  14.5  15.0 999.0 99.0 99.00
2010 01 07 16 50  87  3.1  4.0  1.18 13.79  8.02 274 1016.3  15.0  15.0 999.0 99.0 99.00
2010 01 07 17 50 128  1.6  2.0  1.26 12.90  8.28 267 1017.0  15.5  15.1 999.0 99.0 99.00
2010 01 07 18 50 112  0.7  1.3  1.42 12.90  8.91 274 1017.0  15.8  15.3 999.0 99.0 99.00
2010 01 07 19 50 124  0.2  0.8  1.34 12.12  8.49 276 1016.3  15.9  15.6 999.0 99.0 99.00
2010 01 07 20 50 111  0.4  1.0  1.30 12.12  8.46 280 1014.9  15.8  15.9 999.0 99.0 99.00
2010 01 07 21 50 248  1.2  2.0  1.37 12.12  8.74 284 1014.6  15.7  16.2 999.0 99.0 99.00
2010 01 07 22 50 258  1.6  2.1  1.30 11.43  8.66 280 1014.7  16.0  16.4 999.0 99.0 99.00
2010 01 07 23 50 245  1.4  1.9  1.20 12.12  8.58 273 1014.6  16.2  16.5 999.0 99.0 99.00
2010 01 08 00 50 147  0.2  0.6  1.06 12.12  8.27 282 1014.5  16.3  16.2 999.0 99.0 99.00
2010 01 08 01 50 268  1.8  3.0  1.31 11.43  9.00 280 1015.1  15.3  16.0 999.0 99.0 99.00
2010 01 08 02 50 264  2.7  4.0  1.28 11.43  8.88 285 1016.0  15.2  15.7 999.0 99.0 99.00
2010 01 08 03 50 198  1.7  2.1  1.42 11.43  8.95 284 1016.1  15.0  15.5 999.0 99.0 99.00
2010 01 08 04 50 168  2.1  2.5  1.37 11.43  8.57 275 1015.9  14.7  15.3 999.0 99.0 99.00
2010 01 08 05 50 221  1.4  2.0  1.36 12.90  7.98 278 1016.3  15.0  15.3 999.0 99.0 99.00
2010 01 08 06 50 112  1.1  2.1  1.51 11.43  8.52 276 1016.1  14.9  15.2 999.0 99.0 99.00
2010 01 08 07 50 108  2.4  3.0  1.39 12.12  8.13 280 1016.1  14.9  15.2 999.0 99.0 99.00
2010 01 08 08 50 201  0.7  1.1  1.37 12.12  8.19 275 1016.0  14.7  15.2 999.0 99.0 99.00
2010 01 08 09 50 105  1.8  2.5  1.28 11.43  7.76 281 1016.1  14.7  15.1 999.0 99.0 99.00
2010 01 08 10 50  78  0.9  1.4  1.21 10.81  7.82 273 1016.1  14.5  15.0 999.0 99.0 99.00
2010 01 08 11 50  93  2.6  3.1  1.25 10.81  8.19 283 1016.2  14.7  15.1 999.0 99.0 99.00
2010 01 08 12 50 102  3.4  4.2  1.37 12.12  8.68 283 1016.5  14.5  15.0 999.0 99.0 99.00
2010 01 08 13 50  46  2.4  3.1  1.36 12.12  8.89 284 1017.0  14.6  15.0 999.0 99.0 99.00
2010 01 08 14 50  99  2.9  4.0  1.31 10.81  8.89 278 1017.7  14.2  15.0 999.0 99.0 99.00
2010 01 08 15 50  88  3.6  4.6  1.37 10.81  9.05 286 1018.3  13.2  15.0 999.0 99.0 99.00
2010 01 08 16 50  94  3.0  3.8  1.48 11.43  9.36 275 1019.1  13.0  15.0 999.0 99.0 99.00
2010 01 08 17 50  72  2.4  3.4  1.43 11.43  9.16 279 1020.0  12.8  14.9 999.0 99.0 99.00
2010 01 08 18 50  67  2.1  3.2  1.52 11.43  9.79 276 1019.7  13.3  14.9 999.0 99.0 99.00
2010 01 08 19 50 123  2.2  3.1  1.61 13.79 10.01 267 1018.8  13.4  15.0 999.0 99.0 99.00
2010 01 08 20 50 236  0.4  1.3  1.78 14.81 10.90 271 1018.4  14.1  15.3 999.0 99.0 99.00
2010 01 08 21 50 244  2.4  3.4  1.82 16.00 10.90 283 1018.2  14.7  15.7 999.0 99.0 99.00
2010 01 08 22 50 269  3.3  4.1  1.87 12.90 11.02 282 1018.3  15.3  15.9 999.0 99.0 99.00
2010 01 08 23 50 278  3.6  5.0  2.01 12.90 10.86 280 1018.2  15.9  15.9 999.0 99.0 99.00
2010 01 09 00 50 272  0.7  1.5  2.02 13.79 10.85 281 1018.1  14.5  15.7 999.0 99.0 99.00
2010 01 09 01 50 266  2.0  2.7  2.05 12.90 10.91 282 1018.6  14.8  15.6 999.0 99.0 99.00
2010 01 09 02 50 278  3.4  4.4  2.20 17.39 11.15 282 1019.5  15.2  15.5 999.0 99.0 99.00
2010 01 09 03 50 218  1.3  1.9  2.03 12.90 11.09 275 1020.0  15.4  15.4 999.0 99.0 99.00
2010 01 09 04 50 225  1.4  2.1  2.13 16.00 11.17 282 1020.3  15.1  15.3 999.0 99.0 99.00
2010 01 09 05 50 255  2.0  2.6  2.06 16.00 11.42 285 1020.6  14.9  15.2 999.0 99.0 99.00
2010 01 09 06 50 221  2.0  3.1  2.19 16.00 11.81 283 1020.6  15.1  15.2 999.0 99.0 99.00
2010 01 09 07 50 217  1.7  2.3  1.88 14.81 11.16 288 1020.3  15.1  15.1 999.0 99.0 99.00
2010 01 09 08 50 182  1.5  1.8  2.04 16.00 11.50 286 1019.8  15.0  15.1 999.0 99.0 99.00
2010 01 09 09 50  64  1.3  1.8  1.89 16.00 11.41 281 1020.0  14.7  15.1 999.0 99.0 99.00
2010 01 09 10 50  97  1.5  2.2  1.96 13.79 11.56 280 1019.9  14.8  15.1 999.0 99.0 99.00
2010 01 09 11 50 129  1.8  2.8  1.72 12.90 10.61 282 1019.6  14.8  14.9 999.0 99.0 99.00
2010 01 09 12 50  57  1.7  2.4  1.80 14.81 10.73 276 1019.2  14.9  14.9 999.0 99.0 99.00
2010 01 09 13 50  43  2.1  2.8  1.68 16.00 10.54 284 1019.5  14.9  14.9 999.0 99.0 99.00
2010 01 09 14 50 146  1.6  2.4  1.82 14.81 10.96 279 1020.0  14.9  15.0 999.0 99.0 99.00
2010 01 09 15 50 140  0.2  0.8  1.95 16.00 10.44 286 1020.9  14.9  15.0 999.0 99.0 99.00
2010 01 09 16 50 120  1.5  2.6  2.02 14.81 10.60 281 1021.5  16.1  15.0 999.0 99.0 99.00
2010 01 09 17 50  32  0.8  1.4  1.91 14.81 10.13 282 1022.2  16.1  15.0 999.0 99.0 99.00
2010 01 09 18 50  52  0.6  1.7  1.93 16.00 10.26 288 1022.0  15.6  15.1 999.0 99.0 99.00
2010 01 09 19 50  45  0.9  1.6  2.00 13.79 10.31 281 1020.9  16.1  15.3 999.0 99.0 99.00
2010 01 09 20 50  12  1.5  2.5  2.10 14.81 10.59 288 1020.1  16.3  15.5 999.0 99.0 99.00
2010 01 09 21 50 321  2.5  3.0  1.97 13.79 10.46 278 1019.8  16.2  15.7 999.0 99.0 99.00
2010 01 09 22 50 304  3.0  3.7  2.05 14.81 11.09 290 1019.5  16.0  15.8 999.0 99.0 99.00
2010 01 09 23 50 306  3.1  4.0  2.02 14.81 11.36 282 1019.1  15.9  15.7 999.0 99.0 99.00
2010 01 10 00 50 271  1.9  2.8  2.26 16.00 11.21 283 1018.9  16.3  15.6 999.0 99.0 99.00
2010 01 10 01 50 115  3.1  4.2  2.02 16.00 10.69 280 1018.3  15.5  15.6 999.0 99.0 99.00
2010 01 10 02 50 128  5.2  7.2  2.10 14.81 10.88 261 1018.6  15.6  15.4 999.0 99.0 99.00
2010 01 10 03 50 280  4.0  6.0 99.00 99.00 99.00 999 1020.0  15.7  15.3 999.0 99.0 99.00
2010 01 10 04 50 239  3.2  4.0  1.81 13.79 10.47 278 1019.9  15.6  15.3 999.0 99.0 99.00
2010 01 10 05 50 262  2.2  2.8  1.62 14.81  9.64 282 1019.8  16.3  15.2 999.0 99.0 99.00
2010 01 10 06 50 232  3.3  3.9 99.00 99.00 99.00 999 1019.8  16.2  15.2 999.0 99.0 99.00
2010 01 10 07 50 228  4.8  5.6  1.77 14.81  8.70 274 1019.7  15.1  15.1 999.0 99.0 99.00
2010 01 10 08 50 256  2.7  3.4  1.84 14.81  8.95 278 1019.6  15.6  15.1 999.0 99.0 99.00
2010 01 10 09 50 212  2.6  3.4 99.00 99.00 99.00 999 1019.5  15.2  15.1 999.0 99.0 99.00
2010 01 10 10 50 235  3.5  4.3  1.93 12.90  9.99 270 1019.1  15.4  15.1 999.0 99.0 99.00
2010 01 10 11 50 250  2.9  3.6  1.93 14.81 10.20 277 1018.6  15.3  15.0 999.0 99.0 99.00
2010 01 10 12 50 273  1.1  1.9 99.00 99.00 99.00 999 1018.3  15.2  14.9 999.0 99.0 99.00
2010 01 10 13 50 256  1.0  1.9  2.06 14.81 10.66 277 1018.5  14.9  14.9 999.0 99.0 99.00
2010 01 10 14 50 151  1.6  2.2  2.01 16.00 10.94 276 1018.6  14.7  14.9 999.0 99.0 99.00
