#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi    ft
2007 01 05 02 00 279  9.7 11.6  1.63  5.00  4.78 999 1015.2  14.9  15.6 999.0 99.0 99.00
2007 01 05 03 00 286 12.9 15.6  2.14  6.25  5.07 999 1014.6  14.6  15.6 999.0 99.0 99.00
2007 01 05 04 00 287 15.1 19.6  2.53  6.67  5.36 999 1014.7  13.7  15.6 999.0 99.0 99.00
2007 01 05 05 00 290 16.2 19.1  3.17  6.67  5.74 999 1014.0  13.7  15.5 999.0 99.0 99.00
2007 01 05 06 00 293 16.7 21.2  3.51  7.69  5.87 999 1013.9  13.2  15.6 999.0 99.0 99.00
2007 01 05 07 00 294 16.7 19.8  3.75  7.69  5.89 999 1014.1  12.9  15.6 999.0 99.0 99.00
2007 01 05 08 00 299 18.3 21.8  3.70  7.69  5.92 999 1013.6  12.6  15.5 999.0 99.0 99.00
2007 01 05 09 00 299 16.7 21.2  3.78  6.67  6.08 999 1013.9  12.3  15.5 999.0 99.0 99.00
2007 01 05 10 00 300 16.0 19.2  3.59  7.14  5.95 999 1014.6  12.0  15.5 999.0 99.0 99.00
2007 01 05 11 00 312 14.5 18.0  3.55  7.69  6.13 999 1015.6  12.4  15.4 999.0 99.0 99.00
2007 01 05 12 00 331 13.8 16.6  3.15  6.67  5.89 999 1017.0  12.9  15.3 999.0 99.0 99.00
2007 01 05 13 00 330 14.2 17.1  2.87  7.14  5.72 999 1016.7  12.4  15.3 999.0 99.0 99.00
2007 01 05 14 00 338 13.6 17.0  2.84  7.14  5.83 999 1017.5  12.4  15.2 999.0 99.0 99.00
2007 01 05 15 00 332 12.1 15.1  2.57  5.56  5.87 999 1019.2  12.3  15.2 999.0 99.0 99.00
2007 01 05 16 00 341 12.9 15.0  2.60  6.25  5.66 999 1020.1  12.1  15.2 999.0 99.0 99.00
2007 01 05 17 00 332 12.0 15.0  2.70  6.67  6.13 999 1021.4  11.9  15.3 999.0 99.0 99.00
2007 01 05 18 00 349  8.0 10.1  2.67  7.14  6.36 999 1022.7  11.8  15.3 999.0 99.0 99.00
2007 01 05 19 00 339  5.8  7.0  2.48 16.00  6.90 999 1022.9  12.1  15.2 999.0 99.0 99.00
2007 01 05 20 00 322  6.0  7.1  2.36 16.00  6.65 999 1022.2  12.3  15.1 999.0 99.0 99.00
2007 01 05 21 00 323  7.0  8.4  2.47 14.81  7.00 999 1021.7  12.8  15.1 999.0 99.0 99.00
2007 01 05 22 00 315  6.5  9.6  2.34 12.12  6.88 999 1021.9  13.4  15.0 999.0 99.0 99.00
2007 01 05 23 00 313  7.6  9.3  2.37 12.12  6.99 999 1021.9  13.6  15.0 999.0 99.0 99.00
2007 01 06 00 00 312  8.5  9.9  2.50 12.12  7.09 999 1022.6  13.5  14.9 999.0 99.0 99.00
2007 01 06 01 00 308  9.8 11.4  2.34 12.12  6.33 999 1022.9  13.8  14.9 999.0 99.0 99.00
2007 01 06 02 00 301  9.1 10.7  2.47 13.79  6.33 999 1023.8  14.1  14.8 999.0 99.0 99.00
2007 01 06 03 00 310  9.8 11.8  2.20 12.12  5.89 999 1023.9  14.4  14.8 999.0 99.0 99.00
2007 01 06 04 00 327  9.3 11.0  2.13 11.43  5.65 999 1024.4  14.3  14.8 999.0 99.0 99.00
2007 01 06 05 00 347  8.7 10.7  2.08 12.90  5.60 999 1025.1  14.5  14.8 999.0 99.0 99.00
2007 01 06 06 00   2 13.9 16.2  1.94 14.81  5.13 999 1024.8  14.6  14.7 999.0 99.0 99.00
2007 01 06 07 00 358 14.6 18.3  2.10 13.79  4.99 999 1024.7  14.3  14.7 999.0 99.0 99.00
2007 01 06 08 00   7 12.9 16.0  2.31 14.81  5.32 999 1025.4  14.3  14.7 999.0 99.0 99.00
2007 01 06 09 00   3 10.3 12.3  2.13 13.79  5.37 999 1025.5  14.0  14.7 999.0 99.0 99.00
2007 01 06 10 00   4 10.7 13.1  1.89 16.00  5.32 999 1025.4  14.2  14.7 999.0 99.0 99.00
2007 01 06 11 00  11 10.3 13.3  1.78 13.79  5.15 999 1026.1  14.5  14.8 999.0 99.0 99.00
2007 01 06 12 00  11 12.0 14.9  2.00  4.35  5.01 999 1025.8  14.5  14.7 999.0 99.0 99.00
2007 01 06 13 00   9 10.1 11.6  1.97 13.79  5.31 999 1026.0  14.5  14.7 999.0 99.0 99.00
2007 01 06 14 00  12 11.1 13.5  2.05  5.00  5.26 999 1025.6  14.6  14.8 999.0 99.0 99.00
2007 01 06 15 00 351 10.3 12.4  1.82 12.90  5.11 999 1025.5  14.7  14.9 999.0 99.0 99.00
2007 01 06 16 00 323  4.5  6.2  1.66  4.76  5.30 999 1026.2  14.7  15.0 999.0 99.0 99.00
2007 01 06 17 00  33  2.8  3.8  1.61 12.90  5.60 999 1026.6  15.2  15.0 999.0 99.0 99.00
2007 01 06 18 00 336  6.2  7.5  1.60 11.43  5.95 999 1026.7  14.3  15.1 999.0 99.0 99.00
2007 01 06 19 00 315  6.8  8.3  1.36 12.12  5.91 999 1025.4  14.8  15.1 999.0 99.0 99.00
2007 01 06 20 00 313  7.9  9.2  1.35 10.81  5.14 999 1024.3  14.4  15.2 999.0 99.0 99.00
2007 01 06 21 00 298  7.8  9.5  1.49 13.79  5.28 999 1023.1  14.1  15.2 999.0 99.0 99.00
2007 01 06 22 00 278  7.0  8.2  1.30 13.79  4.99 999 1022.7  13.8  15.2 999.0 99.0 99.00
2007 01 06 23 00 268  4.6  5.4  1.19 12.90  5.03 999 1022.9  13.9  15.2 999.0 99.0 99.00
2007 01 07 00 00 279  5.7  6.7  1.15 11.43  5.26 999 1022.4  14.0  15.2 999.0 99.0 99.00
2007 01 07 01 00 211  3.9  4.5  1.12 10.00  5.50 999 1022.1  14.4  15.1 999.0 99.0 99.00
2007 01 07 02 00 287  3.9  4.7  1.28  7.14  5.55 999 1022.0  14.9  15.1 999.0 99.0 99.00
2007 01 07 03 00 300  2.7  3.3  1.37  7.14  5.33 999 1022.5  14.7  15.1 999.0 99.0 99.00
2007 01 07 04 00 348  1.1  1.7  1.64 12.12  5.90 999 1023.2  14.8  15.1 999.0 99.0 99.00
2007 01 07 05 00 335  3.4  4.6  1.62  6.67  5.73 999 1023.6  15.2  15.1 999.0 99.0 99.00
2007 01 07 06 00 341  3.1  3.7  1.47  6.25  5.44 999 1023.9  14.7  15.1 999.0 99.0 99.00
2007 01 07 07 00  12  1.9  2.4  1.48  7.14  5.79 999 1023.8  14.7  15.1 999.0 99.0 99.00
2007 01 07 08 00  56  2.0  3.0  1.22 11.43  5.79 999 1023.8  15.1  15.1 999.0 99.0 99.00
2007 01 07 09 00  89  5.1  5.9  1.18 12.12  6.03 999 1023.5  14.5  15.1 999.0 99.0 99.00
2007 01 07 10 00  57  1.7  2.3  1.04  6.67  5.60 999 1024.4  14.8  15.1 999.0 99.0 99.00
2007 01 07 11 00 351  1.9  3.3  1.15 13.79  5.79 999 1024.4  14.8  15.0 999.0 99.0 99.00
2007 01 07 12 00 355  5.1  6.1  1.11 12.90  5.72 999 1024.3  15.9  15.0 999.0 99.0 99.00
2007 01 07 13 00 323  2.1  2.8  1.06  8.33  5.75 999 1024.3  18.2  15.1 999.0 99.0 99.00
2007 01 07 14 00 126  1.2  1.9  1.10 10.81  5.57 999 1024.8  17.4  15.1 999.0 99.0 99.00
2007 01 07 15 00  91  3.1  5.4  1.06 12.12  5.36 999 1025.4  19.6  15.1 999.0 99.0 99.00
2007 01 07 16 00   8  6.6  7.9  1.51 12.90  4.74 999 1025.6  17.8  15.1 999.0 99.0 99.00
2007 01 07 17 00  90  2.7  4.1  1.56  4.55  4.71 999 1026.7  17.9  15.1 999.0 99.0 99.00
2007 01 07 18 00  54  7.0  8.3  1.77  5.26  5.00 999 1026.6  17.9  15.2 999.0 99.0 99.00
2007 01 07 19 00  51  6.2  7.2  1.50 11.43  5.06 999 1026.7  18.6  15.2 999.0 99.0 99.00
2007 01 07 20 00  15  7.8  9.3  1.36  9.09  4.96 999 1025.6  18.7  15.2 999.0 99.0 99.00
2007 01 07 21 00  10  6.5  7.6  1.42  9.09  5.48 999 1024.8  19.3  15.3 999.0 99.0 99.00
2007 01 07 22 00  11  7.2  8.5  1.47 10.00  5.47 999 1023.7  19.1  15.3 999.0 99.0 99.00
2007 01 07 23 00  26  9.1 10.4  1.51  9.09  4.80 999 1023.2  19.8  15.3 999.0 99.0 99.00
2007 01 08 00 00  24  8.0  9.3  1.48  4.76  4.72 999 1023.2  19.4  15.3 999.0 99.0 99.00
2007 01 08 01 00  31  7.6  8.9  1.66  5.00  4.81 999 1023.2  19.3  15.3 999.0 99.0 99.00
2007 01 08 02 00  29  8.7 10.2  1.62  4.55  4.54 999 1023.4  19.2  15.2 999.0 99.0 99.00
2007 01 08 03 00  28  7.1  8.5  1.59  4.76  4.84 999 1024.0  19.1  15.2 999.0 99.0 99.00
2007 01 08 04 00  42  5.1  6.3  1.42  4.76  4.50 999 1024.2  18.3  15.2 999.0 99.0 99.00
2007 01 08 05 00  27  5.5  6.4  1.35  5.00  4.47 999 1024.1  18.2  15.2 999.0 99.0 99.00
2007 01 08 06 00  10  4.6  5.1  1.21  5.00  4.44 999 1023.7  17.5  15.2 999.0 99.0 99.00
2007 01 08 07 00  33  3.3  3.8  1.15  4.55  4.34 999 1023.6  17.7  15.2 999.0 99.0 99.00
2007 01 08 08 00  31  2.0  2.5  1.02  4.55  4.25 999 1023.2  17.2  15.2 999.0 99.0 99.00
2007 01 08 09 00  18  1.9  2.4  1.07  4.76  4.52 999 1022.8  17.9  15.3 999.0 99.0 99.00
2007 01 08 10 00  40  1.4  1.9  1.09  4.55  4.73 999 1022.3  17.2  15.3 999.0 99.0 99.00
2007 01 08 11 00  80  0.5  1.4  1.10 13.79  5.03 999 1021.8  16.8  15.3 999.0 99.0 99.00
2007 01 08 12 00 286  1.1  1.7  1.08 12.90  5.22 999 1021.4  16.8  15.2 999.0 99.0 99.00
2007 01 08 13 00 350  1.1  1.5  1.17 14.81  5.48 999 1021.2  17.7  15.2 999.0 99.0 99.00
2007 01 08 14 00 306  0.3  0.6  1.14 11.43  5.32 999 1021.3  17.3  15.2 999.0 99.0 99.00
2007 01 08 15 00  49  0.9  1.6  1.20 12.12  5.59 999 1021.5  17.1  15.2 999.0 99.0 99.00
2007 01 08 16 00 284  0.3  0.8  1.11 11.43  5.59 999 1022.0  17.3  15.2 999.0 99.0 99.00
2007 01 08 17 00 329  1.5  2.1  1.21 12.90  5.64 999 1022.3  17.8  15.2 999.0 99.0 99.00
2007 01 08 18 00 317  1.7  2.2  1.27 13.79  5.64 999 1022.5  17.2  15.3 999.0 99.0 99.00
2007 01 08 19 00 292  0.7  1.5  1.17 13.79  5.31 999 1021.8  18.6  15.5 999.0 99.0 99.00
2007 01 08 20 00 265  1.2  1.8  1.21 11.43  5.19 999 1020.8  17.3  15.7 999.0 99.0 99.00
2007 01 08 21 00 257  0.2  0.5  1.30 12.90  5.50 999 1019.3  19.4  15.6 999.0 99.0 99.00
2007 01 08 22 00 180  0.1  0.4  1.07  9.09  4.96 999 1018.5  20.1  16.0 999.0 99.0 99.00
2007 01 08 23 00  22  2.5  2.8  1.15 12.12  5.49 999 1018.0  20.2  16.5 999.0 99.0 99.00
2007 01 09 00 00  10  2.8  3.5  1.00 12.12  5.10 999 1018.1  20.6  16.2 999.0 99.0 99.00
2007 01 09 01 00  22  4.5  5.4  1.05 12.12  5.35 999 1018.1  19.6  15.7 999.0 99.0 99.00
2007 01 09 02 00  23  4.9  5.5  0.92 11.43  5.06 999 1018.2  19.1  15.2 999.0 99.0 99.00
2007 01 09 03 00  24  5.3  6.0  0.95 17.39  5.42 999 1018.3  19.3  15.1 999.0 99.0 99.00
2007 01 09 04 00  34  4.6  5.4  0.95 17.39  5.80 999 1018.3  18.9  14.9 999.0 99.0 99.00
2007 01 09 05 00  32  5.7  6.3  0.83 16.00  5.50 999 1018.0  19.4  14.9 999.0 99.0 99.00
2007 01 09 06 00  33  5.4  5.9  0.81 17.39  5.55 999 1018.0  19.3  14.9 999.0 99.0 99.00
2007 01 09 07 00  51  3.1  4.1  0.84 16.00  5.92 999 1017.9  18.5  14.8 999.0 99.0 99.00
2007 01 09 08 00 100  1.3  2.5  0.85 12.90  5.64 999 1017.6  17.2  14.7 999.0 99.0 99.00
2007 01 09 09 00  68  2.3  2.7  0.94 13.79  6.08 999 1017.2  17.7  14.8 999.0 99.0 99.00
2007 01 09 10 00  73  1.2  1.7  0.94 14.81  5.87 999 1017.3  16.8  14.8 999.0 99.0 99.00
2007 01 09 11 00  49  0.9  1.2  0.95 16.00  6.19 999 1017.3  17.1  14.6 999.0 99.0 99.00
2007 01 09 12 00  77  2.3  2.7  0.92 16.00  6.22 999 1017.0  17.5  14.5 999.0 99.0 99.00
2007 01 09 13 00  86  2.3  2.8  0.79 17.39  5.81 999 1016.8  16.9  14.5 999.0 99.0 99.00
2007 01 09 14 00  96  2.7  3.1  0.84 14.81  6.42 999 1016.9  16.2  14.5 999.0 99.0 99.00
2007 01 09 15 00  79  3.2  3.6  0.86 14.81  6.43 999 1017.2  16.8  14.6 999.0 99.0 99.00
2007 01 09 16 00 109  3.8  4.4  0.81 13.79  6.79 999 1017.4  16.8  14.6 999.0 99.0 99.00
2007 01 09 17 00  97  2.4  3.1  0.72 12.90  6.05 999 1018.2  16.3  14.7 999.0 99.0 99.00
2007 01 09 18 00 128  3.2  3.8  0.81 16.00  6.78 999 1018.7  16.2  14.9 999.0 99.0 99.00
2007 01 09 19 00 133  3.0  3.4  0.84 14.81  6.68 999 1018.4  16.8  15.1 999.0 99.0 99.00
2007 01 09 20 00 126  2.4  3.0  0.89 16.00  6.95 999 1017.5  17.3  15.3 999.0 99.0 99.00
2007 01 09 21 00 168  2.2  2.8  0.84 14.81  6.21 999 1016.3  17.6  15.3 999.0 99.0 99.00
2007 01 09 22 00 205  0.6  1.0  0.77 16.00  5.91 999 1015.6  19.0  15.7 999.0 99.0 99.00
2007 01 09 23 00 221  1.7  2.0  0.73 14.81  6.32 999 1015.2  18.5  16.1 999.0 99.0 99.00
2007 01 10 00 00 230  3.1  3.3  0.78 12.90  7.03 999 1015.2  17.8  15.5 999.0 99.0 99.00
2007 01 10 01 00 265  1.8  2.8  0.86 16.00  7.96 999 1015.0  17.2  15.3 999.0 99.0 99.00
2007 01 10 02 00 356  0.8  1.7  0.80 16.00  7.24 999 1015.2  16.7  15.3 999.0 99.0 99.00
2007 01 10 03 00 330  2.4  2.7  0.89 16.00  7.81 999 1015.6  16.2  15.1 999.0 99.0 99.00
2007 01 10 04 00 326  2.1  2.3  0.82 14.81  7.52 999 1015.8  16.4  15.1 999.0 99.0 99.00
2007 01 10 05 00 338  1.6  2.0  0.85 14.81  7.54 999 1016.1  16.4  15.0 999.0 99.0 99.00
2007 01 10 06 00 285  0.6  0.9  0.80 14.81  7.24 999 1016.3  16.5  15.0 999.0 99.0 99.00
2007 01 10 07 00 163  3.4  4.1  0.79 14.81  6.71 999 1016.4  15.2  15.1 999.0 99.0 99.00
2007 01 10 08 00 155  2.4  2.8  0.69 12.12  6.44 999 1016.1  15.3  15.1 999.0 99.0 99.00
2007 01 10 09 00 141  1.9  2.4  0.71 13.79  7.23 999 1015.7  15.1  15.0 999.0 99.0 99.00
2007 01 10 10 00  94  2.8  3.1  0.64 13.79  6.49 999 1015.5  14.8  15.0 999.0 99.0 99.00
2007 01 10 11 00  77  3.8  4.3  0.68 14.81  6.88 999 1014.8  14.9  14.9 999.0 99.0 99.00
2007 01 10 12 00  82  3.7  4.6  0.68 12.12  7.09 999 1014.2  14.8  14.8 999.0 99.0 99.00
