FieldID,ID,Deploy_ID,Island,Site,SubCol,SubCol_Code,Species,Year,Phenology,NestNo,GPS_Y_N,GPS_ID,GPS_programmed_start_datetime_local,DeplSess,GPS_Interval_seconds,GPS_notes,Tagging_Event,Contents,NestPhen,NestPhen1,Chick_Stage,Capture_date_local,Capture_time_local,Release_time_local,UTC_LocalTime_offset_hours,UTC,BandNo,R_L,offset,GPS_TagRecov,TDR_TagRecov,Notes,Capture_loc,Blood_FTA,Blood_vial,Feathers,GPS_Track_File,revised_sample_no,TDR_Y_N,TDR_ID,TDR_File,Sex,How_Sexed,Age,Diet,Mass,Culmen,Lat_DD,Long_DD,Date_Modified,Time_Modified,Wing,Processor,Chick % adult sz,Chick Primaries growing
LEH2014RFBO024A,58,306,Kauai,Lehua,Lehua,LEH,RFBO,2014,EC,24,Y,608,6/13/2014 12:00,2,120,,D,SDC,Early Chick,1,3,6/14/2014,21:45,21:55,-10,6/15/2014 7:55,2007-07148,L,,0,0,,,N,N,N,,,Y,A10313,,M,D,AHY,N,,,22.01551,-160.099253,,,,SJ,,
LEH2014RFBO024A,69,306,Kauai,Lehua,Lehua,LEH,RFBO,2014,EC,24,Y,608,6/13/2014 12:00,2,120,,R,SDC,Early Chick,1,3,6/17/2014,8:16,8:27,-10,6/17/2014 18:16,2007-07148,L,,1,1,,,Y,Y,N,LEH2014RFBO024_061714,,Y,A10313,LEH2014RFBO024_A10313_061714,M,D,AHY,Y,960,84.7,22.01551,-160.099253,,,,SJ,,
LEH2014RFBO025A,48,307,Kauai,Lehua,Lehua,LEH,RFBO,2014,EC,25,Y,622,6/13/2014 12:00,2,120,,D,SDC,Early Chick,1,3,6/14/2014,9:20,9:26,-10,6/14/2014 19:26,2007-07144,L,,0,0,,,N,N,N,,,Y,A10347,,F,D,AHY,Y,,,22.015465,-160.099176,,,,SJ,,
LEH2014RFBO025A,521,307,Kauai,Lehua,Lehua,LEH,RFBO,2014,EC,25,Y,622,6/13/2014 12:00,2,120,,R,SDC,Early Chick,1,3,6/17/2014,21:45,21:59,-10,6/18/2014 7:45,2007-07144,L,,1,1,RECAPTURE OF 2017-24303 REPLACED BAND BECAUSE IT WAS TOO BIG; CHICK C3,,Y,Y,N,LEH2014RFBO025_061714,,Y,A10347,LEH2014RFBO025_A10347_061714,F,D,AHY,Y,1240,87.7,22.015465,-160.099176,7/29/2014,11:50:00,,JF,,
LEH2014RFBO025B,542,308,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,25,Y,712,7/14/2014 12:00,3,120,,D,SGC,Late Chick,2,6A,7/14/2014,22:21,22:41,-10,7/15/2014 8:41,2007-07177,L,,0,0,,,N,N,N,,,Y,A10353,,M,D,AHY,Y,,,22.015465,-160.099176,7/29/2014,13:14:07,,CG,,
LEH2014RFBO025B,598,308,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,25,Y,712,7/14/2014 12:00,3,120,,R,SGC,Late Chick,2,6A,7/17/2014,22:43,22:51,-10,7/18/2014 8:43,2007-07177,L,,1,1,,,Y,Y,N,LEH2014RFBO025B_071714,,Y,A10353,LEH2014RFBO025B_A10353_071714,M,D,AHY,N,960,84.8,22.015465,-160.099176,7/29/2014,16:16:24,,JF,,
LEH2014RFBO026A,47,309,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,26,Y,639,6/13/2014 12:00,2,120,,D,MDC,Early Chick,2,4,6/14/2014,8:40,9:01,-10,6/14/2014 19:01,2007-07143,L,,0,0,,,N,N,N,,,Y,A10349,,F,D,AHY,Y,,,22.015569,-160.099191,,,,SJ,,
LEH2014RFBO026A,73,309,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,26,Y,639,6/13/2014 12:00,2,120,,R,MDC,Early Chick,2,4,6/18/2014,7:24,7:35,-10,6/18/2014 17:24,2007-07143,L,,4,1,"CHICK C4, NO GOOD DATA, FLOODED IMMEDIATELY AFTER DEPOLYMENT",,Y,Y,N,LEH2014RFBO026_061814,,Y,A10349,LEH2014RFBO026_A10349_061814,F,D,AHY,N,1100,88.9,22.015569,-160.099191,7/29/2014,11:48:46,,SJ,,
LEH2014RFBO026B,566,310,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,26,Y,630,7/14/2014 12:00,3,120,,D,LDC,Late Chick,2,5,7/15/2014,9:22,9:32,-10,7/15/2014 19:32,2007-07152,L,,0,0,,,N,N,N,,,Y,A10347,,F,D,AHY,Y,,,22.015569,-160.099191,7/29/2014,14:01:50,,SJ,,
LEH2014RFBO026B,604,310,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,26,Y,630,7/14/2014 12:00,3,120,,R,LDC,Late Chick,2,5,7/18/2014,21:50,22:02,-10,7/19/2014 7:50,2007-07152,L,,1,1,,,Y,Y,N,LEH2014RFBO026B_071814,,Y,A10347,LEH2014RFBO026B_A10347_071814,F,D,AHY,N,1170,92.4,22.015569,-160.099191,7/29/2014,16:25:55,,CG,,
LEH2014RFBO027A,50,311,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,27,Y,643,6/13/2014 12:00,2,120,,D,MDC,Early Chick,2,4,6/14/2014,10:58,11:10,-10,6/14/2014 21:10,2007-07146,L,,0,0,,,N,N,N,,,Y,A10345,,F,D,AHY,N,,,22.015673,-160.09919,,,,SJ,,
LEH2014RFBO027A,72,311,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,27,Y,643,6/13/2014 12:00,2,120,,R,MDC,Early Chick,2,4,6/18/2014,6:22,6:37,-10,6/18/2014 16:22,2007-07146,L,,1,1,CHICK C4,,Y,N,N,LEH2014RFBO027_061814,,Y,A10345,LEH2014RFBO027_A10345_061814,F,D,AHY,N,1050,90.2,22.015673,-160.09919,7/29/2014,11:48:45,,SJ,,
LEH2014RFBO028A,59,312,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,28,Y,619,6/13/2014 12:00,2,120,,D,MDC,Early Chick,2,4,6/14/2014,22:30,22:50,-10,6/15/2014 8:50,2007-07147,L,,0,0,DID NOT RECORD CAP AND REL TIME. LIKELY AROUND 2230-2250,,N,N,N,,,Y,A10316,,U,N,AHY,Y,,,22.015772,-160.099155,,,,SJ,,
LEH2014RFBO029A,504,313,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,29,Y,642,6/13/2014 12:00,2,120,,D,LDC,Late Chick,2,5,6/14/2014,21:51,22:04,-10,6/15/2014 8:04,2007-07140,L,,0,0,DIET?,,N,N,N,,,Y,A10318,,M,D,AHY,Y,,,22.015462,-160.099652,,,,JF,,
LEH2014RFBO029A,606,313,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,29,Y,642,6/13/2014 12:00,2,120,,R,LDC,Late Chick,2,5,7/18/2014,22:40,22:53,-10,7/19/2014 8:40,2007-07140,L,,4,1,,,Y,N,N,LEH2014RFBO029A_071714,,Y,A10318,LEH2014RFBO029A_A10318_071714,M,D,AHY,N,940,80.5,22.015462,-160.099652,7/29/2014,16:30:20,,CG,,
LEH2014RFBO030A,505,314,Kauai,Lehua,Lehua,LEH,RFBO,2014,EC,30,Y,648,6/13/2014 12:00,2,120,,D,MDC,Early Chick,1,3,6/14/2014,22:10,22:24,-10,6/15/2014 8:24,2007-07128,L,,0,0,DIET?,,N,N,N,,,Y,A10312,,M,D,AHY,Y,,,22.015439,-160.099793,,,,JF,,
LEH2014RFBO030A,74,314,Kauai,Lehua,Lehua,LEH,RFBO,2014,EC,30,Y,648,6/13/2014 12:00,2,120,,R,MDC,Early Chick,1,3,6/18/2014,7:24,7:35,-10,6/18/2014 17:24,2007-07128,L,,1,1,CHICK C3,,Y,Y,N,LEH2014RFBO030_061814,,Y,A10312,LEH2014RFBO030_A10312_061814,M,D,AHY,N,1100,88.9,22.015439,-160.099793,7/29/2014,11:48:47,,SJ,,
LEH2014RFBO031A,558,315,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,31,Y,728,7/14/2014 12:00,3,120,,D,SGC,Late Chick,2,6A,7/14/2014,19:28,19:37,-10,7/15/2014 5:37,2007-07160,L,,0,0,,,N,N,N,,,Y,A10313,,F,D,AHY,N,,,22.01545,-160.09761,7/29/2014,13:48:18,,SJ,,
LEH2014RFBO031A,585,315,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,31,Y,728,7/14/2014 12:00,3,120,,R,SGC,Late Chick,2,6A,7/18/2014,21:20,21:30,-10,7/19/2014 7:20,2007-07160,L,,1,1,,,Y,Y,N,LEH2014RFBO031A_071814,,Y,A10313,LEH2014RFBO031A_A10313_071814,F,D,AHY,N,1135,89.3,22.01545,-160.09761,7/29/2014,14:38:21,,SJ,,
LEH2014RFBO032A,559,316,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,32,Y,715,7/14/2014 12:00,3,120,,D,MDC,Early Chick,2,4,7/14/2014,19:50,19:59,-10,7/15/2014 5:59,2007-07159,L,,0,0,,,N,N,N,,,Y,A10355,,F,D,AHY,N,,,22.01543,-160.09761,7/29/2014,13:49:33,,SJ,,
LEH2014RFBO032A,584,316,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,32,Y,715,7/14/2014 12:00,3,120,,R,MDC,Early Chick,2,4,7/18/2014,20:57,21:10,-10,7/19/2014 6:57,2007-07159,L,,1,1,,,Y,Y,N,LEH2014RFBO032A_071814,,Y,A10355,LEH2014RFBO032A_A10355_071814,F,D,AHY,N,1055,87.4,22.01543,-160.09761,7/29/2014,14:36:45,,SJ,,
LEH2014RFBO033A,560,317,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,33,Y,724,7/14/2014 12:00,3,120,,D,SGC,Late Chick,2,6A,7/14/2014,20:24,20:35,-10,7/15/2014 6:35,2007-07158,L,,0,0,,,N,N,N,,,Y,A10340,,M,D,AHY,Y,,,22.015456,-160.099923,7/29/2014,13:51:06,,SJ,,
LEH2014RFBO033A,586,317,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,33,Y,724,7/14/2014 12:00,3,120,,R,SGC,Late Chick,2,6A,7/18/2014,21:51,22:00,-10,7/19/2014 7:51,2007-07158,L,,5,1,,,Y,Y,N,,,Y,A10340,LEH2014RFBO033A_A10340_071814,M,D,AHY,Y,975,80.8,22.015456,-160.099923,7/29/2014,14:40:13,,SJ,,
LEH2014RFBO034A,561,318,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,34,Y,613,7/14/2014 12:00,3,120,,D,LDC,Late Chick,2,5,7/14/2014,20:40,20:51,-10,7/15/2014 6:51,2007-07157,L,,0,0,,,N,N,N,,,Y,A10359,,M,D,AHY,Y,,,22.015457,-160.099947,7/29/2014,13:52:43,,SJ,,
LEH2014RFBO034A,579,318,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,34,Y,613,7/14/2014 12:00,3,120,,R,LDC,Late Chick,2,5,7/17/2014,21:26,21:40,-10,7/18/2014 7:26,2007-07157,L,,1,1,,,Y,Y,N,LEH2014RFBO034A_071714,,Y,A10359,LEH2014RFBO034A_A10359_071714,M,D,AHY,N,885,80.7,22.015457,-160.099947,7/29/2014,14:25:07,,SJ,,
LEH2014RFBO035A,562,319,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,35,Y,618,7/14/2014 12:00,3,120,,D,LDC,Late Chick,2,5,7/14/2014,21:05,21:17,-10,7/15/2014 7:17,2007-07156,L,,0,0,,,N,N,N,,,Y,A10354,,M,D,AHY,Y,,,22.015593,-160.100164,7/29/2014,13:56:03,,SJ,,
LEH2014RFBO035A,580,319,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,35,Y,618,7/14/2014 12:00,3,120,,R,LDC,Late Chick,2,5,7/17/2014,21:45,21:57,-10,7/18/2014 7:45,2007-07156,L,,1,1,,,Y,Y,N,LEH2014RFBO035A_071714,,Y,A10354,LEH2014RFBO035A_A10354_071714,M,D,AHY,N,895,80.9,22.015593,-160.100164,7/29/2014,14:24:57,,SJ,,
LEH2014RFBO036A,563,320,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,36,Y,643,7/14/2014 12:00,3,120,,D,MDC,Early Chick,2,4,7/14/2014,21:31,21:40,-10,7/15/2014 7:40,2007-07155,L,,0,0,2 DIET SAMPLE BAGS,,N,N,N,,,Y,A10363,,F,D,AHY,Y,,,22.015598,-160.100191,7/29/2014,13:57:29,,SJ,,
LEH2014RFBO036A,588,320,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,36,Y,643,7/14/2014 12:00,3,120,,R,MDC,Early Chick,2,4,7/18/2014,22:35,22:45,-10,7/19/2014 8:35,2007-07155,L,,1,1,,,Y,Y,N,LEH2014RFBO036A_071814,,Y,A10363,LEH2014RFBO036A_A10363_071814,F,D,AHY,N,1035,86,22.015598,-160.100191,7/29/2014,14:43:08,,SJ,,
LEH2014RFBO037A,564,321,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,37,Y,641,7/14/2014 12:00,3,120,,D,SGC,Late Chick,2,6A,7/14/2014,21:57,22:06,-10,7/15/2014 8:06,2007-07154,L,,0,0,,,N,N,N,,,Y,A10319,,F,D,AHY,N,,,22.01561,-160.10014,7/29/2014,13:59:13,,SJ,,
LEH2014RFBO037A,587,321,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,37,Y,641,7/14/2014 12:00,3,120,,R,SGC,Late Chick,2,6A,7/18/2014,22:17,22:27,-10,7/19/2014 8:17,2007-07154,L,,1,1,,,Y,Y,N,LEH2014RFBO037A_071814,,Y,A10319,LEH2014RFBO037A_A10319_071814,F,D,AHY,N,1045,82,22.01561,-160.10014,7/29/2014,14:41:28,,SJ,,
LEH2014RFBO038A,565,322,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,38,Y,620,7/14/2014 12:00,3,120,,D,LDC,Late Chick,2,5,7/15/2014,8:55,9:10,-10,7/15/2014 19:10,2007-07153,L,,0,0,DIET SAMPLE IS FROM CHICK,,N,N,N,,,Y,A10356,,F,D,AHY,Y,,,22.015553,-160.099215,7/29/2014,14:00:51,,SJ,,
LEH2014RFBO038A,605,322,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,38,Y,620,7/14/2014 12:00,3,120,,R,LDC,Late Chick,2,5,7/18/2014,22:10,22:20,-10,7/19/2014 8:10,2007-07153,L,,1,1,,,Y,Y,N,LEH2014RFBO038A_071814,,Y,A10356,LEH2014RFBO038A_A10356_071814,F,D,AHY,Y,1030,88.9,22.015553,-160.099215,7/29/2014,16:27:18,,CG,,
LEH2014RFBO041A,535,323,Kauai,Lehua,Lehua,LEH,RFBO,2014,EC,41,Y,601,7/14/2014 12:00,3,120,,D,SDC,Early Chick,1,3,7/14/2014,19:28,19:40,-10,7/15/2014 5:40,1777-28242,L,,0,0,WET DRY TDR,,N,N,N,,,Y,A10315,,M,D,AHY,N,,,22.015648,-160.098004,7/29/2014,13:00:23,,JF,,
LEH2014RFBO041A,610,323,Kauai,Lehua,Lehua,LEH,RFBO,2014,EC,41,Y,601,7/14/2014 12:00,3,120,,R,SDC,Early Chick,1,3,7/19/2014,20:55,21:06,-10,7/20/2014 6:55,1777-28242,L,,1,1,,,Y,Y,N,LEH2014RFBO041A_071914,,Y,A10315,LEH2014RFBO041A_A10315_071914,M,D,AHY,N,810,85.9,22.015648,-160.098004,7/29/2014,16:36:30,,JF,,
LEH2014RFBO042A,536,324,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,42,Y,636,7/14/2014 12:00,3,120,,D,MDC,Early Chick,2,4,7/14/2014,19:52,20:04,-10,7/15/2014 6:04,2007-07171,L,,0,0,WET DRY TDR,,N,N,N,,,Y,A10348,,F,D,AHY,N,,,22.01568,-160.097908,7/29/2014,13:00:07,,JF,,
LEH2014RFBO042A,595,324,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,42,Y,636,7/14/2014 12:00,3,120,,R,MDC,Early Chick,2,4,7/17/2014,21:22,21:34,-10,7/18/2014 7:22,2007-07171,L,,1,1,,,Y,Y,N,LEH2014RFBO042A_071714,,Y,A10348,LEH2014RFBO042A_A10348_071714,F,D,AHY,N,960,86.3,22.01568,-160.097908,7/29/2014,16:10:55,,KM,,
LEH2014RFBO043A,538,325,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,43,Y,722,7/14/2014 12:00,3,120,,D,SGC,Late Chick,2,6A,7/14/2014,20:35,20:44,-10,7/15/2014 6:44,2007-07173,L,,0,0,WET DRY TDR,,N,N,N,,,Y,A10387,,F,D,AHY,N,,,22.015546,-160.098169,7/29/2014,13:07:23,,JF,,
LEH2014RFBO043A,603,325,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,43,Y,722,7/14/2014 12:00,3,120,,R,SGC,Late Chick,2,6A,7/18/2014,21:20,21:30,-10,7/19/2014 7:20,2007-07173,L,,1,1,,,Y,Y,N,LEH2014RFBO043A_071814,,Y,A10387,LEH2014RFBO043A_A10387_071814,F,D,AHY,Y,1040,86.2,22.015546,-160.098169,7/29/2014,16:24:29,,CG,,
LEH2014RFBO044A,540,326,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,44,Y,648,7/14/2014 12:00,3,120,,D,LDC,Late Chick,2,5,7/14/2014,21:32,21:42,-10,7/15/2014 7:42,2007-07175,L,,0,0,,,N,N,N,,,Y,A10317,,M,D,AHY,N,,,22.015362,-160.099069,7/29/2014,13:08:37,,JF,,
LEH2014RFBO044A,597,326,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,44,Y,648,7/14/2014 12:00,3,120,,R,LDC,Late Chick,2,5,7/17/2014,22:18,22:32,-10,7/18/2014 8:18,2007-07175,L,,3,1,GPS FLOODED,,Y,Y,N,LEH2014RFBO044A_071714,,Y,A10317,LEH2014RFBO044A_A10317_071714,M,D,AHY,Y,880,82.4,22.015362,-160.099069,7/29/2014,16:14:52,,KM,,
LEH2014RFBO045A,541,327,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,45,Y,627,7/14/2014 12:00,3,120,,D,SGC,Late Chick,2,6A,7/14/2014,21:51,22:11,-10,7/15/2014 8:11,2007-07176,L,,0,0,,,N,N,N,,,Y,A10362,,F,D,AHY,N,,,22.015393,-160.099181,7/29/2014,13:10:14,,CG,,
LEH2014RFBO045A,612,327,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,45,Y,622,7/14/2014 12:00,3,120,,R,SGC,Late Chick,2,6A,7/20/2014,6:13,6:22,-10,7/20/2014 16:13,2007-07176,L,,1,1,,,Y,Y,N,LEH2014RFBO045A_072014,,Y,A10362,LEH2014RFBO045A_A10362_072014,F,D,AHY,N,1120,87.2,22.015393,-160.099181,7/29/2014,16:39:29,,JF,,
LEH2014RFBO046A,543,328,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,46,Y,711,7/14/2014 12:00,3,120,,D,LDC,Late Chick,2,5,7/15/2014,8:19,8:28,-10,7/15/2014 18:28,2007-07178,L,,0,0,,,N,N,N,,,Y,A10366,,F,D,AHY,N,,,22.015257,-160.097508,7/29/2014,13:16:20,,JF,,
LEH2014RFBO046A,607,328,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,46,Y,711,7/14/2014 12:00,3,120,,R,LDC,Late Chick,2,5,7/18/2014,23:06,23:16,-10,7/19/2014 9:06,2007-07178,L,,1,5,,,Y,Y,N,LEH2014RFBO046A_071814,,Y,A10366,,F,D,AHY,N,,88.6,22.015257,-160.097508,7/29/2014,16:31:46,,JF,,
LEH2014RFBO047A,544,329,Kauai,Lehua,Lehua,LEH,RFBO,2014,EC,47,Y,726,7/14/2014 12:00,3,120,,D,SDC,Early Chick,1,3,7/15/2014,8:56,9:09,-10,7/15/2014 19:09,2007-07179,L,,0,0,,,N,N,N,,,Y,A10350,,M,D,AHY,N,,,22.015484,-160.09861,7/29/2014,13:17:48,,JB,,
LEH2014RFBO047A,611,329,Kauai,Lehua,Lehua,LEH,RFBO,2014,EC,47,Y,726,7/14/2014 12:00,3,120,,R,SDC,Early Chick,1,3,7/19/2014,21:13,21:21,-10,7/20/2014 7:13,2007-07179,L,,1,1,,,Y,Y,N,LEH2014RFBO047A_071914,,Y,A10350,LEH2014RFBO047A_A10350_071914,M,D,AHY,N,840,81.1,22.015484,-160.09861,7/29/2014,16:38:10,,JB,,
LEH2014RFBO048A,554,330,Kauai,Lehua,Lehua,LEH,RFBO,2014,EC,48,Y,621,7/14/2014 12:00,3,120,,D,SDC,Early Chick,1,3,7/16/2014,7:10,7:20,-10,7/16/2014 17:20,2007-07180,L,,0,0,,,N,N,N,,,Y,A10323,,F,D,AHY,N,,,22.015575,-160.099647,7/29/2014,13:36:07,,JF,,
LEH2014RFBO048A,589,330,Kauai,Lehua,Lehua,LEH,RFBO,2014,EC,48,Y,621,7/14/2014 12:00,3,120,,R,SDC,Early Chick,1,3,7/19/2014,21:10,21:21,-10,7/20/2014 7:10,2007-07180,L,,1,1,,,Y,Y,N,LEH2014RFBO048A_071914,,Y,A10323,LEH2014RFBO048A_A10323_071914,F,D,AHY,N,1025,83,22.015575,-160.099647,7/29/2014,14:44:36,,SJ,,
LEH2014RTTR001A,493,331,Kauai,Lehua,Lehua,LEH,RTTR,2014,EC,1,N,,,2,,,N,,,,,6/14/2014,9:00,9:10,-10,6/14/2014 19:00,1125-01882,L,,6,6,"NO TAIL STREAMERS, BOTH JUST MOLTING IN, BIRD NOT TAGGED",,N,N,N,,,N,,,U,N,AHY,N,,,22.01766,-160.098436,,,,JF,,
LEH2014RTTR003A,485,332,Kauai,Lehua,Lehua,LEH,RTTR,2014,EC,3,Y,607,6/13/2014 12:00,2,120,,D,LDC,Early Chick,1,2,6/13/2014,17:35,17:50,-10,6/14/2014 3:50,1125-01869,L,,0,0,1 FULL STREAMER AND I JUST GROWING IN; CHICK C2,,N,N,N,,,Y,A10356,,M,D,AHY,N,645,,22.017785,-160.098493,7/29/2014,11:48:50,,JF,,
LEH2014RTTR003A,513,332,Kauai,Lehua,Lehua,LEH,RTTR,2014,EC,3,Y,607,6/13/2014 12:00,2,120,,R,LDC,Early Chick,1,2,6/16/2014,9:38,9:46,-10,6/16/2014 19:38,1125-01869,L,,1,1,1 FULL STREAMER AND 2 SURROUNDIGN RETRICES; CHICK C2,,Y,Y,N,LEH2014RTTR003_061614,,Y,A10356,LEH2014RTTR003_A10356_061614,M,D,AHY,N,550,58,22.017785,-160.098493,7/29/2014,11:49:42,,JF,,
LEH2014RTTR004A,534,333,Kauai,Lehua,Lehua,LEH,RTTR,2014,EC,4,Y,638,7/14/2014 12:00,3,120,,D,MDC,Early Chick,1,2,7/14/2014,17:02,17:12,-10,7/15/2014 3:12,1125-01894,L,,0,6,,,N,N,N,,,N,,,U,N,AHY,N,525,,22.017778,-160.098578,7/29/2014,12:55:50,,JF,,
LEH2014RTTR008A,51,334,Kauai,Lehua,Lehua,LEH,RTTR,2014,EC,8,Y,647,6/13/2014 12:00,2,120,,D,MDC,Early Chick,1,2,6/14/2014,11:45,11:51,-10,6/14/2014 21:51,1125-01880,L,,0,0,,,N,N,N,,,Y,A10344,,M,D,AHY,Y,700,,22.015445,-160.098534,,,,SJ,,
LEH2014RTTR008A,63,334,Kauai,Lehua,Lehua,LEH,RTTR,2014,EC,8,Y,647,6/13/2014 12:00,2,120,,R,MDC,Early Chick,1,2,6/16/2014,11:10,11:22,-10,6/16/2014 21:10,1125-01880,L,,2,1,CONTENTS=2,,Y,Y,N,,,Y,A10344,LEH2014RTTR008_A10344_061614,M,D,AHY,N,670,63.05,22.015445,-160.098534,7/29/2014,11:48:29,,SJ,,
LEH2014RTTR014A,532,335,Kauai,Lehua,Lehua,LEH,RTTR,2014,MC,14,Y,708,7/14/2014 12:00,3,120,,D,MGC,Early Chick,2,4,7/14/2014,13:45,14:00,-10,7/15/2014 0:00,1125-01892,L,,0,0,1 FULL STREAMER 1 HALF STREAMER 2 SURROUNDING RETRICES AND TOP 2 COVERTS,,N,N,N,,,Y,A10343,,M,D,AHY,N,655,,22.015784,-160.099307,7/29/2014,12:53:51,,JF,,
LEH2014RTTR014A,590,335,Kauai,Lehua,Lehua,LEH,RTTR,2014,MC,14,Y,708,7/14/2014 12:00,3,120,,R,MGC,Early Chick,2,4,7/20/2014,9:35,9:45,-10,7/20/2014 19:35,1125-01892,L,,1,1,CHICK MASS 635G WING 10.5CM P10 1.9CM,,Y,Y,N,LEH2014RTTR014A_072014,,Y,A10343,LEH2014RTTR014A_A10343_072014,M,D,AHY,N,635,64.2,22.015784,-160.099307,7/29/2014,14:47:15,,SJ,,
LEH2014RTTR017A,567,336,Kauai,Lehua,Lehua,LEH,RTTR,2014,MC,17,Y,602,7/14/2014 12:00,3,120,,D,MGC,Late Chick,2,5,7/15/2014,11:39,12:15,-10,7/15/2014 22:15,1125-01874,L,,0,0,,,N,N,N,,,Y,A10360,,M,D,AHY,N,585,,22.015826,-160.099046,7/29/2014,14:03:35,,SJ,,
LEH2014RTTR017A,582,336,Kauai,Lehua,Lehua,LEH,RTTR,2014,MC,17,Y,602,7/14/2014 12:00,3,120,,R,MGC,Late Chick,2,5,7/18/2014,10:41,10:54,-10,7/18/2014 20:41,1125-01874,L,,1,1,DIET FROM CHICK    CHICK MASS 377G CULMEN 45.9MM WING 14.2CM,,Y,Y,N,LEH2014RTTR017A_071814,,Y,A10360,LEH2014RTTR017A_A10360_071814,M,D,AHY,Y,695,60.4,22.015826,-160.099046,7/29/2014,14:32:42,,SJ,,
LEH2014RTTR025A,39,337,Kauai,Lehua,Lehua,LEH,RTTR,2014,EC,25,y,602,6/13/2014 12:00,2,120,,D,LDC,Early Chick,1,3,6/13/2014,15:10,15:29,-10,6/14/2014 1:29,1125-01881,L,,0,0,,,N,N,N,,,Y,A10372,,M,D,AHY,N,625,,22.017061,-160.098884,,,,SJ,,
LEH2014RTTR025A,529,337,Kauai,Lehua,Lehua,LEH,RTTR,2014,EC,25,Y,602,6/13/2014 12:00,2,120,,R,LDC,Early Chick,1,3,6/18/2014,10:24,10:29,-10,6/18/2014 20:24,1125-01881,L,,1,1,CHICK C3,,Y,Y,N,LEH2014RTTR025_061814,,Y,A10372,LEH2014RTTR025_A10372_061814,M,D,AHY,N,660,60.9,22.017061,-160.098884,7/29/2014,11:50:15,,JF,,
LEH2014RTTR036A,487,338,Kauai,Lehua,Lehua,LEH,RTTR,2014,MC,36,Y,609,6/13/2014 12:00,2,120,,D,MDC,Early Chick,2,4,6/13/2014,18:48,18:57,-10,6/14/2014 4:57,1125-01871,L,,0,6,1 FULL STREAMER AND I JUST GROWING IN; CHICK C4,,N,N,N,,,N,,,F,D,AHY,N,550,,22.01602,-160.099263,7/29/2014,11:48:53,,JF,,
LEH2014RTTR036A,507,338,Kauai,Lehua,Lehua,LEH,RTTR,2014,MC,36,Y,609,6/13/2014 12:00,2,120,,R,MDC,Early Chick,2,4,6/15/2014,11:19,11:26,-10,6/15/2014 21:19,1125-01871,L,,2,6,"LOST GPS TAG, ONLY 1 STREAMER STILL PRESENT (MOLTING IN, 2 INCHES); OTHER STREAMER AND BORDERING TAIL FEATHERS MISSING; CHICK C4",,Y,Y,N,,,N,,,F,D,AHY,N,630,59.5,22.01602,-160.099263,7/29/2014,11:49:32,,JF,,
LEH2014RTTR036B,568,339,Kauai,Lehua,Lehua,LEH,RTTR,2014,LC,36,Y,716,7/14/2014 12:00,3,120,,D,LGC,Late Chick,2,8,7/15/2014,12:28,12:46,-10,7/15/2014 22:46,1125-01875,L,,0,0,,,N,N,N,,,Y,A10372,,M,D,AHY,N,600,,22.01602,-160.099263,7/29/2014,14:05:04,,SJ,,
