 Daily Data listing 
COOP  , Obs Time ,Mx Tmp,Mn Tmp,Av Tmp, Precip 
 ID   ,YYMMDDhhmm, Deg.F, Deg.F, Deg.F,   in.  
967803,0610070000,    65,    58,    62,    0.00 
967803,0610080000,    70,    54,    62,    0.01 
967803,0610090000,    70,    55,    62,    0.02 
967803,0610100000,    67,    57,    62,    0.01 
967803,0610110000,    65,    57,    61,    0.00 
967803,0610120000,    66,    57,    62,    0.00 
967803,0610130000,    66,    58,    62,    0.02 
967803,0610140000,    66,    56,    61,    0.56 
967803,0610150000,    65,    55,    60,    0.01 
967803,0610160000,    61,    55,    58,    0.00 
967803,0610170000,    62,    54,    58,    0.01 
967803,0610180000,    63,    53,    58,    0.00 
967803,0610190000,    73,    53,    63,    0.00 
967803,0610200000,    77,    58,    68,    0.00 
967803,0610210000,    77,    55,    66,    0.00 
967803,0610220000,    74,    53,    64,    0.01 
967803,0610230000,    65,    53,    59,    0.00 
967803,0610240000,    65,    53,    59,    0.02 
967803,0610250000,    63,    53,    58,    0.00 
967803,0610260000,    63,    51,    57,    0.02 
967803,0610270000,    75,    54,    64,    0.00 
967803,0610280000,    77,    52,    64,    0.00 
967803,0610290000,    78,    54,    66,    0.00 
967803,0610300000,    63,    51,    57,    0.00 
967803,0610310000,    62,    51,    56,    0.00 
967803,0611010000,    70,    52,    61,    0.00 
967803,0611020000,    63,    55,    59,    0.00 
967803,0611030000,    65,    61,    63,    0.01 
967803,0611040000,    62,    60,    61,    0.00 
967803,0611050000,    65,    57,    61,    0.00 
967803,0611060000,    66,    58,    62,    0.00 
967803,0611070000,    82,    62,    72,    0.00 
967803,0611080000,    79,    58,    68,    0.00 
967803,0611090000,    62,    54,    58,    0.00 
967803,0611100000,    64,    51,    58,         
967803,0611110000,    67,    51,    59,    0.00 
967803,0611120000,    61,    50,    56,    0.00 
967803,0611130000,    67,    52,    60,    0.00 
967803,0611140000,    62,    56,    59,    0.01 
967803,0611150000,    60,    52,    56,    0.02 
967803,0611160000,    72,    52,    62,    0.02 
967803,0611170000,    61,    54,    58,    0.01 
967803,0611180000,    64,    55,    60,    0.00 
967803,0611190000,    68,    56,    62,    0.00 
967803,0611200000,    70,    53,    62,    0.01 
967803,0611210000,    71,    52,    62,    0.00 
967803,0611220000,    64,    54,    59,    0.00 
967803,0611230000,    62,    54,    58,    0.00 
967803,0611240000,    62,    50,    56,    0.00 
967803,0611250000,    58,    50,    54,    0.00 
967803,0611260000,    56,    50,    53,    0.00 
967803,0611270000,    56,    50,    53,    0.16 
967803,0611280000,    58,    48,    53,    0.00 
967803,0611290000,    55,    46,    50,    0.00 
967803,0611300000,    58,    45,    52,    0.00 
967803,0612010000,    57,    47,    52,    0.01 
967803,0612020000,    62,    49,    56,    0.00 
967803,0612030000,    65,    56,    60,    0.00 
967803,0612040000,    68,    54,    61,    0.00 
967803,0612050000,    70,    55,    62,    0.00 
967803,0612060000,    68,    53,    60,    0.00 
967803,0612070000,    67,    51,    59,    0.00 
967803,0612080000,    66,    52,    59,    0.00 
967803,0612090000,    65,    53,    59,    0.13 
967803,0612100000,    59,    51,    55,    0.27 
967803,0612110000,    60,    50,    55,    0.01 
967803,0612120000,    60,    52,    56,    0.00 
967803,0612130000,    59,    54,    56,    0.01 
967803,0612140000,    61,    54,    58,    0.01 
967803,0612150000,    61,    54,    58,    0.00 
967803,0612160000,    60,    50,    55,    0.00 
967803,0612170000,    56,    44,    50,    0.25 
967803,0612180000,    50,    43,    46,    0.01 
967803,0612190000,    54,    44,    49,    0.00 
967803,0612200000,    56,    44,    50,    0.01 
967803,0612210000,    55,    47,    51,    0.00 
967803,0612220000,    57,    50,    54,    0.04 
967803,0612230000,    55,    47,    51,    0.00 
967803,0612240000,    60,    47,    54,    0.01 
967803,0612250000,    66,      ,      ,    0.00 
967803,0612260000,    70,    54,    62,    0.00 
967803,0612270000,    64,    51,    58,    0.18 
967803,0612280000,    56,    45,    50,    0.02 
967803,0612290000,    52,    44,    48,    0.00 
967803,0612300000,    56,    48,    52,    0.00 
967803,0612310000,    58,    50,    54,    0.00 
967803,0701010000,    58,    49,    54,    0.00 
967803,0701020000,    60,    49,    54,    0.00 
967803,0701030000,    65,    50,    58,    0.00 
967803,0701040000,    56,    50,    53,    0.00 
967803,0701050000,    57,    44,    50,    0.01 
967803,0701060000,    52,    44,    48,    0.00 
967803,0701070000,    56,    48,    52,    0.00 
967803,0701080000,    65,    51,    58,    0.00 
967803,0701090000,    72,    60,    66,    0.00 
967803,0701100000,    75,    55,    65,    0.00 
967803,0701110000,    75,    46,    60,    0.00 
967803,0701120000,    53,    41,    47,    0.00 
967803,0701130000,    50,    36,    43,    0.00 
967803,0701140000,    50,    38,    44,    0.00 
967803,0701150000,    52,    41,    46,    0.00 
967803,0701160000,    54,    42,    48,    0.00 
967803,0701170000,    56,    44,    50,    0.03 
967803,0701180000,    52,    44,    48,    0.05 
967803,0701190000,    56,    46,    51,    0.00 
967803,0701200000,    56,    48,    52,    0.00 
967803,0701210000,    56,    46,    51,    0.01 
967803,0701220000,    57,    46,    52,    0.00 
967803,0701230000,    60,    46,    53,    0.00 
967803,0701240000,    62,    48,    55,    0.00 
967803,0701250000,    59,    47,    53,    0.02 
967803,0701260000,    62,    44,    53,    0.00 
967803,0701270000,    58,    49,    54,    0.32 
967803,0701280000,    56,    46,    51,    0.29 
967803,0701290000,    57,    48,    52,    0.20 
967803,0701300000,    54,    49,    52,    0.03 
967803,0701310000,    54,    48,    51,    0.12 
967803,0702010000,    56,    47,    52,    0.00 
967803,0702020000,    56,    45,    50,    0.00 
967803,0702030000,    55,    46,    50,    0.01 
967803,0702040000,    60,    49,    54,    0.02 
967803,0702050000,    68,    54,    61,    0.00 
967803,0702060000,    64,    48,    56,    0.01 
967803,0702070000,    65,    50,    58,    0.02 
967803,0702080000,    61,    52,    56,    0.02 
967803,0702090000,    60,    51,    56,    0.01 
967803,0702100000,    61,    52,    56,    0.01 
967803,0702110000,    59,    52,    56,    0.36 
967803,0702120000,    58,    49,    54,    0.01 
967803,0702130000,    58,    50,    54,    0.01 
967803,0702140000,    56,    50,    53,    0.04 
967803,0702150000,    56,    50,    53,    0.01 
967803,0702160000,    60,    54,    57,    0.00 
967803,0702170000,    68,    60,    64,    0.00 
967803,0702180000,    78,    51,    64,    0.00 
967803,0702190000,    58,    48,    53,    0.03 
967803,0702200000,    56,    50,    53,    0.00 
967803,0702210000,    59,    47,    53,    0.00 
967803,0702220000,    57,    48,    52,    0.01 
967803,0702230000,    53,    43,    48,    0.48 
967803,0702240000,    52,    45,    48,    0.01 
967803,0702250000,    58,    48,    53,    0.01 
967803,0702260000,    58,    48,    53,    0.01 
967803,0702270000,    59,    46,    52,    0.08 
967803,0702280000,    54,    43,    48,    0.05 
967803,0703010000,    54,    44,    49,    0.00 
967803,0703020000,    54,    47,    50,    0.00 
967803,0703030000,    62,    48,    55,    0.00 
967803,0703040000,    66,    54,    60,    0.00 
967803,0703050000,    69,    53,    61,    0.00 
967803,0703060000,    68,    52,    60,    0.00 
967803,0703070000,    64,    49,    56,    0.00 
967803,0703080000,    58,    48,    53,    0.00 
967803,0703090000,    57,    49,    53,    0.00 
967803,0703100000,    56,    50,    53,    0.00 
967803,0703110000,      ,    54,      ,    0.00 
967803,0703120000,    81,    62,    72,    0.00 
967803,0703130000,    83,    54,    68,    0.00 
967803,0703140000,    72,    50,    61,    0.01 
967803,0703150000,    58,    50,    54,    0.00 
967803,0703160000,    60,    50,    55,    0.00 
967803,0703170000,    61,    49,    55,    0.00 
967803,0703180000,    56,    49,    52,    0.00 
967803,0703190000,    58,    50,    54,    0.00 
967803,0703200000,    61,    50,    56,    0.01 
967803,0703210000,    60,    48,    54,    0.04 
967803,0703220000,    58,    49,    54,    0.01 
967803,0703230000,    61,    52,    56,    0.00 
967803,0703240000,    66,    50,    58,    0.00 
967803,0703250000,    62,    49,    56,    0.01 
967803,0703260000,    59,    50,    54,    0.00 
967803,0703270000,    58,    46,    52,    0.03 
967803,0703280000,    55,    45,    50,    0.01 
967803,0703290000,    58,    48,    53,    0.00 
967803,0703300000,    58,    48,    53,    0.00 
967803,0703310000,    66,    48,    57,    0.01 
967803,0704010000,    60,    48,    54,    0.00 
967803,0704020000,    59,    48,    54,    0.00 
967803,0704030000,    60,    49,    54,    0.00 
967803,0704040000,    64,    50,    57,    0.01 
967803,0704050000,    63,    50,    56,    0.00 
967803,0704060000,    61,    50,    56,    0.00 
967803,0704070000,    56,    49,    52,    0.00 
967803,0704080000,    58,    49,    54,    0.01 
967803,0704090000,    59,    49,    54,    0.00 
967803,0704100000,    61,    48,    54,    0.00 
967803,0704110000,    63,    49,    56,    0.00 
967803,0704120000,    60,    47,    54,    0.00 
967803,0704130000,    56,    47,    52,    0.00 
967803,0704140000,    62,    48,    55,    0.00 
967803,0704150000,    58,    48,    53,    0.00 
967803,0704160000,    57,    47,    52,    0.00 
967803,0704170000,    61,    47,    54,    0.00 
967803,0704180000,    57,    45,    51,    0.00 
967803,0704190000,    57,    45,    51,    0.00 
967803,0704200000,    54,    45,    50,    0.76 
967803,0704210000,    58,    46,    52,    0.02 
967803,0704220000,    59,    48,    54,    0.01 
967803,0704230000,    57,    48,    52,    0.42 
967803,0704240000,    58,    47,    52,    0.02 
967803,0704250000,    61,    48,    54,    0.01 
967803,0704260000,    54,    47,    50,    0.00 
967803,0704270000,    58,    48,    53,    0.00 
967803,0704280000,    73,    51,    62,    0.00 
967803,0704290000,    70,    48,    59,    0.00 
967803,0704300000,    62,    48,    55,    0.00 
967803,0705010000,    61,    49,    55,    0.00 
967803,0705020000,    62,    50,    56,    0.01 
967803,0705030000,    60,    48,    54,    0.00 
967803,0705040000,    59,    50,    54,    0.00 
967803,0705050000,    59,    48,    54,    0.02 
967803,0705060000,    58,    49,    54,    0.00 
967803,0705070000,    78,    54,    66,    0.00 
967803,0705080000,    84,    62,    73,    0.00 
967803,0705090000,    75,    50,    62,    0.01 
967803,0705100000,    64,    47,    56,    0.00 
967803,0705110000,    62,    48,    55,    0.00 
967803,0705120000,    61,    47,    54,    0.00 
967803,0705130000,    60,    48,    54,    0.00 
967803,0705140000,    58,    49,    54,    0.00 
967803,0705150000,    58,    48,    53,    0.00 
967803,0705160000,    55,    48,    52,    0.00 
967803,0705170000,    57,    47,    52,    0.00 
967803,0705180000,    61,    49,    55,    0.00 
967803,0705190000,    60,    49,    54,    0.00 
967803,0705200000,    59,    47,    53,    0.00 
967803,0705210000,    60,    48,    54,    0.01 
967803,0705220000,    58,    47,    52,    0.02 
967803,0705230000,    63,    49,    56,    0.00 
967803,0705240000,    66,    49,    58,    0.00 
967803,0705250000,    64,    50,    57,    0.00 
967803,0705260000,    61,    49,    55,    0.00 
967803,0705270000,    58,    50,    54,    0.00 
967803,0705280000,    59,    49,    54,    0.00 
967803,0705290000,    58,    49,    54,    0.00 
967803,0705300000,    62,    49,    56,    0.00 
967803,0705310000,    60,    49,    54,    0.00 
967803,0706010000,    62,    50,    56,    0.00 
967803,0706020000,    61,    50,    56,    0.00 
967803,0706030000,    61,    51,    56,    0.00 
967803,0706040000,    60,    50,    55,    0.00 
967803,0706050000,    61,    51,    56,    0.03 
967803,0706060000,    62,    53,    58,    0.00 
967803,0706070000,    60,    52,    56,    0.00 
967803,0706080000,    60,    49,    54,    0.00 
967803,0706090000,    60,    50,    55,    0.00 
967803,0706100000,    63,    51,    57,    0.00 
967803,0706110000,    65,    49,    57,    0.00 
967803,0706120000,    61,    50,    56,    0.00 
967803,0706130000,    70,    53,    62,    0.00 
967803,0706140000,    75,    54,    64,    0.00 
967803,0706150000,    75,    54,    64,    0.01 
967803,0706160000,    68,    53,    60,    0.01 
967803,0706170000,    63,    51,    57,    0.00 
967803,0706180000,    62,    51,    56,    0.00 
967803,0706190000,    64,    52,    58,    0.00 
967803,0706200000,    66,    51,    58,    0.00 
967803,0706210000,    63,    50,    56,    0.00 
967803,0706220000,    62,    52,    57,    0.00 
967803,0706230000,    64,    51,    58,    0.00 
967803,0706240000,    66,    50,    58,    0.00 
967803,0706250000,    70,    50,    60,    0.00 
967803,0706260000,    64,    51,    58,    0.00 
967803,0706270000,    67,    50,    58,    0.01 
967803,0706280000,    61,    51,    56,    0.01 
967803,0706290000,    62,    53,    58,    0.00 
967803,0706300000,    64,    51,    58,    0.00 
967803,0707010000,    64,    51,    58,    0.00 
967803,0707020000,    64,    52,    58,    0.00 
967803,0707030000,    70,    54,    62,    0.00 
967803,0707040000,    64,    52,    58,    0.00 
967803,0707050000,    65,    53,    59,    0.00 
967803,0707060000,    62,    52,    57,    0.00 
967803,0707070000,    58,    52,    55,    0.00 
967803,0707080000,    61,    49,    55,    0.00 
967803,0707090000,    63,    51,    57,    0.00 
967803,0707100000,    69,    54,    62,    0.00 
967803,0707110000,    68,    52,    60,    0.00 
967803,0707120000,    70,    55,    62,    0.00 
967803,0707130000,    71,    56,    64,    0.00 
967803,0707140000,    72,    54,    63,    0.01 
967803,0707150000,    63,    52,    58,    0.01 
967803,0707160000,    65,    54,    60,    0.00 
967803,0707170000,    64,    54,    59,    0.00 
967803,0707180000,    66,    55,    60,    0.00 
967803,0707190000,    73,    54,    64,    0.00 
967803,0707200000,    66,    54,    60,    0.00 
967803,0707210000,    69,    53,    61,    0.00 
967803,0707220000,    70,    55,    62,    0.00 
967803,0707230000,    67,    55,    61,    0.00 
967803,0707240000,    71,    56,    64,    0.00 
967803,0707250000,    69,    54,    62,    0.00 
967803,0707260000,    65,    54,    60,    0.00 
967803,0707270000,    66,    52,    59,    0.00 
967803,0707280000,    66,    53,    60,    0.00 
967803,0707290000,    60,    53,    56,    0.00 
967803,0707300000,    65,    53,    59,    0.01 
967803,0707310000,    64,    53,    58,    0.00 
967803,0708010000,    68,    54,    61,    0.00 
967803,0708020000,    68,    52,    60,         
967803,0708030000,    70,    52,    61,         
967803,0708040000,    68,    50,    59,    0.00 
967803,0708050000,    73,    57,    65,    0.00 
967803,0708060000,    68,    55,    62,    0.00 
967803,0708070000,    69,    54,    62,         
967803,0708080000,    69,    55,    62,         
967803,0708090000,    67,    55,    61,    0.00 
967803,0708100000,    67,    54,    60,    0.00 
967803,0708110000,    65,    54,    60,         
967803,0708120000,    65,    54,    60,    0.00 
967803,0708130000,    65,    54,    60,    0.00 
967803,0708140000,    68,    54,    61,    0.00 
967803,0708150000,    67,    53,    60,    0.00 
967803,0708160000,    63,    55,    59,    0.00 
967803,0708170000,    66,    53,    60,    0.00 
967803,0708180000,    66,    52,    59,    0.00 
967803,0708190000,    68,    52,    60,    0.00 
967803,0708200000,    66,    54,    60,    0.01 
967803,0708210000,    77,    53,    65,    0.01 
967803,0708220000,    64,    54,    59,    0.01 
967803,0708230000,    63,    53,    58,    0.01 
967803,0708240000,    66,    55,    60,    0.01 
967803,0708250000,    72,    56,    64,    0.00 
967803,0708260000,    75,    58,    66,    0.00 
967803,0708270000,    75,    56,    66,    0.00 
967803,0708280000,    73,    56,    64,    0.00 
967803,0708290000,    72,    56,    64,    0.00 
967803,0708300000,    71,    57,    64,    0.01 
967803,0708310000,    70,    57,    64,    0.01 
967803,0709010000,    72,    56,    64,         
967803,0709020000,    76,    56,    66,         
967803,0709030000,    89,    57,    73,         
967803,0709040000,    69,    54,    62,    0.01 
967803,0709050000,    68,    53,    60,    0.00 
967803,0709060000,    67,    54,    60,    0.02 
967803,0709070000,    76,    57,    66,         
967803,0709080000,    75,    53,    64,    0.00 
967803,0709090000,    75,    55,    65,    0.01 
967803,0709100000,    75,    56,    66,         
967803,0709110000,    70,    55,    62,    0.00 
967803,0709120000,    64,    55,    60,         
967803,0709130000,    70,    56,    63,    0.00 
967803,0709140000,    69,    56,    62,    0.00 
967803,0709150000,    68,    56,    62,    0.00 
967803,0709160000,    69,    56,    62,    0.00 
967803,0709170000,    68,    55,    62,    0.00 
967803,0709180000,    68,    54,    61,         
967803,0709190000,    66,    53,    60,    0.00 
967803,0709200000,    67,    48,    58,    0.00 
967803,0709210000,    69,    52,    60,    0.20 
967803,0709220000,    65,    53,    59,    0.50 
967803,0709230000,    67,    51,    59,    0.00 
967803,0709240000,    71,    53,    62,    0.00 
967803,0709250000,    72,    55,    64,    0.00 
967803,0709260000,    78,    57,    68,         
967803,0709270000,    82,    57,    70,    0.00 
967803,0709280000,    74,    55,    64,         
967803,0709290000,    69,    54,    62,         
967803,0709300000,    68,    52,    60,         
967803,0710010000,    75,    53,    64,    0.01 
967803,0710020000,    67,    53,    60,    0.00 
967803,0710030000,    78,    55,    66,         
967803,0710040000,      ,    54,      ,         
967803,0710050000,      ,    49,      ,         
967803,0710060000,      ,    50,      ,         
967803,0710070000,      ,    53,      ,         
967803,0710080000,      ,    52,      ,         
967803,0710090000,      ,    50,      ,    0.00 
967803,0710100000,      ,    51,      ,    0.00 
967803,0710110000,    67,    53,    60,    0.00 
967803,0710120000,    65,    51,    58,    0.00 
967803,0710130000,    67,    51,    59,    0.28 
967803,0710140000,    64,    53,    58,    0.01 
967803,0710150000,    63,    52,    58,         
967803,0710160000,    63,    52,    58,         
967803,0710170000,    63,    53,    58,    0.01 
967803,0710180000,    64,    53,    58,         
967803,0710190000,    67,    55,    61,         
967803,0710200000,    68,    54,    61,    0.01 
967803,0710210000,    63,    53,    58,         
967803,0710220000,    77,    55,    66,         
967803,0710230000,    81,    59,    70,         
967803,0710240000,    92,    57,    74,         
967803,0710250000,    91,    58,    74,         
967803,0710260000,      ,    51,      ,    0.01 
967803,0710270000,    66,    52,    59,         
967803,0710280000,    58,    50,    54,    0.26 
967803,0710290000,    72,    48,    60,         
967803,0710300000,    70,    52,    61,         
967803,0710310000,    72,    51,    62,    0.00 
967803,0711010000,    66,    57,    62,    0.01 
967803,0711020000,    55,    51,    53,    0.02 
967803,0711030000,    65,    49,    57,    0.01 
967803,0711040000,    65,    45,    55,    0.01 
967803,0711050000,    55,    51,    53,         
967803,0711060000,    60,    50,    55,    0.00 
967803,0711070000,    62,    51,    56,    0.00 
967803,0711080000,    63,    49,    56,    0.01 
967803,0711090000,    61,    51,    56,    0.00 
967803,0711100000,    68,    51,    60,    0.02 
967803,0711110000,    62,    50,    56,    0.01 
967803,0711120000,    61,    52,    56,    0.00 
967803,0711130000,    71,    55,    63,         
967803,0711140000,    76,    60,    68,         
967803,0711150000,    84,    57,    70,         
967803,0711160000,    86,    52,    69,    0.01 
967803,0711170000,    59,    49,    54,    0.00 
967803,0711180000,    56,    47,    52,    0.01 
967803,0711190000,    60,    46,    53,    0.00 
967803,0711200000,    61,    45,    53,    0.00 
967803,0711210000,    61,    40,    50,    0.00 
967803,0711220000,    63,    47,    55,    0.00 
967803,0711230000,    65,    46,    56,    0.00 
967803,0711240000,    62,    48,    55,         
967803,0711250000,    71,    48,    60,         
967803,0711260000,    62,    46,    54,    0.00 
967803,0711270000,    68,    44,    56,    0.00 
967803,0711280000,    72,    47,    60,         
967803,0711290000,    73,    47,    60,         
967803,0711300000,    75,    44,    60,    0.02 
967803,0712010000,    58,    48,    53,    0.00 
967803,0712020000,    59,    41,    50,    0.01 
967803,0712030000,    59,    41,    50,    0.01 
967803,0712040000,    61,    42,    52,    0.00 
967803,0712050000,    65,    52,    58,         
967803,0712060000,    67,    48,    58,    0.00 
967803,0712070000,    62,    50,    56,    0.17 
967803,0712080000,    57,    47,    52,    0.00 
967803,0712090000,    56,    41,    48,    0.00 
967803,0712100000,    61,    40,    50,         
967803,0712110000,    58,    44,    51,         
967803,0712120000,    61,    41,    51,         
967803,0712130000,    63,    43,    53,    0.00 
967803,0712140000,    58,    44,    51,    0.00 
967803,0712150000,    61,    44,    52,    0.02 
967803,0712160000,    60,    45,    52,    0.01 
967803,0712170000,    58,    41,    50,    0.01 
967803,0712180000,    59,    51,    55,    0.06 
967803,0712190000,    55,    50,    52,    0.96 
967803,0712200000,    57,    47,    52,    0.01 
967803,0712210000,    56,    46,    51,    0.10 
967803,0712220000,    75,    39,    57,         
967803,0712230000,    61,    41,    51,         
967803,0712240000,    67,    47,    57,         
967803,0712250000,    65,    42,    54,         
967803,0712260000,    63,    47,    55,         
967803,0712270000,    56,      ,      ,         
967803,0712280000,    53,    43,    48,    0.00 
967803,0712290000,    54,    43,    48,    0.02 
967803,0712300000,    57,    48,    52,    0.00 
967803,0712310000,      ,    46,      ,    0.00 
967803,0801010000,    68,    46,    57,         
967803,0801020000,    73,    48,    60,         
967803,0801030000,    68,    47,    58,         
967803,0801040000,    58,    48,    53,         
967803,0801050000,    56,    50,    53,    0.66 
967803,0801060000,    56,    49,    52,    0.02 
967803,0801070000,    55,    45,    50,    0.50 
967803,0801080000,    54,    45,    50,    0.00 
967803,0801090000,    56,    46,    51,    0.06 
967803,0801100000,    56,    48,    52,    0.00 
967803,0801110000,    58,    50,    54,    0.02 
967803,0801120000,    61,    50,    56,    0.00 
967803,0801130000,    64,    51,    58,         
967803,0801140000,    73,    50,    62,    0.00 
967803,0801150000,    73,    47,    60,    0.00 
967803,0801160000,    59,    45,    52,    0.00 
967803,0801170000,    61,    41,    51,         
967803,0801180000,    59,    41,    50,    0.00 
967803,0801190000,    65,    44,    54,         
967803,0801200000,    66,    46,    56,         
967803,0801210000,    56,    41,    48,    0.00 
967803,0801220000,    57,    43,    50,    0.39 
967803,0801230000,    56,    48,    52,    0.90 
967803,0801240000,    50,    38,    44,    0.96 
967803,0801250000,    53,    44,    48,    0.33 
967803,0801260000,    56,    50,    53,    0.00 
967803,0801270000,    51,    49,    50,    1.13 
967803,0801280000,    58,    45,    52,    0.35 
967803,0801290000,    55,    38,    46,    0.00 
967803,0801300000,    54,    44,    49,    0.00 
967803,0801310000,    54,    37,    46,         
967803,0802010000,    58,    46,    52,    0.00 
967803,0802020000,    55,    39,    47,         
967803,0802030000,    54,    36,    45,    0.38 
967803,0802040000,    55,    45,    50,    0.11 
967803,0802050000,    52,    37,    44,         
967803,0802060000,    59,    40,    50,         
967803,0802070000,    55,    40,    48,         
967803,0802080000,    61,    46,    54,         
967803,0802090000,    65,      ,      ,         
967803,0802100000,    78,      ,      ,         
967803,0802110000,    77,      ,      ,         
967803,0802120000,    78,      ,      ,    0.01 
967803,0802130000,    78,    47,    62,    0.00 
967803,0802140000,    56,    41,    48,    0.00 
967803,0802150000,    61,    41,    51,         
967803,0802160000,    60,    46,    53,    0.01 
967803,0802170000,    59,    47,    53,         
967803,0802180000,    54,    46,    50,         
967803,0802190000,    53,    47,    50,         
967803,0802200000,    61,    50,    56,    0.36 
967803,0802210000,    57,    45,    51,         
967803,0802220000,    57,    48,    52,    1.18 
967803,0802230000,    58,    43,    50,    0.01 
967803,0802240000,    57,    41,    49,    0.68 
967803,0802250000,    59,    48,    54,    0.00 
967803,0802260000,    65,    48,    56,    0.01 
967803,0802270000,    72,    52,    62,         
967803,0802280000,    65,    49,    57,    0.02 
967803,0802290000,    62,    49,    56,    0.00 
967803,0803010000,    58,    48,    53,         
967803,0803020000,    56,      ,      ,         
967803,0803030000,    60,    47,    54,         
967803,0803040000,    69,    49,    59,    0.00 
967803,0803050000,    62,    48,    55,    0.00 
967803,0803060000,    67,    45,    56,    0.01 
967803,0803070000,    65,    47,    56,    0.00 
967803,0803080000,    66,    50,    58,         
967803,0803090000,    61,    48,    54,    0.00 
967803,0803100000,    71,    50,    60,         
967803,0803110000,    75,    51,    63,    0.00 
967803,0803120000,    67,      ,      ,         
967803,0803130000,    59,      ,      ,    0.00 
967803,0803140000,    55,    48,    52,    0.01 
967803,0803150000,    58,    46,    52,         
967803,0803160000,      ,      ,      ,    0.01 
967803,0803170000,    56,    43,    50,    0.00 
967803,0803180000,    59,    45,    52,    0.01 
967803,0803190000,    57,    47,    52,    0.00 
967803,0803200000,    55,    47,    51,         
967803,0803210000,    58,    47,    52,         
967803,0803220000,    61,    48,    54,         
967803,0803230000,    65,    49,    57,         
967803,0803240000,    67,    48,    58,    0.00 
967803,0803250000,    60,    47,    54,         
967803,0803260000,    62,    47,    54,         
967803,0803270000,    61,    42,    52,         
967803,0803280000,    56,      ,      ,         
967803,0803290000,    56,    36,    46,    0.01 
967803,0803300000,    55,    44,    50,    0.00 
967803,0803310000,      ,    43,      ,         
967803,0804010000,    55,    42,    48,         
967803,0804020000,    58,    40,    49,    0.01 
967803,0804030000,    55,    47,    51,    0.48 
967803,0804040000,    60,    48,    54,    0.00 
967803,0804050000,    56,    46,    51,    0.01 
967803,0804060000,    56,    46,    51,         
967803,0804070000,    58,    46,    52,         
967803,0804080000,    56,      ,      ,         
967803,0804090000,    55,    40,    48,         
967803,0804100000,    58,    46,    52,         
967803,0804110000,    61,    48,    54,         
967803,0804120000,    77,    54,    66,         
967803,0804130000,    88,    59,    74,         
967803,0804140000,    88,    40,    64,         
967803,0804150000,    57,      ,      ,         
967803,0804160000,    56,    52,    54,         
967803,0804170000,    59,    47,    53,    0.00 
967803,0804180000,    74,    44,    59,         
967803,0804190000,    58,    45,    52,         
967803,0804200000,    54,      ,      ,         
967803,0804210000,    56,      ,      ,         
967803,0804220000,    57,      ,      ,         
967803,0804230000,    52,      ,      ,         
967803,0804240000,    50,    45,    48,         
967803,0804250000,    59,      ,      ,         
967803,0804260000,    72,    51,    62,         
967803,0804270000,    74,    55,    64,         
967803,0804280000,    76,    53,    64,         
967803,0804290000,    63,    50,    56,         
967803,0804300000,    59,      ,      ,    0.00 
967803,0805010000,    56,      ,      ,         
967803,0805020000,      ,      ,      ,         
967803,0805030000,    64,      ,      ,         
967803,0805040000,    58,    42,    50,    0.00 
967803,0805050000,    59,    47,    53,         
967803,0805060000,    59,    47,    53,         
967803,0805070000,    59,    48,    54,         
967803,0805080000,    55,      ,      ,         
967803,0805090000,    56,    46,    51,         
967803,0805100000,    57,    45,    51,         
967803,0805110000,    59,    48,    54,         
967803,0805120000,    57,    48,    52,         
967803,0805130000,    57,    41,    49,    0.00 
967803,0805140000,    68,    49,    58,    0.00 
967803,0805150000,    74,    49,    62,         
967803,0805160000,    88,    56,    72,         
967803,0805170000,    82,    55,    68,         
967803,0805180000,    84,      ,      ,         
967803,0805190000,    74,    48,    61,    0.00 
967803,0805200000,    58,      ,      ,    0.00 
967803,0805210000,    59,      ,      ,         
967803,0805220000,    57,      ,      ,         
967803,0805230000,    58,      ,      ,         
967803,0805240000,    59,    44,    52,         
967803,0805250000,    62,    44,    53,    0.00 
967803,0805260000,    59,    48,    54,    0.00 
967803,0805270000,    60,    48,    54,         
967803,0805280000,    61,    50,    56,         
967803,0805290000,    64,    51,    58,         
967803,0805300000,    64,    50,    57,         
967803,0805310000,    62,    50,    56,         
967803,0806010000,    58,    49,    54,         
967803,0806020000,    58,    49,    54,         
967803,0806030000,    52,    46,    49,         
967803,0806040000,    57,    46,    52,    0.00 
967803,0806050000,    59,      ,      ,    0.01 
967803,0806060000,    60,    41,    50,    0.00 
967803,0806070000,    57,      ,      ,         
967803,0806080000,    61,    43,    52,    0.00 
967803,0806090000,    68,    50,    59,    0.00 
967803,0806100000,    70,    50,    60,    0.00 
967803,0806110000,    65,    52,    58,    0.00 
967803,0806120000,    69,    49,    59,    0.00 
967803,0806130000,    66,    52,    59,         
967803,0806140000,    64,    51,    58,         
967803,0806150000,    62,    49,    56,    0.00 
967803,0806160000,    61,    49,    55,    0.00 
967803,0806170000,    60,    48,    54,    0.00 
967803,0806180000,    76,    49,    62,         
967803,0806190000,    86,    51,    68,         
967803,0806200000,    95,    67,    81,         
967803,0806210000,   102,    75,    88,         
967803,0806220000,   100,    57,    78,         
967803,0806230000,    99,      ,      ,    0.00 
967803,0806240000,    59,      ,      ,         
967803,0806250000,    62,    42,    52,         
967803,0806260000,    61,    49,    55,         
967803,0806270000,    62,    51,    56,         
967803,0806280000,    67,    53,    60,         
967803,0806290000,    67,    52,    60,         
