 Daily Data listing 
COOP  , Obs Time ,Mx Tmp,Mn Tmp,Av Tmp, Precip 
 ID   ,YYMMDDhhmm, Deg.F, Deg.F, Deg.F,   in.  
967803,1201310000,    59,    49,    54,    0.00 
967803,1202010000,    61,    48,    54,    0.00 
967803,1202020000,    57,    49,    53,    0.00 
967803,1202030000,    63,    45,    54,    0.00 
967803,1202040000,    67,    48,    58,    0.00 
967803,1202050000,    69,    48,    58,    0.00 
967803,1202060000,    66,    44,    55,    0.00 
967803,1202070000,    59,    51,    55,    0.12 
967803,1202080000,    55,    49,    52,    0.53 
967803,1202090000,    65,    53,    59,    0.00 
967803,1202100000,    76,    50,    63,    0.00 
967803,1202110000,    58,    49,    54,    0.01 
967803,1202120000,    56,    49,    52,    0.00 
967803,1202130000,    56,    48,    52,    0.05 
967803,1202140000,    55,    45,    50,    0.12 
967803,1202150000,    55,    48,    52,    0.00 
967803,1202160000,    53,    48,    50,    0.01 
967803,1202170000,    61,    48,    54,    0.00 
967803,1202180000,    57,    47,    52,    0.00 
967803,1202190000,    55,    47,    51,    0.00 
967803,1202200000,    55,    47,    51,    0.00 
967803,1202210000,    55,    44,    50,    0.00 
967803,1202220000,    66,    45,    56,    0.00 
967803,1202230000,    67,    48,    58,    0.00 
967803,1202240000,    63,    48,    56,    0.00 
967803,1202250000,    60,    46,    53,    0.00 
967803,1202260000,    57,    47,    52,    0.00 
967803,1202270000,    57,    43,    50,    0.00 
967803,1202280000,    54,    40,    47,    0.03 
967803,1202290000,    59,    47,    53,         
967803,1203010000,      ,      ,      ,         
967803,1203020000,    65,    47,    56,         
967803,1203030000,    72,    50,    61,         
967803,1203040000,    80,    51,    66,         
967803,1203050000,    61,    45,    53,         
967803,1203060000,    54,    48,    51,         
967803,1203070000,    54,    45,    50,    0.00 
967803,1203080000,    56,    42,    49,    0.00 
967803,1203090000,    69,    52,    60,    0.00 
967803,1203100000,    77,    46,    62,    0.00 
967803,1203110000,    55,    46,    50,    0.00 
967803,1203120000,    54,    44,    49,    0.01 
967803,1203130000,    58,    46,    52,    0.01 
967803,1203140000,    60,    45,    52,    0.01 
967803,1203150000,    62,    47,    54,    0.01 
967803,1203160000,    62,    49,    56,    0.02 
967803,1203170000,    62,    50,    56,    0.59 
967803,1203180000,    54,    40,    47,    0.21 
967803,1203190000,    53,    43,    48,    0.01 
967803,1203200000,    54,    46,    50,    0.00 
967803,1203210000,    60,    42,    51,    0.00 
967803,1203220000,    66,    45,    56,    0.00 
967803,1203230000,    56,    46,    51,    0.00 
967803,1203240000,    57,    40,    48,    0.00 
967803,1203250000,    59,    44,    52,    0.40 
967803,1203260000,    58,    40,    49,    0.43 
967803,1203270000,    59,    43,    51,    0.00 
967803,1203280000,    61,    51,    56,    0.00 
967803,1203290000,    63,    47,    55,    0.05 
967803,1203300000,    57,    47,    52,    0.00 
967803,1203310000,    59,    48,    54,    0.01 
967803,1204010000,    53,    44,    48,    0.15 
967803,1204020000,    55,    49,    52,    0.00 
967803,1204030000,    60,    49,    54,    0.00 
967803,1204040000,    59,    46,    52,    0.00 
967803,1204050000,    57,    47,    52,    0.00 
967803,1204060000,    55,    45,    50,    0.00 
967803,1204070000,    56,    43,    50,    0.00 
967803,1204080000,    65,    42,    54,    0.01 
967803,1204090000,    68,    42,    55,    0.00 
967803,1204100000,    60,    42,    51,    0.00 
967803,1204110000,    61,    48,    54,    1.17 
967803,1204120000,    60,    48,    54,    0.03 
967803,1204130000,    59,    49,    54,    0.07 
967803,1204140000,    56,    44,    50,    0.28 
967803,1204150000,    57,    47,    52,    0.00 
967803,1204160000,    57,    47,    52,    0.00 
967803,1204170000,    63,    49,    56,    0.00 
967803,1204180000,    59,    46,    52,    0.00 
967803,1204190000,    59,    50,    54,    0.00 
967803,1204200000,    61,    48,    54,    0.00 
967803,1204210000,    72,    48,    60,    0.01 
967803,1204220000,    66,    49,    58,    0.01 
967803,1204230000,    66,    49,    58,    0.01 
967803,1204240000,    63,    53,    58,    0.00 
967803,1204250000,    65,    54,    60,    0.03 
967803,1204260000,    73,    53,    63,    0.78 
967803,1204270000,    61,    50,    56,    0.04 
967803,1204280000,    59,    50,    54,    0.00 
967803,1204290000,    60,    47,    54,    0.01 
967803,1204300000,    65,    47,    56,    0.01 
967803,1205010000,    58,    48,    53,    0.01 
967803,1205020000,    57,    48,    52,    0.01 
967803,1205030000,    59,    48,    54,    0.00 
967803,1205040000,    60,    50,    55,    0.00 
967803,1205050000,    60,    48,    54,    0.00 
967803,1205060000,    63,    48,    56,    0.00 
967803,1205070000,    69,    47,    58,    0.00 
967803,1205080000,    66,    48,    57,    0.01 
967803,1205090000,    60,    47,    54,    0.01 
967803,1205100000,    60,    49,    54,    0.00 
967803,1205110000,    59,    49,    54,    0.00 
967803,1205120000,    63,    48,    56,    0.00 
967803,1205130000,    61,    49,    55,    0.00 
967803,1205140000,    61,    52,    56,    0.00 
967803,1205150000,    66,    51,    58,    0.00 
967803,1205160000,    63,    48,    56,    0.00 
967803,1205170000,    58,    48,    53,    0.01 
967803,1205180000,    59,    49,    54,    0.01 
967803,1205190000,    59,    48,    54,    0.00 
967803,1205200000,    60,    48,    54,    0.00 
967803,1205210000,    69,    48,    58,    0.01 
967803,1205220000,    59,    49,    54,    0.01 
967803,1205230000,    61,    51,    56,    0.00 
967803,1205240000,    60,    49,    54,    0.00 
967803,1205250000,    59,    48,    54,    0.00 
967803,1205260000,    59,    49,    54,    0.00 
967803,1205270000,    59,    49,    54,    0.00 
967803,1205280000,    59,    47,    53,    0.00 
967803,1205290000,    61,    48,    54,    0.00 
967803,1205300000,    59,    48,    54,    0.00 
967803,1205310000,    54,    49,    52,    0.00 
967803,1206010000,    60,    49,    54,    0.00 
967803,1206020000,    58,    49,    54,    0.00 
967803,1206030000,    59,    48,    54,    0.00 
967803,1206040000,    61,    50,    56,    0.00 
967803,1206050000,    63,    50,    56,    0.00 
967803,1206060000,    60,    50,    55,    0.00 
967803,1206070000,    59,    49,    54,    0.00 
967803,1206080000,    61,    50,    56,    0.00 
967803,1206090000,    61,    48,    54,    0.00 
967803,1206100000,    63,    47,    55,    0.00 
967803,1206110000,    69,    50,    60,    0.00 
967803,1206120000,    65,    49,    57,    0.01 
967803,1206130000,    59,    49,    54,    0.00 
967803,1206140000,    60,    50,    55,    0.00 
967803,1206150000,    58,    51,    54,    0.00 
967803,1206160000,    63,    51,    57,    0.00 
967803,1206170000,    65,    53,    59,    0.00 
967803,1206180000,    67,    50,    58,    0.00 
967803,1206190000,    61,    51,    56,    0.00 
967803,1206200000,    63,    50,    56,    0.00 
967803,1206210000,    65,    51,    58,    0.00 
967803,1206220000,    63,    50,    56,    0.00 
967803,1206230000,    61,    52,    56,    0.00 
967803,1206240000,    62,    52,    57,    0.00 
967803,1206250000,    64,    52,    58,    0.00 
967803,1206260000,    64,    53,    58,    0.00 
967803,1206270000,    64,    52,    58,    0.00 
967803,1206280000,    65,    50,    58,    0.00 
967803,1206290000,    64,    49,    56,    0.01 
967803,1206300000,    61,    50,    56,    0.01 
967803,1207010000,    61,    50,    56,    0.02 
967803,1207020000,    61,    50,    56,    0.00 
967803,1207030000,    61,    51,    56,    0.00 
967803,1207040000,    63,    51,    57,    0.00 
967803,1207050000,    62,    52,    57,    0.02 
967803,1207060000,    62,    52,    57,    0.01 
967803,1207070000,    61,    51,    56,    0.00 
967803,1207080000,    62,    51,    56,    0.00 
967803,1207090000,    62,    50,    56,    0.00 
967803,1207100000,    60,    50,    55,    0.00 
967803,1207110000,    60,    49,    54,    0.01 
967803,1207120000,    60,    49,    54,    0.01 
967803,1207130000,    68,    50,    59,    0.00 
967803,1207140000,    63,    49,    56,    0.00 
967803,1207150000,    63,    52,    58,    0.00 
967803,1207160000,    66,    55,    60,    0.00 
967803,1207170000,    66,    56,    61,    0.06 
967803,1207180000,      ,      ,      ,         
967803,1207190000,      ,      ,      ,         
967803,1207200000,      ,      ,      ,         
967803,1207210000,    63,    53,    58,    0.00 
967803,1207220000,    66,    51,    58,    0.01 
967803,1207230000,    62,    52,    57,    0.00 
967803,1207240000,    65,    54,    60,    0.00 
967803,1207250000,    66,    54,    60,    0.00 
967803,1207260000,    66,    54,    60,    0.00 
967803,1207270000,    67,    55,    61,    0.00 
967803,1207280000,    65,    52,    58,    0.00 
967803,1207290000,    62,    49,    56,    0.00 
967803,1207300000,    62,    52,    57,    0.00 
967803,1207310000,    64,    47,    56,    0.01 
967803,1208010000,    67,    51,    59,    0.00 
967803,1208020000,    71,    51,    61,    0.00 
967803,1208030000,    63,    51,    57,    0.00 
967803,1208040000,    62,    53,    58,    0.00 
967803,1208050000,    66,    52,    59,    0.00 
967803,1208060000,    62,    52,    57,    0.00 
967803,1208070000,    64,    55,    60,    0.00 
967803,1208080000,    65,    53,    59,    0.00 
967803,1208090000,    65,    52,    58,    0.00 
967803,1208100000,    64,    52,    58,    0.01 
967803,1208110000,    70,    52,    61,    0.00 
967803,1208120000,    73,    52,    62,    0.01 
967803,1208130000,    69,    53,    61,    0.00 
967803,1208140000,    65,    53,    59,    0.01 
967803,1208150000,    64,    52,    58,    0.00 
967803,1208160000,    64,    54,    59,    0.00 
967803,1208170000,    65,    53,    59,    0.01 
967803,1208180000,    65,    55,    60,    0.00 
967803,1208190000,    72,    54,    63,    0.00 
967803,1208200000,    65,    52,    58,    0.00 
967803,1208210000,    65,    52,    58,    0.00 
967803,1208220000,    66,    53,    60,    0.00 
967803,1208230000,    63,    53,    58,    0.00 
967803,1208240000,    63,    53,    58,    0.00 
967803,1208250000,    62,    55,    58,    0.00 
967803,1208260000,    64,    56,    60,    0.00 
967803,1208270000,    67,    56,    62,    0.00 
967803,1208280000,    72,    54,    63,    0.01 
967803,1208290000,    74,    57,    66,    0.00 
967803,1208300000,    72,    56,    64,    0.00 
967803,1208310000,    66,    55,    60,    0.00 
967803,1209010000,    66,    55,    60,    0.00 
967803,1209020000,    66,    55,    60,    0.00 
967803,1209030000,    63,    53,    58,    0.00 
967803,1209040000,    66,    52,    59,    0.00 
967803,1209050000,    69,    53,    61,    0.00 
967803,1209060000,    68,    57,    62,    0.02 
967803,1209070000,    66,    57,    62,    0.02 
967803,1209080000,    67,    55,    61,    0.00 
967803,1209090000,    65,    56,    60,    0.00 
967803,1209100000,    67,    55,    61,    0.00 
967803,1209110000,    65,    53,    59,    0.00 
967803,1209120000,    63,    55,    59,    0.01 
967803,1209130000,    68,    54,    61,    0.01 
967803,1209140000,    63,    54,    58,    0.01 
967803,1209150000,    65,    53,    59,    0.01 
967803,1209160000,    67,    53,    60,    0.01 
967803,1209170000,    65,    53,    59,    0.00 
967803,1209180000,    64,    54,    59,    0.00 
967803,1209190000,    64,    55,    60,    0.00 
967803,1209200000,    64,    54,    59,    0.00 
967803,1209210000,    64,    54,    59,    0.00 
967803,1209220000,    66,    55,    60,    0.00 
967803,1209230000,    70,    52,    61,    0.00 
967803,1209240000,    77,    53,    65,    0.00 
967803,1209250000,    66,    55,    60,    0.00 
967803,1209260000,    65,    55,    60,    0.00 
967803,1209270000,    65,    55,    60,    0.00 
967803,1209280000,    68,    58,    63,    0.00 
967803,1209290000,    68,    55,    62,    0.00 
967803,1209300000,    66,    55,    60,    0.00 
967803,1210010000,    79,    58,    68,    0.00 
967803,1210020000,    94,    72,    83,    0.00 
967803,1210030000,    89,    59,    74,    0.00 
967803,1210040000,    70,    59,    64,    0.00 
967803,1210050000,    68,    57,    62,    0.00 
967803,1210060000,    68,    60,    64,    0.00 
967803,1210070000,    68,    58,    63,    0.00 
967803,1210080000,    68,    57,    62,    0.00 
967803,1210090000,    67,    57,    62,    0.00 
967803,1210100000,    68,    55,    62,    0.00 
967803,1210110000,    69,    53,    61,    0.00 
967803,1210120000,    67,    53,    60,    0.00 
967803,1210130000,    66,    56,    61,    0.00 
967803,1210140000,    68,    57,    62,    0.00 
967803,1210150000,      ,      ,      ,    0.00 
967803,1210160000,    67,    58,    62,    0.00 
967803,1210170000,    76,    59,    68,    0.00 
967803,1210180000,    87,    70,    78,    0.00 
967803,1210190000,    78,    59,    68,    0.00 
967803,1210200000,    62,    56,    59,    0.01 
967803,1210210000,    62,    60,    61,    0.00 
967803,1210220000,    63,    51,    57,    0.00 
967803,1210230000,    67,    53,    60,    0.03 
967803,1210240000,    65,    55,    60,         
967803,1210250000,    65,    57,    61,         
967803,1210260000,    67,    57,    62,         
967803,1210270000,    77,    57,    67,    0.00 
967803,1210280000,    79,    60,    70,    0.00 
967803,1210290000,    80,    50,    65,    0.00 
967803,1210300000,    71,    48,    60,    0.01 
967803,1210310000,    70,    51,    60,    0.00 
967803,1211010000,    64,    54,    59,    0.00 
967803,1211020000,    65,    54,    60,    0.00 
967803,1211030000,    68,    60,    64,    0.01 
967803,1211040000,    69,    61,    65,    0.00 
967803,1211050000,    83,    66,    74,    0.00 
967803,1211060000,    90,    68,    79,    0.00 
967803,1211070000,    82,    55,    68,    0.00 
967803,1211080000,    64,    56,    60,    0.00 
967803,1211090000,    61,    52,    56,    0.05 
967803,1211100000,    62,    47,    54,    0.10 
967803,1211110000,    60,    47,    54,    0.00 
967803,1211120000,    61,    47,    54,    0.00 
967803,1211130000,    64,    49,    56,    0.00 
967803,1211140000,      ,      ,      ,         
967803,1211150000,    75,    54,    64,         
967803,1211160000,    62,    55,    58,         
967803,1211170000,    61,    56,    58,         
967803,1211180000,    62,    50,    56,         
967803,1211190000,    62,    49,    56,         
967803,1211200000,    64,    54,    59,         
967803,1211210000,    64,    54,    59,    0.97 
967803,1211220000,    65,    55,    60,    0.01 
967803,1211230000,    63,    56,    60,    0.00 
967803,1211240000,      ,      ,      ,    0.00 
967803,1211250000,    77,    53,    65,    0.01 
967803,1211260000,    58,    53,    56,    0.00 
967803,1211270000,    61,    50,    56,    0.00 
967803,1211280000,      ,      ,      ,         
967803,1211290000,      ,      ,      ,         
967803,1211300000,      ,      ,      ,         
967803,1212010000,    61,    57,    59,         
967803,1212020000,    60,    56,    58,         
967803,1212030000,    60,    50,    55,         
967803,1212040000,    61,    51,    56,         
967803,1212050000,    62,    54,    58,         
967803,1212060000,    58,    55,    56,         
967803,1212070000,    67,    54,    60,    0.01 
967803,1212080000,    61,    55,    58,    0.00 
967803,1212090000,    61,    56,    58,    0.01 
967803,1212100000,    62,    48,    55,    0.01 
967803,1212110000,    67,    53,    60,    0.01 
967803,1212120000,      ,      ,      ,         
967803,1212130000,    56,    47,    52,         
967803,1212140000,    55,    43,    49,         
967803,1212150000,    56,    48,    52,         
967803,1212160000,    55,    50,    52,         
967803,1212170000,    62,    51,    56,         
967803,1212180000,    54,    45,    50,         
967803,1212190000,    55,    48,    52,         
967803,1212200000,    55,    40,    48,    0.00 
967803,1212210000,    61,    39,    50,    0.01 
967803,1212220000,    59,    50,    54,    0.01 
967803,1212230000,    58,    46,    52,    0.25 
967803,1212240000,    57,    51,    54,    0.14 
967803,1212250000,    58,    48,    53,    0.00 
967803,1212260000,    57,    48,    52,    0.22 
967803,1212270000,    56,    48,    52,    0.01 
967803,1212280000,      ,      ,      ,         
967803,1212290000,      ,      ,      ,         
967803,1212300000,    55,    43,    49,    0.26 
967803,1212310000,    53,    47,    50,    0.00 
967803,1301010000,    55,    42,    48,    0.00 
967803,1301020000,    58,    44,    51,    0.00 
967803,1301030000,    59,    45,    52,    0.00 
967803,1301040000,    65,    42,    54,    0.02 
967803,1301050000,    62,    44,    53,    0.02 
967803,1301060000,    58,    47,    52,    0.15 
967803,1301070000,    54,    46,    50,    0.09 
967803,1301080000,    55,    49,    52,    0.00 
967803,1301090000,    62,    49,    56,    0.00 
967803,1301100000,    56,    46,    51,    0.00 
967803,1301110000,    52,    43,    48,    0.03 
967803,1301120000,    57,    42,    50,    0.14 
967803,1301130000,    51,    37,    44,    0.00 
967803,1301140000,    54,    40,    47,    0.00 
967803,1301150000,    53,    37,    45,    0.00 
967803,1301160000,    56,    43,    50,    0.00 
967803,1301170000,    62,    48,    55,    0.00 
967803,1301180000,    71,    49,    60,    0.00 
967803,1301190000,    72,    50,    61,    0.00 
967803,1301200000,    74,    50,    62,    0.00 
967803,1301210000,    73,    52,    62,    0.00 
967803,1301220000,    75,    52,    64,    0.00 
967803,1301230000,    74,    53,    64,    0.55 
967803,1301240000,    67,    50,    58,    0.55 
967803,1301250000,    56,    51,    54,    1.38 
967803,1301260000,    58,    50,    54,    0.18 
967803,1301270000,    53,    48,    50,    0.00 
967803,1301280000,    53,    47,    50,    0.00 
967803,1301290000,    52,    48,    50,    0.00 
967803,1301300000,      ,      ,      ,         
967803,1301310000,      ,      ,      ,         
967803,1302010000,    68,    48,    58,         
967803,1302020000,    58,    47,    52,         
967803,1302030000,    55,    46,    50,         
967803,1302040000,    55,    47,    51,         
967803,1302050000,    52,    48,    50,         
967803,1302060000,    56,    51,    54,         
967803,1302070000,    56,    48,    52,    0.02 
967803,1302080000,    55,    43,    49,    0.03 
967803,1302090000,    51,    43,    47,    0.10 
967803,1302100000,    54,    42,    48,    0.00 
967803,1302110000,    54,    41,    48,    0.00 
967803,1302120000,    56,    40,    48,    0.00 
967803,1302130000,    61,    46,    54,    0.00 
967803,1302140000,    56,    46,    51,    0.00 
967803,1302150000,    64,    48,    56,    0.00 
967803,1302160000,    75,    54,    64,    0.00 
967803,1302170000,    75,    47,    61,    0.00 
967803,1302180000,    54,    46,    50,    0.00 
967803,1302190000,    53,    46,    50,    0.00 
967803,1302200000,    55,    39,    47,    0.20 
967803,1302210000,    53,    46,    50,    0.00 
967803,1302220000,    55,    44,    50,    0.00 
967803,1302230000,    58,    46,    52,    0.00 
967803,1302240000,    54,    46,    50,    0.00 
967803,1302250000,    61,    45,    53,    0.00 
967803,1302260000,    63,    44,    54,    0.00 
967803,1302270000,    63,    48,    56,    0.00 
967803,1302280000,    69,    47,    58,    0.00 
967803,1303010000,    72,    51,    62,    0.00 
967803,1303020000,    77,    52,    64,    0.00 
967803,1303030000,    74,    49,    62,    0.00 
967803,1303040000,    57,    45,    51,    0.00 
967803,1303050000,    53,    44,    48,    0.00 
967803,1303060000,    55,    47,    51,    0.19 
967803,1303070000,    53,    43,    48,    0.08 
967803,1303080000,    56,    40,    48,    1.13 
967803,1303090000,    54,    47,    50,    0.00 
967803,1303100000,    55,    46,    50,    0.00 
967803,1303110000,    59,    46,    52,    0.00 
967803,1303120000,    59,    46,    52,    0.01 
967803,1303130000,    56,    45,    50,    0.01 
967803,1303140000,    67,    46,    56,    0.00 
967803,1303150000,    55,    48,    52,    0.01 
967803,1303160000,    60,    47,    54,    0.00 
967803,1303170000,    57,    48,    52,    0.00 
967803,1303180000,    58,    48,    53,    0.00 
967803,1303190000,    58,    48,    53,    0.00 
967803,1303200000,    63,    50,    56,    0.00 
967803,1303210000,    64,    49,    56,    0.00 
967803,1303220000,    57,    49,    53,    0.00 
967803,1303230000,    60,    49,    54,    0.00 
967803,1303240000,    66,    49,    58,    0.00 
967803,1303250000,    62,    46,    54,    0.00 
967803,1303260000,    60,    45,    52,    0.00 
967803,1303270000,    57,    48,    52,    0.00 
967803,1303280000,    59,    48,    54,    0.01 
967803,1303290000,    59,    44,    52,    0.02 
967803,1303300000,    60,    50,    55,    0.02 
967803,1303310000,    63,    55,    59,    0.06 
967803,1304010000,    66,    51,    58,    0.06 
967803,1304020000,    64,    52,    58,    0.00 
967803,1304030000,    59,    48,    54,    0.00 
967803,1304040000,    64,    47,    56,    0.00 
967803,1304050000,    66,    49,    58,    0.00 
967803,1304060000,    62,    52,    57,    0.00 
967803,1304070000,    61,    50,    56,    0.00 
967803,1304080000,    61,    48,    54,    0.00 
967803,1304090000,    57,    48,    52,    0.00 
967803,1304100000,    60,    49,    54,    0.00 
967803,1304110000,    72,    48,    60,    0.00 
967803,1304120000,    56,    45,    50,    0.00 
967803,1304130000,    56,    46,    51,    0.00 
967803,1304140000,    55,    46,    50,    0.00 
967803,1304150000,    58,    47,    52,    0.00 
967803,1304160000,    56,    46,    51,    0.00 
967803,1304170000,    57,    45,    51,    0.00 
967803,1304180000,    60,    47,    54,    0.00 
967803,1304190000,    71,    47,    59,    0.00 
967803,1304200000,    67,    48,    58,    0.00 
967803,1304210000,    77,    47,    62,    0.00 
967803,1304220000,    70,    49,    60,    0.00 
967803,1304230000,    61,    48,    54,    0.00 
967803,1304240000,    62,    48,    55,    0.00 
967803,1304250000,    62,    45,    54,    0.01 
967803,1304260000,    67,    49,    58,    0.01 
967803,1304270000,    59,    48,    54,    0.00 
967803,1304280000,    57,    47,    52,    0.01 
967803,1304290000,    57,    48,    52,    0.00 
967803,1304300000,    63,    48,    56,    0.02 
967803,1305010000,    59,    52,    56,    0.00 
967803,1305020000,    68,    49,    58,    0.00 
967803,1305030000,    71,    56,    64,    0.00 
967803,1305040000,    88,    48,    68,    0.00 
967803,1305050000,    63,    53,    58,    0.00 
967803,1305060000,    62,    54,    58,    0.15 
967803,1305070000,    67,    52,    60,    0.00 
967803,1305080000,    68,    51,    60,    0.01 
967803,1305090000,    64,    52,    58,    0.00 
967803,1305100000,    62,    50,    56,    0.00 
967803,1305110000,    60,    50,    55,    0.01 
967803,1305120000,    65,    50,    58,    0.01 
967803,1305130000,    70,    50,    60,    0.00 
967803,1305140000,    62,    49,    56,    0.00 
967803,1305150000,    62,    51,    56,    0.00 
967803,1305160000,    61,    51,    56,    0.00 
967803,1305170000,    59,    50,    54,    0.00 
967803,1305180000,    61,    51,    56,    0.00 
967803,1305190000,    61,    50,    56,    0.00 
967803,1305200000,    62,    49,    56,    0.00 
967803,1305210000,    71,    50,    60,    0.00 
967803,1305220000,    64,    48,    56,    0.00 
967803,1305230000,    60,    47,    54,    0.00 
967803,1305240000,    59,    40,    50,    0.00 
967803,1305250000,    60,    47,    54,    0.00 
967803,1305260000,    60,    48,    54,    0.00 
967803,1305270000,    63,    51,    57,    0.00 
967803,1305280000,    63,    51,    57,    0.00 
967803,1305290000,    60,    51,    56,    0.00 
967803,1305300000,    63,    51,    57,    0.00 
967803,1305310000,    60,    49,    54,    0.00 
967803,1306010000,    64,    51,    58,    0.00 
967803,1306020000,    71,    51,    61,    0.00 
967803,1306030000,    59,    50,    54,    0.03 
967803,1306040000,    65,    51,    58,    0.00 
967803,1306050000,    67,    51,    59,    0.01 
967803,1306060000,    65,    52,    58,    0.00 
967803,1306070000,    62,    50,    56,    0.00 
967803,1306080000,    64,    52,    58,    0.02 
967803,1306090000,    63,    54,    58,    0.01 
967803,1306100000,    66,    55,    60,    0.01 
967803,1306110000,    69,    54,    62,    0.01 
967803,1306120000,    65,    52,    58,    0.01 
967803,1306130000,    64,    52,    58,    0.00 
967803,1306140000,    63,    51,    57,    0.01 
967803,1306150000,    68,    51,    60,    0.01 
967803,1306160000,    62,    50,    56,    0.00 
967803,1306170000,    62,    53,    58,    0.00 
967803,1306180000,    62,    51,    56,    0.00 
967803,1306190000,    62,    52,    57,    0.00 
967803,1306200000,    61,    51,    56,    0.00 
967803,1306210000,    61,    50,    56,    0.00 
967803,1306220000,    61,    50,    56,    0.00 
967803,1306230000,    63,    51,    57,    0.00 
967803,1306240000,    63,    54,    58,    0.01 
967803,1306250000,    70,    54,    62,    0.01 
967803,1306260000,    68,    54,    61,    0.00 
967803,1306270000,    67,    56,    62,    0.00 
967803,1306280000,    75,    55,    65,    0.00 
967803,1306290000,    71,    54,    62,    0.00 
967803,1306300000,    79,    56,    68,    0.00 
967803,1307010000,    73,    58,    66,    0.00 
967803,1307020000,    75,    58,    66,    0.00 
967803,1307030000,    75,    53,    64,    0.00 
967803,1307040000,    70,    54,    62,    0.01 
967803,1307050000,    69,    55,    62,    0.02 
967803,1307060000,    65,    52,    58,    0.00 
967803,1307070000,    64,    55,    60,    0.00 
967803,1307080000,    65,    54,    60,    0.00 
967803,1307090000,    65,    52,    58,    0.00 
967803,1307100000,    64,    52,    58,    0.00 
967803,1307110000,    60,    54,    57,    0.00 
967803,1307120000,    70,    53,    62,    0.00 
967803,1307130000,    65,    52,    58,    0.00 
967803,1307140000,    61,    56,    58,    0.00 
967803,1307150000,    59,    57,    58,    0.00 
967803,1307160000,    62,    59,    60,    0.00 
967803,1307170000,    64,    54,    59,    0.00 
967803,1307180000,    65,    51,    58,    0.00 
967803,1307190000,    60,    50,    55,    0.00 
967803,1307200000,    60,    50,    55,    0.00 
967803,1307210000,    63,    52,    58,    0.00 
967803,1307220000,    69,    57,    63,    0.00 
967803,1307230000,    70,    55,    62,    0.00 
967803,1307240000,    63,    55,    59,    0.00 
967803,1307250000,    67,    54,    60,    0.01 
967803,1307260000,    60,    54,    57,    0.00 
967803,1307270000,    63,    52,    58,    0.00 
967803,1307280000,    63,    53,    58,    0.00 
967803,1307290000,    63,    54,    58,    0.00 
967803,1307300000,    67,    60,    64,    0.00 
967803,1307310000,    68,    55,    62,    0.00 
967803,1308010000,    64,    56,    60,    0.00 
967803,1308020000,    65,    52,    58,    0.00 
967803,1308030000,    62,    52,    57,    0.00 
967803,1308040000,    64,    53,    58,    0.00 
967803,1308050000,    63,    50,    56,    0.00 
967803,1308060000,    62,    51,    56,    0.00 
967803,1308070000,    64,    50,    57,    0.00 
967803,1308080000,    64,    54,    59,    0.00 
967803,1308090000,    64,    54,    59,    0.00 
967803,1308100000,    64,    52,    58,    0.00 
967803,1308110000,    64,    52,    58,    0.00 
967803,1308120000,    60,    52,    56,    0.00 
967803,1308130000,    61,    54,    58,    0.00 
967803,1308140000,    63,    54,    58,    0.00 
967803,1308150000,    65,    53,    59,    0.00 
967803,1308160000,    67,    54,    60,    0.02 
967803,1308170000,    65,    53,    59,    0.01 
967803,1308180000,    62,    54,    58,    0.01 
967803,1308190000,    61,    53,    57,    0.02 
967803,1308200000,    68,    56,    62,    0.00 
967803,1308210000,    70,    56,    63,    0.00 
967803,1308220000,    70,    57,    64,    0.00 
967803,1308230000,    70,    57,    64,    0.00 
967803,1308240000,    65,    55,    60,    0.00 
967803,1308250000,    65,    54,    60,    0.01 
967803,1308260000,    66,    54,    60,    0.01 
967803,1308270000,    66,    54,    60,    0.01 
967803,1308280000,    59,    55,    57,    0.00 
967803,1308290000,    62,    53,    58,    0.01 
967803,1308300000,    65,    54,    60,    0.01 
967803,1308310000,    81,    61,    71,    0.00 
967803,1309010000,    85,    64,    74,    0.00 
967803,1309020000,    79,    58,    68,    0.00 
967803,1309030000,    69,    58,    64,    0.00 
967803,1309040000,    72,    58,    65,    0.00 
967803,1309050000,    65,    62,    64,    0.00 
967803,1309060000,    67,    57,    62,    0.00 
967803,1309070000,    59,    57,    58,    0.00 
967803,1309080000,    68,    56,    62,    0.00 
967803,1309090000,    63,    56,    60,    0.00 
967803,1309100000,    60,    59,    60,    0.01 
967803,1309110000,    67,    58,    62,    0.00 
967803,1309120000,    69,    57,    63,    0.00 
967803,1309130000,    66,    53,    60,    0.00 
967803,1309140000,    63,    52,    58,    0.00 
967803,1309150000,    61,    54,    58,    0.00 
967803,1309160000,    64,    54,    59,    0.01 
967803,1309170000,    61,    55,    58,    0.00 
967803,1309180000,    65,    53,    59,    0.00 
967803,1309190000,    67,    57,    62,    0.01 
967803,1309200000,    70,    52,    61,    0.00 
967803,1309210000,    68,    55,    62,    0.00 
967803,1309220000,    70,    53,    62,    0.00 
967803,1309230000,    66,    58,    62,    0.00 
967803,1309240000,    79,    61,    70,    0.00 
967803,1309250000,    76,    54,    65,    0.00 
967803,1309260000,    64,    52,    58,    0.00 
967803,1309270000,    64,    51,    58,    0.00 
967803,1309280000,    73,    55,    64,    0.00 
967803,1309290000,    81,    54,    68,    0.00 
967803,1309300000,    75,    57,    66,    0.00 
967803,1310010000,    61,    58,    60,    0.00 
967803,1310020000,    64,    54,    59,    0.00 
967803,1310030000,    62,    53,    58,    0.00 
