Trapline,TrapNum,Year,Month,Day,predCaught,birdCaught,otherCaught,NumCaught,Sex,Age,Condition,Disposition,TrapStatus,BaitStatus,BaitPrev,RAINA 2016 Comments,BaitSet,Observer,Recorder,Comments
B,52,2004,2,22,,,,0,,,NA,NA,C,N,CD,Keep,,"ZM,MB",ZM,
B,52,2004,2,22,,,,0,,,NA,NA,O,N,CD,Delete,,"ZM,MB",ZM,
B,60,2004,3,9,,,,0,,,NA,NA,O,N,DO,Delete,,IE,KD,
B,60,2004,3,9,RR,,,1,,Adult,3,NA,C,N,DO,Keep,,IE,KD,
B,57,2004,3,26,,,,0,,,NA,NA,O,Y,DO,Keep,,KD,MB,
B,57,2004,3,26,,,,0,,,NA,NA,O,N,DO,Delete,,KD,RK,
B,71,2004,4,19,,,,0,,,NA,NA,O,N,DO,Delete,,KD,RK,
B,71,2004,4,19,RR,,,1,,Adult,3,NA,C,N,DO,Keep,,KD,RK,
B,29,2004,5,10,,,,0,,,NA,NA,O,N,DO,Delete,,MB,RK,
B,29,2004,5,10,RR,,,1,,Adult,5,NA,C,N,DO,Keep,,MB,RK,Left in trap
B,70,2004,5,10,,,,0,,,NA,NA,O,N,DO,Delete,,MB,RK,
B,70,2004,5,10,RR,,,1,,Adult,3,NA,C,N,DO,Keep,,MB,RK,
B,3,2004,7,12,,,,0,,,NA,NA,O,Y,DO,Keep,,"JBD, ACM",RFT,
B,3,2004,7,12,,,,0,,,NA,NA,O,N,DO,Delete,,"ACM, JBD",RK,
B,27,2004,7,12,,,,0,,,NA,NA,O,N,DO,Delete,,"JBD, ACM",RFT,
B,27,2004,7,12,,,,0,,,NA,NA,O,Y,DO,Keep,,"JBD, ACM",RFT,
B,45,2004,7,26,,,,0,,,NA,NA,O,N,DO,Delete,,EW,RFT,
B,45,2004,7,26,RR,,,1,,,5,NA,C,N,DO,Keep,,EW,RFT,
B,65,2004,7,26,,,,0,,,NA,NA,O,N,DO,Delete,,EW,RFT,
B,65,2004,7,26,,,,0,,,NA,NA,C,N,DO,Keep,,EW,RFT,
B,72,2004,7,26,,,,0,,,NA,NA,O,N,DO,Delete,,EW,RFT,
B,72,2004,7,26,,,,0,,,NA,NA,C,N,DO,Keep,,EW,RFT,
B,76,2004,7,26,,,,0,,,NA,NA,O,N,DO,Delete,,EW,RFT,
B,76,2004,7,26,RR,,,1,,Adult,3,NA,C,N,DO,Keep,,EW,RFT,
B,31,2004,8,9,,,,0,,,NA,NA,O,N,DO,Delete,,ZM,SB,
B,31,2004,8,9,,,,0,,,NA,NA,O,Y,DO,Keep,,ZM,SB,
B,37,2004,8,9,,,,0,,,NA,NA,O,N,DO,Delete,,ZM,SB,
B,37,2004,8,9,,,,0,,,NA,NA,C,N,DO,Keep,,ZM,SB,
B,77,2004,8,31,,,,0,,,NA,NA,O,N,DO,Delete,,"CB,ZM,IE",SB,
B,77,2004,8,31,,,,0,,,NA,NA,O,Y,DO,Keep,,"CB,ZM,IE",SB,
B,78,2004,9,20,,,,0,,,NA,NA,C,N,DO,Delete,,ZM,SB,
B,78,2004,9,20,,,,0,,,NA,NA,C,Y,DO,Keep,,ZM,SB,
B,39,2004,10,25,,,,0,,,NA,NA,O,N,DO,Delete,,JB,SB,
B,39,2004,10,25,,,,0,,,NA,NA,C,N,DO,Keep,,JB,SB,
B,42,2004,10,25,,,,0,,,NA,NA,O,N,DO,Delete,,JB,SB,
B,42,2004,10,25,,,,0,,,NA,NA,C,N,DO,Keep,,JB,SB,
B,15,2005,2,14,,,,0,,,NA,NA,O,Y,DO,Keep,,JB,CN,
B,15,2005,2,14,,,,0,,,NA,NA,O,N,DO,Delete,,JB,CW,
B,15,2005,2,28,,,,0,,,NA,NA,C,N,DO,Keep,,JC,CN,
B,15,2005,2,28,,,,0,,,NA,NA,M,N,DO,Delete,,JC,CN,
B,19,2005,2,28,,,,0,,,NA,NA,C,N,DO,Keep,,JC,CN,
B,19,2005,2,28,,,,0,,,NA,NA,M,N,DO,Delete,,JC,CN,
B,62,2005,4,11,,,,0,,,NA,NA,O,N,DO,Delete,,AB,AB,
B,62,2005,4,11,RR,,,1,M,Adult,2,NA,C,N,DO,Keep,,AB,AB,
B,65,2005,4,11,,,,0,,,NA,NA,O,N,DO,Delete,,AB,AB,
B,65,2005,4,11,RR,,,1,M,Adult,2,NA,C,N,DO,Keep,,AB,AB,
B,68,2005,4,11,,,,0,,,NA,NA,O,N,DO,Delete,,AB,AB,
B,68,2005,4,11,RR,,,1,M,Adult,2,NA,C,N,DO,Keep,,AB,AB,
B,72,2005,4,11,,,,0,,,NA,NA,O,N,DO,Delete,,AB,AB,
B,72,2005,4,11,RR,,,1,M,Adult,2,NA,C,N,DO,Keep,,AB,AB,
B,64,2005,5,31,,,,0,,,NA,NA,O,N,DO,Delete,,AB,MB,
B,64,2005,5,31,,,,0,,,NA,NA,C,Y,DO,Keep,,AB,MB,
B,18,2005,6,21,,,,0,,,NA,NA,O,N,DO,Delete,,CW,MB,
B,18,2005,6,21,,,,0,,,NA,NA,C,N,DO,Keep,,CW,MB,
B,27,2005,6,21,,,,0,,,NA,NA,O,N,DO,Delete,,CW,MB,
B,27,2005,6,21,,,,0,,,NA,NA,C,N,DO,Keep,,CW,MB,
B,33,2005,6,21,,,,0,,,NA,NA,O,N,DO,Delete,,CW,MB,
B,33,2005,6,21,,,,0,,,NA,NA,O,Y,DO,Keep,,CW,MB,
B,49,2005,6,21,,,,0,,,NA,NA,O,N,DO,Delete,,CW,MB,
B,49,2005,6,21,,,,0,,,NA,NA,O,Y,DO,Keep,,CW,MB,
B,64,2005,6,21,,,,0,,,NA,NA,O,N,DO,Delete,,CW,MB,
B,64,2005,6,21,,,,0,,,NA,NA,C,Y,DO,Keep,,CW,MB,
B,26,2005,7,9,,,,0,,,NA,NA,O,N,DO,Delete,,KC,MB,
B,26,2005,7,9,,,,0,,,NA,NA,O,Y,DO,Keep,,KC,MB,
B,18,2005,8,8,,,,0,,,NA,NA,O,N,CD,Delete,,CW,MB,
B,18,2005,8,8,,,,0,,,NA,NA,C,N,CD,Keep,,CW,MB,
B,60,2005,8,8,,,,0,,,NA,NA,O,N,CD,Delete,,CW,MB,
B,60,2005,8,8,RR,,,1,M,Adult,3,NA,C,N,CD,Keep,,CW,MB,
B,38,2005,9,19,,,,0,,,NA,NA,O,N,CD,Delete,,CW,MB,
B,38,2005,9,19,,,,0,,,NA,NA,O,Y,CD,Keep,,CW,MB,
B,45,2005,11,15,,,,0,,,NA,NA,C,N,DO,Keep,,JT,LG,
B,45,2005,11,15,,,,0,,,NA,NA,O,N,DO,Delete,,JT,LG,
B,43,2006,1,11,,,,0,,,NA,NA,O,N,,Delete,DO,"LG, RK",RK,
B,43,2006,1,11,RR,,,1,M,Adult,2,NA,C,N,,Keep,DO,"LG, RK",RK,
B,51,2006,1,11,,,,0,,,NA,NA,O,N,,Delete,DO,"LG, RK",RK,
B,51,2006,1,11,,,,0,,,NA,NA,O,Y,,Keep,DO,"LG, RK",RK,
B,55,2006,2,7,,,,0,,,NA,NA,O,N,,Delete,CD,LG,LG,
B,55,2006,2,7,,,,0,,,NA,NA,C,N,,Keep,CD,LG,LG,
B,40,2006,2,23,,,,0,,,NA,NA,O,N,,Delete,CD,LG,LG,
B,40,2006,2,23,RR,,,1,M,Adult,2,NA,C,N,,Keep,CD,LG,LG,
B,64,2006,3,6,,,,0,,,NA,NA,O,N,,Delete,DO,EG,LG,
B,64,2006,3,6,,,,0,,,NA,NA,O,Y,,Keep,DO,EG,LG,
B,66,2006,3,14,,,,0,,,NA,NA,O,N,,Delete,CD,KB,ET,
B,66,2006,3,14,,,,0,,,NA,NA,C,N,,Keep,CD,KB,ET,
B,72,2006,3,14,,,,0,,,NA,NA,O,N,,Delete,CD,KB,ET,
B,72,2006,3,14,,,,0,,,NA,NA,C,N,,Keep,CD,KB,ET,
B,26,2006,4,4,,,,0,,,NA,NA,O,N,,Keep,CD,EG,EG,
B,26,2006,4,4,,,,0,,,NA,NA,C,N,,Delete,CD,EG,EG,
B,29,2006,9,27,,,,0,,,NA,NA,O,N,,Delete,DO,"IE,EM,NC",ES,
B,29,2006,9,27,,,,0,,,NA,NA,C,Y,,Keep,DO,"IE,EM,NC",ES,
B,52,2006,9,27,,,,0,,,NA,NA,O,N,,Delete,DO,"IE,EM,NC",ES,
B,52,2006,9,27,RR,,,1,F,Adult,2,NA,C,N,,Keep,DO,"IE,EM,NC",ES,
B,64,2006,10,10,,,,0,,,NA,NA,O,N,,Delete,CD,EM,RK,
B,64,2006,10,10,,,,0,,,NA,NA,C,N,,Keep,CD,EM,RK,
B,60,2006,10,25,,,,0,,,NA,NA,O,N,,Delete,DO,ES,RK,
B,60,2006,10,25,RR,,,0,,Adult,3,NA,C,N,,Keep,DO,ES,RK,
B,7,2006,11,6,,,,0,,,NA,NA,O,N,,Delete,DO,EM,RK,
B,7,2006,11,6,,,,0,,,NA,NA,C,N,,Keep,DO,EM,RK,
B,64,2006,12,11,,,,0,,,NA,NA,O,N,,Delete,CD,EM,RFT,
B,64,2006,12,11,,,,0,,,NA,NA,C,Y,,Keep,CD,EM,RFT,
B,38,2007,2,7,,,,0,,,NA,NA,O,N,,Delete,DO,"JT, MS",RK,Replaced crossbars
B,38,2007,2,7,RR,,,1,UNK,Adult,3,NA,C,N,,Keep,DO,"JT, MS",RK,
B,44,2007,2,13,,,,0,,,NA,NA,O,N,,Delete,CD,MS,RK,
B,44,2007,2,13,RR,,,1,M,Adult,2,NA,C,N,,Keep,CD,MS,RK,
B,42,2007,3,29,,,,0,,,NA,NA,O,N,,Delete,CD,MS,RK,
B,42,2007,3,29,RR,,,1,M,Adult,2,NA,C,N,,Keep,CD,MS,RK,
B,66,2007,4,19,,,,0,,,NA,NA,O,N,,Delete,CD,MS,RK,
B,66,2007,4,19,RR,,,1,,Adult,4,NA,C,N,,Keep,CD,MS,RK,
B,54,2007,4,26,,,,0,,,NA,NA,O,N,,Keep,DO,IE,RK,
B,54,2007,4,26,,,,0,,,NA,NA,C,Y,,Delete,DO,IE,RK,
B,64,2007,6,13,,,,0,,,NA,NA,C,Y,,Keep,DO,"RK, KA",RK,
B,64,2007,6,13,,,,0,,,NA,NA,O,Y,,Delete,DO,PF,RK,
B,65,2007,6,13,,SPROW,,1,,,2,NA,C,Y,,Keep,DO,"RK, KA",RK,
B,65,2007,6,13,,,,0,,,NA,NA,O,Y,,Delete,DO,PF,RK,
B,66,2007,6,13,,,,0,,,NA,NA,O,N,,Keep,DO,"RK, KA",RK,Replaced with Little Giant 1 door
B,66,2007,6,13,,,,0,,,NA,NA,O,Y,,Delete,DO,PF,RK,
B,67,2007,6,13,RR,,,1,,,3,NA,C,Y,,Keep,DO,"RK, KA",RK,Replaced with Little Giant 1 door
B,67,2007,6,13,,,,0,,,NA,NA,O,Y,,Delete,DO,PF,RK,
B,47,2007,7,18,RR,,,1,,Adult,4,NA,C,N,,Keep,DO,PF,RK,
B,47,2007,7,18,,,,0,,,NA,NA,S,,,Delete,DO,PF,RK,
B,61,2007,7,18,RR,,,1,,Adult,3,NA,C,N,,Keep,DO,PF,RK,
B,61,2007,7,18,,,,0,,,NA,NA,S,,,Delete,DO,PF,RK,
B,65,2007,7,18,,,,0,,,NA,NA,C,N,,Keep,DO,PF,RK,
B,65,2007,7,18,,,,0,,,NA,NA,S,,,Delete,DO,PF,RK,
B,66,2007,7,18,,,,0,,,NA,NA,C,N,,Keep,DO,PF,RK,
B,66,2007,7,18,,,,0,,,NA,NA,S,,,Delete,DO,PF,RK,
B,11,2007,7,24,,,,0,,,NA,NA,C,N,,Keep,CD,RFT,RK,
B,11,2007,7,24,,,,0,,,NA,NA,O,N,,Delete,CD,RFT,RK,
B,62,2007,8,6,RR,,,1,,Adult,3,NA,C,N,,Keep,DO,KG,RK,
B,62,2007,8,6,,,,0,,,NA,NA,O,N,,Delete,DO,KG,RK,
B,49,2007,9,10,,,,0,,,NA,NA,O,N,,Delete,DO,KG,RK,
B,49,2007,9,10,RR,,,1,,,5,NA,C,N,,Keep,DO,KG,RK,
B,42,2007,10,3,,,,0,,,NA,NA,C,N,,Keep,DO,"DH, IE, NK",RK,
B,42,2007,10,3,,,,0,,,NA,NA,O,N,,Delete,DO,"DH, IE, NK",RK,
B,45,2007,10,3,,,,0,,,NA,NA,O,Y,,Keep,DO,"DH, IE, NK",RK,
B,45,2007,10,3,,,,0,,,NA,NA,O,N,,Delete,DO,"DH, IE, NK",RK,
B,60,2007,10,11,,,,0,,,NA,NA,O,N,,Delete,DO,KG,DH,
B,60,2007,10,11,,,,0,,,NA,NA,C,N,,Keep,DO,KG,RK,
B,61,2008,1,2,FC,,,1,,Adult,5,NA,C,N,,Keep,CD,DH,RK,Cat dead right outside trap
B,61,2008,1,2,,,,0,,,NA,NA,O,N,,Delete,CD,DH,RK,
B,26,2008,2,7,,,,0,,,NA,NA,O,N,,Delete,DO,"PF,RK",DH,Partial open set
B,26,2008,2,7,,,,0,,,NA,NA,O,Y,,Keep,DO,"PF,RK",DH,Partial open set
B,77,2008,4,10,,PHEAS,,1,F,,NA,NA,C,N,,Keep,CD,DH,CN,Left in trap
B,77,2008,4,10,,,,0,,,NA,NA,O,Y,,Delete,CD,DH,CN,
B,67,2008,4,22,,,,0,,,NA,NA,O,N,,Delete,DO,PF,CN,
B,67,2008,4,22,RR,,,1,M,Adult,3,NA,C,N,,Keep,DO,PF,CN,
B,71,2008,4,22,,,,0,,,NA,NA,O,N,,Delete,DO,PF,CN,
B,71,2008,4,22,RR,,,1,M,Adult,3,NA,C,N,,Keep,DO,PF,CN,
B,67,2008,5,15,,,,0,,,NA,NA,O,N,,Delete,DO,DH,CN,
B,67,2008,5,15,,,,0,,,NA,NA,O,Y,,Keep,DO,DH,CN,
B,40,2008,6,9,,,,0,,,NA,NA,O,N,,Delete,CD,DH,DH,
B,40,2008,6,9,,,,0,,,NA,NA,O,Y,,Keep,CD,DH,DH,
B,13,2008,6,24,,,,0,,,NA,NA,O,N,,Delete,DO,DH,DH,
B,13,2008,6,24,RR,,,1,M,Adult,2,NA,C,N,,Keep,DO,DH,DH,
B,31,2008,6,24,,,,0,,,NA,NA,O,N,,Keep,DO,DH,DH,
B,31,2008,6,24,,,,0,,,NA,NA,O,Y,,Delete,DO,DH,DH,
B,38,2008,6,30,,,,0,,,NA,NA,O,Y,,Delete,CD,DH,DH,
B,38,2008,6,30,,,,0,,,NA,NA,C,Y,,Keep,CD,DH,DH,
B,44,2008,7,31,,,,0,,,NA,NA,O,Y,,Delete,DO,DH,DH,
B,44,2008,7,31,,,,0,,,NA,NA,NC,,,Keep,DO,DH,DH,
B,45,2008,7,31,,,,0,,,NA,NA,O,Y,,Delete,DO,DH,DH,
B,45,2008,7,31,RR,,,1,,,1,NA,C,N,,Keep,DO,DH,DH,Left in trap
B,11,2008,8,12,,,,0,,,NA,NA,O,N,,Delete,DO,"DH,CN",DH,
B,11,2008,8,12,,,,0,,,NA,NA,C,N,,Keep,DO,"DH,CN",DH,
B,26,2008,8,12,,,,0,,,NA,NA,O,N,,Delete,DO,"DH,CN",DH,
B,26,2008,8,12,,,,0,,,NA,NA,C,N,,Keep,DO,"DH,CN",DH,
B,54,2008,8,19,,,,0,,,NA,NA,O,N,,Delete,DO,CN,DH,
B,54,2008,8,19,,,,0,,,NA,NA,O,Y,,Keep,DO,CN,DH,
B,40,2008,8,25,,,,0,,,NA,NA,O,N,,Keep,CD,CN,DH,
B,40,2008,8,25,,,,0,,,NA,NA,C,N,,Delete,CD,CN,DH,
B,66,2008,9,12,,,,0,,,NA,NA,O,N,,Delete,DO,CN,DH,
B,66,2008,9,12,RR,,,1,,,4,NA,C,N,,Keep,DO,CN,DH,
B,64,2008,9,17,MM,,,1,M,Sub-Adult,2,NA,C,N,,Keep,CD,DH,DH,
B,64,2008,9,17,,,,0,,,NA,NA,O,N,,Delete,CD,DH,DH,
B,71,2008,11,25,,,,0,,,NA,NA,O,N,,Delete,CD,IE,ELC,traps 1 through 29 checked on 11/24/08
B,71,2008,11,25,RR,,,1,UNK,UNK,1,NA,C,N,,Keep,CD,IE,ELC,"left in trap, traps 1 through 29 checked on 11/24/08"
B,25,2008,12,15,,,,0,,,NA,NA,O,N,,Delete,CD,"IE,PF,ELC",DFD,
B,25,2008,12,15,,,,0,,,NA,NA,C,N,,Keep,CD,"IE,PF,ELC",DFD,
B,74,2009,3,23,,,,0,,,NA,NA,C,N,,Delete,DO,DFD,DJ,
B,74,2009,3,23,,,,0,,,NA,NA,O,Y,,Keep,DO,DFD,DJ,
B,75,2009,3,23,,,,0,,,NA,NA,O,N,,Delete,DO,DFD,DJ,
B,75,2009,3,23,RR,,,1,M,Adult,3,NA,C,N,,Keep,DO,DFD,DJ,
B,68,2009,5,18,,,,0,,,NA,NA,O,N,,Delete,DO,DFD,LH,
B,68,2009,5,18,,,,0,,,NA,NA,C,N,,Keep,DO,DFD,LH,
B,56,2009,6,8,,,,0,,,NA,NA,O,N,,Delete,DO,DH,JW,
B,56,2009,6,8,,,,0,,,NA,NA,O,Y,,Keep,DO,DH,JW,
B,33,2009,6,15,,,,0,,,NA,NA,O,Y,,Delete,DO,LH,JW,
B,33,2009,6,15,,,,0,,,NA,NA,C,N,,Keep,DO,LH,JW,Replace Bait Can
B,43,2009,7,27,RR,,,1,,,4,NA,C,N,,Keep,DO,JB,JB,
B,43,2009,7,27,,,,0,,,NA,NA,O,N,,Delete,DO,JB,JB,
B,36,2009,8,13,,,,0,,,NA,NA,O,N,,Delete,DO,JB,JB,
B,36,2009,8,13,,,,0,,,NA,NA,C,N,,Keep,DO,JB,JB,
B,71,2009,8,13,,,,0,,,NA,NA,O,N,,Delete,DO,JB,JB,
B,71,2009,8,13,RR,,,1,,,5,NA,C,N,,Keep,DO,JB,JB,
B,67,2009,9,11,,,,0,,,NA,NA,O,N,,Delete,DO,JB,JB,
B,67,2009,9,11,,,,0,,,NA,NA,O,Y,,Keep,DO,JB,JB,
B,55,2009,9,30,,,,0,,,NA,NA,O,N,,Delete,DO,DFD,JB,
B,55,2009,9,30,RR,,,1,,,5,NA,C,N,,Keep,DO,DFD,JB,
B,77,2009,9,30,,,,0,,,NA,NA,O,N,,Delete,DO,DFD,JB,
B,77,2009,9,30,,,,0,,,NA,NA,C,N,,Keep,DO,DFD,JB,
B,67,2009,10,13,,,,0,,,NA,NA,O,N,,Delete,DO,JB,JB,
B,67,2009,10,13,RR,,,1,M,Adult,3,NA,C,N,,Keep,DO,JB,JB,
B,43,2009,10,27,RR,,,1,M,Adult,3,NA,C,N,,Keep,DO,DFD,ALF,
B,43,2009,10,27,,,,0,,,NA,NA,O,N,,Delete,DO,DFD,ALF,
B,21,2009,12,29,,,,0,,,NA,NA,C,Y,,Delete,DO,"PF,ES",DFD,
B,21,2009,12,29,,,,0,,,NA,NA,O,N,,Keep,DO,"PF, ES",RK,
B,1,2010,5,5,,,,0,,,NA,NA,C,N,,Keep,DO,"DFD, AW",JM,Opened
B,1,2010,5,5,RR,,,1,M,Sub-Adult,3,NA,C,N,,Delete,DO,DFD,JM,
B,39,2010,6,25,,,,NA,,,NA,NA,O,Y,,Keep,LL,AW,LH,
B,39,2010,6,25,,,,NA,,,NA,NA,O,N,,Delete,CD,"LH, DB",RK,
B,60,2011,1,21,,,,NA,,,NA,NA,O,N,,Delete,CD,DB,LH,
B,60,2011,1,21,RR,,,1,M,Adult,3,NA,C,N,,Keep,CD,DB,LH,
B,41,2011,1,27,,,,NA,,,NA,NA,O,N,,Delete,DO,HA,LH,
B,41,2011,1,27,,,,NA,,,NA,NA,C,N,,Keep,DO,HA,LH,
B,47,2011,2,25,,,,NA,,,NA,NA,O,N,,Delete,LL,HA,DME,
B,47,2011,2,25,RR,,,1,,Adult,4,NA,C,N,,Keep,LL,HA,DME,
B,3,2011,3,1,,,,NA,,,NA,NA,O,N,,Delete,CD,DME/PF,DME,
B,3,2011,3,1,,,,NA,,,NA,NA,O,Y,,Keep,CD,DME/PF,DME,LL
B,41,2011,3,8,,,,NA,,,NA,NA,O,Y,,Delete,DO,DB,DME,
B,41,2011,3,8,RR,,,1,,Adult,3,NA,C,Y,,Keep,DO,DB,DME,
B,44,2011,3,23,,,,NA,,,NA,NA,O,N,,Delete,CD/O,HA,DME,
B,44,2011,3,23,,,,NA,,,NA,NA,C,Y,,Keep,CD/O,HA,DME,
B,51,2011,3,23,,,,NA,,,NA,NA,O,Y,,Delete,CD/O,HA,DME,LL
B,51,2011,3,23,RR,,,1,,Adult,2,NA,C,N,,Keep,CD/O,HA,DME,
B,61,2011,3,29,,,,NA,,,NA,NA,O,Y,,Delete,DO,LH,DME,
B,61,2011,3,29,RR,,,1,M,Adult,2,NA,C,N,,Keep,DO,LH,DME,
B,47,2011,4,26,RR,,,1,,Adult,5,NA,C,N,,Keep,DO,HA,DME,
B,47,2011,4,26,,,,NA,,,NA,NA,O,N,,Delete,DO,HA,DME,
B,36,2011,6,14,,,,NA,,,NA,NA,O,Y,,Delete,LL,"JM, DF",DME,
B,36,2011,6,14,RR,,,1,,Adult,3,NA,C,N,,Keep,LL,"JM, DF",DME,
B,24,2011,6,27,,,,NA,,,NA,NA,O,N,,Delete,DO,JY/JM,DME,
B,24,2011,6,27,RR,,,1,M,Adult,2,NA,C,N,,Keep,DO,JY/JM,DME,
B,36,2011,7,19,,,,NA,,,NA,NA,O,Y,,Delete,DO,DME,DME,
B,36,2011,7,19,RR,,,1,M,Adult,2,NA,C,N,,Keep,DO,DME,DME,
B,61,2011,7,19,,,,NA,,,NA,NA,C,Y,,Delete,DO,DME,DME,
B,61,2011,7,19,,,,NA,,,NA,NA,C,N,,Keep,DO,DME,DME,
B,47,2011,8,24,RR,,,1,,,5,NA,C,N,,Keep,CD,DME,DME,
B,47,2011,8,24,,,,NA,,,NA,NA,O,Y,,Delete,CD,DME,DME,
B,54,2011,10,4,RR,,,1,,Adult,5,NA,C,N,,Keep,CD,JY,LH,
B,54,2011,10,4,,,,NA,,,NA,NA,O,N,,Delete,CD,JY,LH,
B,21,2012,1,12,RR,,,1,,,2,NA,C,Y,,Keep,CD,LH,DME,
B,21,2012,1,12,,,,NA,,,NA,NA,O,Y,,Delete,CD,LH,DME,
B,32,2012,1,12,,,,NA,,,NA,NA,C,Y,,Keep,CD,LH,DME,
B,32,2012,1,12,,,,NA,,,NA,NA,O,Y,,Delete,CD,LH,DME,
B,29,2012,3,5,,,,NA,,,NA,NA,O,N,,Delete,CDDO,HA,RK,
B,29,2012,3,5,,,,NA,,,NA,NA,O,Y,,Keep,CDDO,HA,RK,
B,34,2012,7,3,,,,NA,,,NA,NA,C,N,,,,TA,ZC,
B,34,2012,7,3,,,,NA,,,NA,NA,O,N,,,,TA,ZC,
B,50,2012,7,23,,,,NA,,,NA,NA,O,N,,Delete,CD,HA,DME,
B,50,2012,7,23,HA,,,1,M,Adult,3,NA,C,N,,Keep,CD,HA,DME,
B,56,2012,7,23,,,,NA,,,NA,NA,O,N,,Delete,CD,HA,DME,
B,56,2012,7,23,RR,,,1,,,3,NA,C,N,,Keep,CD,HA,DME,
B,48,2012,8,7,,,,NA,,,NA,NA,O,N,,Delete,CD,HA,DME,
B,48,2012,8,7,,,,NA,,,NA,NA,C,N,,Keep,CD,HA,DME,
B,49,2012,8,7,,,,NA,,,NA,NA,O,N,,Delete,CD,HA,DME,
B,49,2012,8,7,,,,NA,,,NA,NA,C,N,,Keep,CD,HA,DME,
B,36,2012,10,29,,,,NA,,,NA,NA,O,N,,Delete,DO,HA,ZC,
B,36,2012,10,29,,,,NA,,,NA,NA,C,Y,,Keep,DO,HA,ZC,
B,31,2012,11,19,HA,,,1,M,Adult,2,NA,C,N,,Keep,DO+B,SO,ZC,
B,31,2012,11,19,,,,NA,,,NA,NA,O,N,,Delete,DO+B,SO,ZC,
B,36,2013,1,24,,,,NA,,,NA,NA,O,N,,Delete,CD+O,SO,MJ,
B,36,2013,1,24,RR,,,1,UNK,Juvenile,2,NA,C,N,,Keep,CD+O,SO,MJ,
B,25,2013,2,1,,,,NA,,,NA,NA,O,N,,Delete,UNK,ZC,MJ,
B,25,2013,2,1,,,,NA,,,NA,NA,C,N,,Keep,UNK,ZC,MJ,"1RR-LIT, escaped."
B,46,2013,2,28,,,,NA,,,NA,NA,O,N,,Delete,DO,"ZC, JM",MJ,
B,46,2013,2,28,RR,,,1,,Adult,2,NA,C,Y,,Keep,DO,"ZC, JM",MJ,
B,2,2013,3,5,,,,NA,,,NA,NA,C,Y,,Keep,LL,JM,MJ,
B,2,2013,3,5,,,,NA,,,NA,NA,C,N,,Delete,UNK,ZC,KG,
B,52,2013,3,5,,,,NA,,,NA,NA,O,N,,Keep,LL,JM,MJ,
B,52,2013,3,5,,,,NA,,,NA,NA,C,N,,Delete,UNK,ZC,KG,
B,57,2013,3,5,,,,NA,,,NA,NA,O,N,,Keep,LL,JM,MJ,
B,57,2013,3,5,,,,NA,,,NA,NA,O,Y,,Delete,LL,JM,MJ,
B,58,2013,3,5,,,,NA,,,NA,NA,C,Y,,Keep,LL,JM,MJ,
B,58,2013,3,5,,,,NA,,,NA,NA,O,Y,,Delete,LL,JM,MJ,
B,59,2013,3,5,RR,,,1,M,Adult,2,NA,C,Y,,Keep,LL,JM,MJ,
B,59,2013,3,5,,,,NA,,,NA,NA,O,Y,,Delete,LL,JM,MJ,
B,59,2013,3,12,,,,NA,,,NA,NA,O,N,,Delete,CD,JM,MJ,
B,59,2013,3,12,,,,NA,,,NA,NA,C,N,,Keep,CD,JM,MJ,
B,13,2013,3,26,,,,NA,,,NA,NA,O,N,,Delete,DO,ZC,MJ,
B,13,2013,3,26,RR,,,1,UNK,Adult,2,NA,C,N,,Keep,DO,ZC,MJ,
B,38,2013,3,26,,,,NA,,,NA,NA,O,N,,Delete,DO,ZC,MJ,
B,38,2013,3,26,RR,,,1,M,Adult,2,NA,C,N,,Keep,DO,ZC,MJ,
B,64,2013,3,26,,,,NA,,,NA,NA,O,N,,Delete,DO,ZC,MJ,
B,64,2013,3,26,RR,,,1,UNK,Adult,3,NA,C,N,,Keep,DO,ZC,MJ,
B,54,2013,4,2,,,,NA,,,NA,NA,O,N,,Delete,DO,JM,KG,
B,54,2013,4,2,,,,NA,,,NA,NA,C,N,,Keep,DO,JM,KG,
B,42,2013,4,10,,,,NA,,,NA,NA,O,N,,Delete,DC,SO,KG,
B,42,2013,4,10,RR,,,1,UNK,Sub-Adult,2,NA,C,N,,Keep,DC,SO,KG,
B,39,2013,6,13,,,,NA,,,NA,NA,C,Y,,Keep,DO,"SO, MJ",KG,
B,39,2013,6,13,,,,NA,,,NA,NA,C,N,,Delete,DO,"SO, MJ",KG,
B,19,2013,6,17,,,,NA,,,NA,NA,O,N,,Delete,WM,MJ,KG,
B,19,2013,6,17,,,,NA,,,NA,NA,C,N,,Keep,WM,MJ,KG,
B,41,2013,6,17,,,,NA,,,NA,NA,O,N,,Delete,WM,MJ,KG,
B,41,2013,6,17,RR,,,1,M,Adult,2,NA,C,N,,Keep,WM,MJ,KG,
B,28,2013,6,27,,,,NA,,,NA,NA,O,N,,Delete,DO,SO,KG,
B,28,2013,6,27,RR,,,1,UNK,UNK,5,NA,C,N,,Keep,DO,SO,KG,
B,54,2013,6,27,,,,NA,,,NA,NA,O,Y,,Delete,DO,SO,KG,
B,54,2013,6,27,,,,NA,,,NA,NA,C,N,,Keep,DO,SO,KG,
B,1,2013,7,22,,,,NA,,,NA,NA,O,Y,,Keep,DO,MJ,KG,
B,1,2013,7,22,,,,NA,,,NA,NA,C,Y,,This should be trap 7,DO,MJ,KG,
B,27,2013,7,23,,,,NA,,,NA,NA,O,N,,Delete,DO,MJ,KG,
